id,name,business_id,created_at,externalReference,cost,type
321,Free coffee,92,2025-07-12 19:43:51.000,9042d7ec,150,FREE_PRODUCT
322,Birthday bonus,92,2025-07-12 19:43:51.000,43c1b835,0,OTHER
323,10% off next visit,92,2025-07-12 19:43:51.000,46ac220a,300,DISCOUNT
324,Free dessert,92,2025-07-12 19:43:51.000,75e0e0b0,500,FREE_PRODUCT
325,Complimentary upgrade,93,2025-07-12 19:43:51.000,3e7f3e50,0,OTHER
326,Free product,93,2025-07-12 19:43:51.000,c02f82a0,0,FREE_PRODUCT
327,Buy 9 get 1 free,93,2025-07-12 19:43:51.000,34837285,0,FREE_PRODUCT
328,20% off any purchase,94,2025-07-12 19:43:51.000,917f81b9,800,DISCOUNT
329,Birthday bonus,94,2025-07-12 19:43:51.000,15cc05df,0,OTHER
330,10% off next visit,94,2025-07-12 19:43:51.000,db261730,300,DISCOUNT
331,Free product,95,2025-07-12 19:43:51.000,bf195244,0,FREE_PRODUCT
332,Buy 9 get 1 free,95,2025-07-12 19:43:51.000,9908cd85,0,FREE_PRODUCT
333,20% off any purchase,96,2025-07-12 19:43:51.000,f72f4a81,800,DISCOUNT
334,10% off next visit,96,2025-07-12 19:43:51.000,47c148bc,300,DISCOUNT
335,Free coffee,96,2025-07-12 19:43:51.000,4a296e1d,150,FREE_PRODUCT
336,Free dessert,96,2025-07-12 19:43:51.000,b5d8f001,500,FREE_PRODUCT
337,15% discount,97,2025-07-12 19:43:51.000,dfeb47fc,0,DISCOUNT
338,Buy 9 get 1 free,97,2025-07-12 19:43:51.000,f670d3d8,0,FREE_PRODUCT
339,Free product,97,2025-07-12 19:43:51.000,85d44a34,0,FREE_PRODUCT
340,Complimentary upgrade,97,2025-07-12 19:43:51.000,b8484d02,0,OTHER
341,Exclusive member offer,98,2025-07-12 19:43:51.000,02c616f3,0,OTHER
342,Member discount 5%,98,2025-07-12 19:43:51.000,1126260a,0,DISCOUNT
343,Buy 9 get 1 free,99,2025-07-12 19:43:51.000,727e0c28,0,FREE_PRODUCT
344,Free product,99,2025-07-12 19:43:51.000,d50bca93,0,FREE_PRODUCT
345,Complimentary upgrade,99,2025-07-12 19:43:51.000,054de79a,0,OTHER
346,20% off any purchase,100,2025-07-12 19:43:51.000,71fb941c,800,DISCOUNT
347,Birthday bonus,100,2025-07-12 19:43:51.000,2b4632ac,0,OTHER
348,Free dessert,100,2025-07-12 19:43:51.000,155a2077,500,FREE_PRODUCT
349,Free product,101,2025-07-12 19:43:51.000,8d54f866,0,FREE_PRODUCT
350,Buy 9 get 1 free,101,2025-07-12 19:43:51.000,b9117a47,0,FREE_PRODUCT
351,15% discount,101,2025-07-12 19:43:51.000,97c22941,0,DISCOUNT
352,10% off next visit,102,2025-07-12 19:43:51.000,32bf9540,300,DISCOUNT
353,Free dessert,102,2025-07-12 19:43:51.000,8eb0345d,500,FREE_PRODUCT
354,Free coffee,102,2025-07-12 19:43:51.000,7ff147fb,150,FREE_PRODUCT
355,20% off any purchase,102,2025-07-12 19:43:51.000,ca9dc836,800,DISCOUNT
356,Birthday bonus,102,2025-07-12 19:43:51.000,f62e8dff,0,OTHER
357,Birthday bonus,103,2025-07-12 19:43:51.000,fd9ebe17,0,OTHER
358,Free dessert,103,2025-07-12 19:43:51.000,6c92cab8,500,FREE_PRODUCT
359,Free coffee,103,2025-07-12 19:43:51.000,0c7af967,150,FREE_PRODUCT
360,10% off next visit,103,2025-07-12 19:43:51.000,3a88041b,300,DISCOUNT
361,20% off any purchase,103,2025-07-12 19:43:51.000,b1d7f767,800,DISCOUNT
362,Birthday bonus,104,2025-07-12 19:43:51.000,9c521aaf,0,OTHER
363,Free coffee,104,2025-07-12 19:43:51.000,10dda985,150,FREE_PRODUCT
364,Free dessert,104,2025-07-12 19:43:51.000,2e087ffa,500,FREE_PRODUCT
365,10% off next visit,104,2025-07-12 19:43:51.000,61260b26,300,DISCOUNT
366,20% off any purchase,104,2025-07-12 19:43:51.000,ec828ff8,800,DISCOUNT
367,10% off next visit,105,2025-07-12 19:43:51.000,2323d8e1,300,DISCOUNT
368,20% off any purchase,105,2025-07-12 19:43:51.000,c22b755c,800,DISCOUNT
369,Free coffee,105,2025-07-12 19:43:51.000,fcb31b2c,150,FREE_PRODUCT
370,Birthday bonus,105,2025-07-12 19:43:51.000,c550312a,0,OTHER
371,Free dessert,105,2025-07-12 19:43:51.000,f282a871,500,FREE_PRODUCT
372,Complimentary upgrade,106,2025-07-12 19:43:51.000,d3e32a1f,0,OTHER
373,15% discount,106,2025-07-12 19:43:51.000,3f291087,0,DISCOUNT
374,Free product,106,2025-07-12 19:43:51.000,3ebf2865,0,FREE_PRODUCT
375,Buy 9 get 1 free,106,2025-07-12 19:43:51.000,3223930b,0,FREE_PRODUCT
376,Free dessert,107,2025-07-12 19:43:51.000,2d3c8036,500,FREE_PRODUCT
377,Free coffee,107,2025-07-12 19:43:51.000,227d1ffc,150,FREE_PRODUCT
378,10% off next visit,107,2025-07-12 19:43:51.000,6d29778d,300,DISCOUNT
379,Birthday bonus,107,2025-07-12 19:43:51.000,f7561839,0,OTHER
380,10% off next visit,108,2025-07-12 19:43:51.000,dbe45da9,300,DISCOUNT
381,Free dessert,108,2025-07-12 19:43:51.000,b074af3e,500,FREE_PRODUCT
382,Free coffee,108,2025-07-12 19:43:51.000,c76fedaf,150,FREE_PRODUCT
383,Free coffee,109,2025-07-12 19:43:51.000,f8941fe4,150,FREE_PRODUCT
384,10% off next visit,109,2025-07-12 19:43:51.000,2550b176,300,DISCOUNT
385,Free dessert,109,2025-07-12 19:43:51.000,30ac6dc7,500,FREE_PRODUCT
386,Birthday bonus,109,2025-07-12 19:43:51.000,d4a40749,0,OTHER
387,20% off any purchase,109,2025-07-12 19:43:51.000,6d484fdf,800,DISCOUNT
388,20% off any purchase,110,2025-07-12 19:43:51.000,dce9b587,800,DISCOUNT
389,Birthday bonus,110,2025-07-12 19:43:51.000,389cd543,0,OTHER
390,Free coffee,110,2025-07-12 19:43:51.000,40a79239,150,FREE_PRODUCT
391,Free dessert,110,2025-07-12 19:43:51.000,062902e7,500,FREE_PRODUCT
392,10% off next visit,110,2025-07-12 19:43:51.000,843a8abf,300,DISCOUNT
393,Member discount 5%,111,2025-07-12 19:43:51.000,839fdc81,0,DISCOUNT
394,Exclusive member offer,111,2025-07-12 19:43:51.000,1b615900,0,OTHER
395,Free dessert,112,2025-07-12 19:43:51.000,8ff533d7,500,FREE_PRODUCT
396,Birthday bonus,112,2025-07-12 19:43:51.000,3fdf8513,0,OTHER
397,Free coffee,113,2025-07-12 19:43:51.000,3394cad6,150,FREE_PRODUCT
398,10% off next visit,113,2025-07-12 19:43:51.000,b7e9ed24,300,DISCOUNT
399,Birthday bonus,113,2025-07-12 19:43:51.000,79bbcf85,0,OTHER
400,20% off any purchase,113,2025-07-12 19:43:51.000,fb5ad34b,800,DISCOUNT
401,20% off any purchase,114,2025-07-12 19:43:51.000,1d4b0486,800,DISCOUNT
402,10% off next visit,114,2025-07-12 19:43:51.000,4a417db4,300,DISCOUNT
403,Birthday bonus,114,2025-07-12 19:43:51.000,c3f2e29f,0,OTHER
404,Free dessert,114,2025-07-12 19:43:51.000,d9f86c83,500,FREE_PRODUCT
405,Buy 9 get 1 free,115,2025-07-12 19:43:51.000,96eb97b0,0,FREE_PRODUCT
406,Complimentary upgrade,115,2025-07-12 19:43:51.000,9267935b,0,OTHER
407,Exclusive member offer,116,2025-07-12 19:43:51.000,e74abbde,0,OTHER
408,Member discount 5%,116,2025-07-12 19:43:51.000,985b532b,0,DISCOUNT
409,Member discount 5%,117,2025-07-12 19:43:51.000,34a51386,0,DISCOUNT
410,Exclusive member offer,117,2025-07-12 19:43:51.000,8946e851,0,OTHER
411,Complimentary upgrade,118,2025-07-12 19:43:51.000,a3af767a,0,OTHER
412,Free product,118,2025-07-12 19:43:51.000,d3785b7e,0,FREE_PRODUCT
413,Exclusive member offer,119,2025-07-12 19:43:51.000,f676a0b7,0,OTHER
414,Member discount 5%,119,2025-07-12 19:43:51.000,62858489,0,DISCOUNT
415,Free coffee,120,2025-07-12 19:43:51.000,c81f6535,150,FREE_PRODUCT
416,Free dessert,120,2025-07-12 19:43:51.000,0023d8bd,500,FREE_PRODUCT
417,20% off any purchase,120,2025-07-12 19:43:51.000,ef9526a1,800,DISCOUNT
418,Birthday bonus,120,2025-07-12 19:43:51.000,1a01589b,0,OTHER
419,10% off next visit,120,2025-07-12 19:43:51.000,d295f196,300,DISCOUNT
420,20% off any purchase,121,2025-07-12 19:43:51.000,41366bca,800,DISCOUNT
421,Free dessert,121,2025-07-12 19:43:51.000,d5ca47bd,500,FREE_PRODUCT
422,Free product,122,2025-07-12 19:43:51.000,b48bc906,0,FREE_PRODUCT
423,Buy 9 get 1 free,122,2025-07-12 19:43:51.000,12335949,0,FREE_PRODUCT
424,Complimentary upgrade,123,2025-07-12 19:43:51.000,a0b6e5c1,0,OTHER
425,15% discount,123,2025-07-12 19:43:51.000,791f5a89,0,DISCOUNT
426,Buy 9 get 1 free,123,2025-07-12 19:43:51.000,f16272b8,0,FREE_PRODUCT
427,Free product,123,2025-07-12 19:43:51.000,935fb5dd,0,FREE_PRODUCT
428,Birthday bonus,124,2025-07-12 19:43:51.000,ab8d672b,0,OTHER
429,Free dessert,124,2025-07-12 19:43:51.000,3e3f1a79,500,FREE_PRODUCT
430,10% off next visit,124,2025-07-12 19:43:51.000,552b41e9,300,DISCOUNT
431,20% off any purchase,124,2025-07-12 19:43:51.000,9299fa76,800,DISCOUNT
432,Free coffee,124,2025-07-12 19:43:51.000,f56eb37c,150,FREE_PRODUCT
433,Birthday bonus,125,2025-07-12 19:43:51.000,5129dee7,0,OTHER
434,10% off next visit,125,2025-07-12 19:43:51.000,9de73569,300,DISCOUNT
435,Free dessert,125,2025-07-12 19:43:51.000,dffd458d,500,FREE_PRODUCT
436,20% off any purchase,125,2025-07-12 19:43:51.000,e989a3a9,800,DISCOUNT
437,Free coffee,125,2025-07-12 19:43:51.000,0c906f67,150,FREE_PRODUCT
438,Free coffee,126,2025-07-12 19:43:51.000,07dee0f0,150,FREE_PRODUCT
439,Free dessert,126,2025-07-12 19:43:51.000,ba3f9c62,500,FREE_PRODUCT
440,Birthday bonus,126,2025-07-12 19:43:51.000,0b90a3fc,0,OTHER
441,20% off any purchase,126,2025-07-12 19:43:51.000,2a92c776,800,DISCOUNT
442,10% off next visit,126,2025-07-12 19:43:51.000,962b8d0b,300,DISCOUNT
443,20% off any purchase,127,2025-07-12 19:43:51.000,9c1a88e2,800,DISCOUNT
444,Free coffee,127,2025-07-12 19:43:51.000,dd349313,150,FREE_PRODUCT
445,Free dessert,127,2025-07-12 19:43:51.000,13127128,500,FREE_PRODUCT
446,Birthday bonus,127,2025-07-12 19:43:51.000,e803e445,0,OTHER
447,10% off next visit,127,2025-07-12 19:43:51.000,706cea30,300,DISCOUNT
448,Free coffee,128,2025-07-12 19:43:51.000,746a4429,150,FREE_PRODUCT
449,Birthday bonus,128,2025-07-12 19:43:51.000,f99156b5,0,OTHER
450,20% off any purchase,128,2025-07-12 19:43:51.000,54b49388,800,DISCOUNT
451,Free dessert,128,2025-07-12 19:43:51.000,4d96d3d9,500,FREE_PRODUCT
452,15% discount,129,2025-07-12 19:43:51.000,2797f793,0,DISCOUNT
453,Buy 9 get 1 free,129,2025-07-12 19:43:51.000,91d440d0,0,FREE_PRODUCT
454,Complimentary upgrade,129,2025-07-12 19:43:51.000,44246a35,0,OTHER
455,Buy 9 get 1 free,130,2025-07-12 19:43:51.000,60acce8c,0,FREE_PRODUCT
456,Complimentary upgrade,130,2025-07-12 19:43:51.000,49ff6721,0,OTHER
457,Complimentary upgrade,131,2025-07-12 19:43:51.000,5e227ff8,0,OTHER
458,15% discount,131,2025-07-12 19:43:51.000,5ed851e5,0,DISCOUNT
459,Free product,131,2025-07-12 19:43:51.000,e4960688,0,FREE_PRODUCT
460,Buy 9 get 1 free,131,2025-07-12 19:43:51.000,142a6577,0,FREE_PRODUCT
461,Free product,132,2025-07-12 19:43:51.000,ed2c07bc,0,FREE_PRODUCT
462,15% discount,132,2025-07-12 19:43:51.000,93f3f970,0,DISCOUNT
463,Buy 9 get 1 free,132,2025-07-12 19:43:51.000,6f7908e3,0,FREE_PRODUCT
464,Buy 9 get 1 free,133,2025-07-12 19:43:51.000,8ec0a0c0,0,FREE_PRODUCT
465,Free product,133,2025-07-12 19:43:51.000,276f807c,0,FREE_PRODUCT
466,15% discount,133,2025-07-12 19:43:51.000,57ecc65c,0,DISCOUNT
467,Complimentary upgrade,133,2025-07-12 19:43:51.000,be81469a,0,OTHER
468,Complimentary upgrade,134,2025-07-12 19:43:51.000,e7a410b8,0,OTHER
469,15% discount,134,2025-07-12 19:43:51.000,7e94d66b,0,DISCOUNT
470,Buy 9 get 1 free,134,2025-07-12 19:43:51.000,4564075d,0,FREE_PRODUCT
471,20% off any purchase,135,2025-07-12 19:43:51.000,f15d878f,800,DISCOUNT
472,Birthday bonus,135,2025-07-12 19:43:51.000,c7777eb6,0,OTHER
473,Free dessert,135,2025-07-12 19:43:51.000,13384b76,500,FREE_PRODUCT
474,10% off next visit,135,2025-07-12 19:43:51.000,c61fcd86,300,DISCOUNT
475,Free dessert,136,2025-07-12 19:43:51.000,a830e9ef,500,FREE_PRODUCT
476,Birthday bonus,136,2025-07-12 19:43:51.000,76db2965,0,OTHER
477,20% off any purchase,136,2025-07-12 19:43:51.000,f032b94d,800,DISCOUNT
478,10% off next visit,136,2025-07-12 19:43:51.000,4d00ff60,300,DISCOUNT
479,Free coffee,136,2025-07-12 19:43:51.000,dd63b607,150,FREE_PRODUCT
480,Exclusive member offer,137,2025-07-12 19:43:51.000,5b08e673,0,OTHER
481,Member discount 5%,137,2025-07-12 19:43:51.000,8989f29b,0,DISCOUNT
482,Complimentary upgrade,138,2025-07-12 19:43:51.000,95816db0,0,OTHER
483,15% discount,138,2025-07-12 19:43:51.000,709fcfde,0,DISCOUNT
484,Free product,138,2025-07-12 19:43:51.000,e6ead09b,0,FREE_PRODUCT
485,Buy 9 get 1 free,138,2025-07-12 19:43:51.000,b27dc42b,0,FREE_PRODUCT
486,Complimentary upgrade,139,2025-07-12 19:43:51.000,c3bb48de,0,OTHER
487,Free product,139,2025-07-12 19:43:51.000,31cd19ba,0,FREE_PRODUCT
488,15% discount,139,2025-07-12 19:43:51.000,0168eab8,0,DISCOUNT
489,Free coffee,140,2025-07-12 19:43:51.000,a5de34db,150,FREE_PRODUCT
490,10% off next visit,140,2025-07-12 19:43:51.000,ab90c7f4,300,DISCOUNT
491,20% off any purchase,140,2025-07-12 19:43:51.000,f409f810,800,DISCOUNT
492,Birthday bonus,140,2025-07-12 19:43:51.000,83205408,0,OTHER
493,Free dessert,141,2025-07-12 19:43:51.000,3965821e,500,FREE_PRODUCT
494,10% off next visit,141,2025-07-12 19:43:51.000,90a33e40,300,DISCOUNT
495,20% off any purchase,141,2025-07-12 19:43:51.000,5098d960,800,DISCOUNT
496,Free coffee,141,2025-07-12 19:43:51.000,1de061af,150,FREE_PRODUCT
497,Birthday bonus,141,2025-07-12 19:43:51.000,e8902864,0,OTHER
498,15% discount,142,2025-07-12 19:43:51.000,bb919ea9,0,DISCOUNT
499,Free product,142,2025-07-12 19:43:51.000,b8c5e16c,0,FREE_PRODUCT
500,Buy 9 get 1 free,142,2025-07-12 19:43:51.000,c24decab,0,FREE_PRODUCT
501,20% off any purchase,143,2025-07-12 19:43:51.000,ebaa731a,800,DISCOUNT
502,10% off next visit,143,2025-07-12 19:43:51.000,1bf332f1,300,DISCOUNT
503,Free dessert,143,2025-07-12 19:43:51.000,233ec934,500,FREE_PRODUCT
504,Birthday bonus,143,2025-07-12 19:43:51.000,3374e32a,0,OTHER
505,Free coffee,143,2025-07-12 19:43:51.000,809deb28,150,FREE_PRODUCT
506,Free coffee,144,2025-07-12 19:43:51.000,40a0cf3a,150,FREE_PRODUCT
507,20% off any purchase,144,2025-07-12 19:43:51.000,80da8834,800,DISCOUNT
508,10% off next visit,144,2025-07-12 19:43:51.000,f597a4b7,300,DISCOUNT
509,Birthday bonus,144,2025-07-12 19:43:51.000,1db1d93d,0,OTHER
510,Free dessert,144,2025-07-12 19:43:51.000,1cb6ea02,500,FREE_PRODUCT
511,Free product,145,2025-07-12 19:43:51.000,401859a4,0,FREE_PRODUCT
512,15% discount,145,2025-07-12 19:43:51.000,27cf27ce,0,DISCOUNT
513,Complimentary upgrade,145,2025-07-12 19:43:51.000,da8f8902,0,OTHER
514,Buy 9 get 1 free,145,2025-07-12 19:43:51.000,bd9af22f,0,FREE_PRODUCT
515,10% off next visit,146,2025-07-12 19:43:51.000,a24b2a9f,300,DISCOUNT
516,Birthday bonus,146,2025-07-12 19:43:51.000,13e12339,0,OTHER
517,20% off any purchase,146,2025-07-12 19:43:51.000,48d46c2a,800,DISCOUNT
518,Free coffee,146,2025-07-12 19:43:51.000,8e7aeb45,150,FREE_PRODUCT
519,Exclusive member offer,147,2025-07-12 19:43:51.000,98ccf5ee,0,OTHER
520,Member discount 5%,147,2025-07-12 19:43:51.000,e274300d,0,DISCOUNT
521,Free coffee,148,2025-07-12 19:43:51.000,c3a92d67,150,FREE_PRODUCT
522,Free dessert,148,2025-07-12 19:43:51.000,a6a843e4,500,FREE_PRODUCT
523,Birthday bonus,148,2025-07-12 19:43:51.000,5eee7ec4,0,OTHER
524,10% off next visit,148,2025-07-12 19:43:51.000,2390d46e,300,DISCOUNT
525,20% off any purchase,148,2025-07-12 19:43:51.000,76d44a4b,800,DISCOUNT
526,10% off next visit,149,2025-07-12 19:43:51.000,1c72b194,300,DISCOUNT
527,Birthday bonus,149,2025-07-12 19:43:51.000,a91e1283,0,OTHER
528,20% off any purchase,149,2025-07-12 19:43:51.000,e4a7b04d,800,DISCOUNT
529,10% off next visit,150,2025-07-12 19:43:51.000,859c33b5,300,DISCOUNT
530,20% off any purchase,150,2025-07-12 19:43:51.000,a832ffb2,800,DISCOUNT
531,Birthday bonus,151,2025-07-12 19:43:51.000,3c6cbc17,0,OTHER
532,Free coffee,151,2025-07-12 19:43:51.000,1813ee95,150,FREE_PRODUCT
533,20% off any purchase,151,2025-07-12 19:43:51.000,34438640,800,DISCOUNT
534,Free dessert,151,2025-07-12 19:43:51.000,f0e7068d,500,FREE_PRODUCT
535,10% off next visit,151,2025-07-12 19:43:51.000,df54b154,300,DISCOUNT
536,Exclusive member offer,152,2025-07-12 19:43:51.000,4df143e7,0,OTHER
537,Member discount 5%,152,2025-07-12 19:43:51.000,ea6e999c,0,DISCOUNT
538,Free coffee,153,2025-07-12 19:43:51.000,159debcc,150,FREE_PRODUCT
539,Birthday bonus,153,2025-07-12 19:43:51.000,d21a251a,0,OTHER
540,15% discount,154,2025-07-12 19:43:51.000,19a526f3,0,DISCOUNT
541,Free product,154,2025-07-12 19:43:51.000,42cfb11a,0,FREE_PRODUCT
542,Buy 9 get 1 free,154,2025-07-12 19:43:51.000,5eac57d5,0,FREE_PRODUCT
543,Complimentary upgrade,154,2025-07-12 19:43:51.000,754780a0,0,OTHER
544,Birthday bonus,155,2025-07-12 19:43:51.000,b82995a3,0,OTHER
545,Free dessert,155,2025-07-12 19:43:51.000,2d9ed840,500,FREE_PRODUCT
546,10% off next visit,155,2025-07-12 19:43:51.000,5af2875f,300,DISCOUNT
547,20% off any purchase,155,2025-07-12 19:43:51.000,5b41b758,800,DISCOUNT
548,20% off any purchase,156,2025-07-12 19:43:51.000,b7c8dd39,800,DISCOUNT
549,Free coffee,156,2025-07-12 19:43:51.000,f06ee01a,150,FREE_PRODUCT
550,Birthday bonus,156,2025-07-12 19:43:51.000,8349cbb5,0,OTHER
551,10% off next visit,157,2025-07-12 19:43:51.000,2f504217,300,DISCOUNT
552,20% off any purchase,157,2025-07-12 19:43:51.000,7ccde271,800,DISCOUNT
553,Birthday bonus,157,2025-07-12 19:43:51.000,3307e059,0,OTHER
554,20% off any purchase,158,2025-07-12 19:43:51.000,8080cd93,800,DISCOUNT
555,Free dessert,158,2025-07-12 19:43:51.000,8b68c5ed,500,FREE_PRODUCT
556,Birthday bonus,158,2025-07-12 19:43:51.000,8aef2303,0,OTHER
557,Complimentary upgrade,159,2025-07-12 19:43:51.000,8a8824cc,0,OTHER
558,15% discount,159,2025-07-12 19:43:51.000,acfa445a,0,DISCOUNT
559,15% discount,160,2025-07-12 19:43:51.000,36207793,0,DISCOUNT
560,Buy 9 get 1 free,160,2025-07-12 19:43:51.000,cf644709,0,FREE_PRODUCT
561,15% discount,161,2025-07-12 19:43:51.000,1d1f1ebe,0,DISCOUNT
562,Complimentary upgrade,161,2025-07-12 19:43:51.000,0ecb2778,0,OTHER
563,Buy 9 get 1 free,162,2025-07-12 19:43:51.000,1ad2d125,0,FREE_PRODUCT
564,Complimentary upgrade,162,2025-07-12 19:43:51.000,2d837c2f,0,OTHER
565,15% discount,162,2025-07-12 19:43:51.000,daf3f635,0,DISCOUNT
566,Member discount 5%,163,2025-07-12 19:43:51.000,66c52ba3,0,DISCOUNT
567,Exclusive member offer,163,2025-07-12 19:43:51.000,d614de9f,0,OTHER
568,Free product,164,2025-07-12 19:43:51.000,ea004b58,0,FREE_PRODUCT
569,Complimentary upgrade,164,2025-07-12 19:43:51.000,5935b83b,0,OTHER
570,15% discount,164,2025-07-12 19:43:51.000,699093d1,0,DISCOUNT
571,Buy 9 get 1 free,164,2025-07-12 19:43:51.000,5afdcce8,0,FREE_PRODUCT
572,10% off next visit,165,2025-07-12 19:43:51.000,6077c8db,300,DISCOUNT
573,Birthday bonus,165,2025-07-12 19:43:51.000,96f02842,0,OTHER
574,Free coffee,165,2025-07-12 19:43:51.000,6d6e9d59,150,FREE_PRODUCT
575,Free dessert,165,2025-07-12 19:43:51.000,f898ca31,500,FREE_PRODUCT
576,Free dessert,166,2025-07-12 19:43:51.000,8ef7914e,500,FREE_PRODUCT
577,Birthday bonus,166,2025-07-12 19:43:51.000,12e43018,0,OTHER
578,Free product,167,2025-07-12 19:43:51.000,8e9834cf,0,FREE_PRODUCT
579,Buy 9 get 1 free,167,2025-07-12 19:43:51.000,3262e610,0,FREE_PRODUCT
580,15% discount,167,2025-07-12 19:43:51.000,18439b6d,0,DISCOUNT
581,Complimentary upgrade,167,2025-07-12 19:43:51.000,5d3c1f12,0,OTHER
582,Exclusive member offer,168,2025-07-12 19:43:51.000,5335bb33,0,OTHER
583,Member discount 5%,168,2025-07-12 19:43:51.000,6729f412,0,DISCOUNT
584,Free product,169,2025-07-12 19:43:51.000,25f41818,0,FREE_PRODUCT
585,Buy 9 get 1 free,169,2025-07-12 19:43:51.000,c83d688d,0,FREE_PRODUCT
586,15% discount,169,2025-07-12 19:43:51.000,c65f24e5,0,DISCOUNT
587,Complimentary upgrade,169,2025-07-12 19:43:51.000,d45fe04f,0,OTHER
588,Member discount 5%,170,2025-07-12 19:43:51.000,5022bea0,0,DISCOUNT
589,Exclusive member offer,170,2025-07-12 19:43:51.000,1a972faa,0,OTHER
590,Complimentary upgrade,171,2025-07-12 19:43:51.000,723539b2,0,OTHER
591,15% discount,171,2025-07-12 19:43:51.000,a18b095b,0,DISCOUNT
592,Buy 9 get 1 free,171,2025-07-12 19:43:51.000,51072dea,0,FREE_PRODUCT
593,Birthday bonus,172,2025-07-12 19:43:51.000,ff81115c,0,OTHER
594,Free dessert,172,2025-07-12 19:43:51.000,c360061a,500,FREE_PRODUCT
595,10% off next visit,172,2025-07-12 19:43:51.000,a9bce422,300,DISCOUNT
596,20% off any purchase,172,2025-07-12 19:43:51.000,f5425cc6,800,DISCOUNT
597,Free product,173,2025-07-12 19:43:51.000,1a684fbd,0,FREE_PRODUCT
598,Complimentary upgrade,173,2025-07-12 19:43:51.000,a94a4fd2,0,OTHER
599,Buy 9 get 1 free,173,2025-07-12 19:43:51.000,8cc808b0,0,FREE_PRODUCT
600,15% discount,173,2025-07-12 19:43:51.000,8a562234,0,DISCOUNT
601,Exclusive member offer,174,2025-07-12 19:43:51.000,6775e97e,0,OTHER
602,Member discount 5%,174,2025-07-12 19:43:51.000,7d562b8f,0,DISCOUNT
603,Complimentary upgrade,175,2025-07-12 19:43:51.000,de36f128,0,OTHER
604,Buy 9 get 1 free,175,2025-07-12 19:43:51.000,bf7e99fe,0,FREE_PRODUCT
605,Buy 9 get 1 free,176,2025-07-12 19:43:51.000,eb2df7b8,0,FREE_PRODUCT
606,Free product,176,2025-07-12 19:43:51.000,581a91bd,0,FREE_PRODUCT
607,15% discount,176,2025-07-12 19:43:51.000,37666458,0,DISCOUNT
608,Complimentary upgrade,176,2025-07-12 19:43:51.000,d721ae20,0,OTHER
609,15% discount,177,2025-07-12 19:43:51.000,61603be2,0,DISCOUNT
610,Free product,177,2025-07-12 19:43:51.000,6dd0d1c1,0,FREE_PRODUCT
611,15% discount,178,2025-07-12 19:43:51.000,f116ec13,0,DISCOUNT
612,Free product,178,2025-07-12 19:43:51.000,87098b94,0,FREE_PRODUCT
613,10% off next visit,179,2025-07-12 19:43:51.000,3a0633a8,300,DISCOUNT
614,Birthday bonus,179,2025-07-12 19:43:51.000,66945977,0,OTHER
615,Free dessert,179,2025-07-12 19:43:51.000,7ddad81a,500,FREE_PRODUCT
616,Free coffee,179,2025-07-12 19:43:51.000,8a51f802,150,FREE_PRODUCT
617,20% off any purchase,179,2025-07-12 19:43:51.000,a76c2392,800,DISCOUNT
618,Free dessert,180,2025-07-12 19:43:51.000,ab332aae,500,FREE_PRODUCT
619,10% off next visit,180,2025-07-12 19:43:51.000,30f49328,300,DISCOUNT
620,20% off any purchase,180,2025-07-12 19:43:51.000,94ae931d,800,DISCOUNT
621,Birthday bonus,180,2025-07-12 19:43:51.000,dd62b04c,0,OTHER
622,Free coffee,180,2025-07-12 19:43:51.000,dc0655fb,150,FREE_PRODUCT
623,Free coffee,181,2025-07-12 19:43:51.000,9d9a57b6,150,FREE_PRODUCT
624,20% off any purchase,181,2025-07-12 19:43:51.000,d6bfe13d,800,DISCOUNT
625,Birthday bonus,181,2025-07-12 19:43:51.000,ac2189b5,0,OTHER
626,Free dessert,181,2025-07-12 19:43:51.000,df3609a5,500,FREE_PRODUCT
627,10% off next visit,181,2025-07-12 19:43:51.000,56c78550,300,DISCOUNT
628,Exclusive member offer,182,2025-07-12 19:43:51.000,48f187e7,0,OTHER
629,Member discount 5%,182,2025-07-12 19:43:51.000,b55ffc18,0,DISCOUNT
630,Birthday bonus,183,2025-07-12 19:43:51.000,988f6748,0,OTHER
631,Free dessert,183,2025-07-12 19:43:51.000,11d15638,500,FREE_PRODUCT
632,Free dessert,184,2025-07-12 19:43:51.000,deed83cb,500,FREE_PRODUCT
633,10% off next visit,184,2025-07-12 19:43:51.000,886f92be,300,DISCOUNT
634,20% off any purchase,185,2025-07-12 19:43:51.000,db8ab336,800,DISCOUNT
635,Free coffee,185,2025-07-12 19:43:51.000,f1727d1d,150,FREE_PRODUCT
636,Birthday bonus,185,2025-07-12 19:43:51.000,64c571e6,0,OTHER
637,10% off next visit,185,2025-07-12 19:43:51.000,0b32027b,300,DISCOUNT
638,Free dessert,185,2025-07-12 19:43:51.000,c3cc0b73,500,FREE_PRODUCT
639,Birthday bonus,186,2025-07-12 19:43:51.000,3fcbf19a,0,OTHER
640,Free coffee,186,2025-07-12 19:43:51.000,c9ff2a2c,150,FREE_PRODUCT
641,10% off next visit,186,2025-07-12 19:43:51.000,8573b478,300,DISCOUNT
642,Free dessert,186,2025-07-12 19:43:51.000,4ee02605,500,FREE_PRODUCT
643,20% off any purchase,186,2025-07-12 19:43:51.000,804be484,800,DISCOUNT
644,Free product,187,2025-07-12 19:43:51.000,083d6732,0,FREE_PRODUCT
