id,quantity,price_each,external_ticket_id,external_product_id
2836,2,28.89,1125,249
2837,1,38.44,1125,244
2838,5,14.74,1126,249
2839,2,38.48,1127,251
2840,5,78.16,1127,249
2841,1,16.85,1127,250
2842,2,69.44,1128,248
2843,1,35.63,1129,247
2844,1,33.07,1130,251
2845,1,74.36,1130,250
2846,4,54.05,1130,245
2847,4,71.75,1131,251
2848,2,46.66,1132,248
2849,4,63.18,1132,250
2850,2,61.11,1132,246
2851,5,20.96,1132,244
2852,2,46.65,1133,250
2853,1,40.44,1133,251
2854,4,33.42,1133,244
2855,2,72.22,1134,251
2856,2,69.09,1134,243
2857,3,61.63,1134,249
2858,5,13.2,1134,245
2859,1,79.39,1135,248
2860,1,62.63,1135,251
2861,1,42.78,1136,245
2862,1,78.57,1136,245
2863,5,48.07,1137,247
2864,2,11.9,1138,243
2865,5,35.79,1139,247
2866,5,77.59,1139,245
2867,1,24.12,1140,250
2868,4,9.15,1141,245
2869,2,44.06,1142,245
2870,1,74.84,1142,250
2871,3,31.67,1142,244
2872,5,6.95,1142,250
2873,5,46.82,1143,249
2874,5,40.78,1143,245
2875,4,79.55,1144,243
2876,5,26.82,1144,251
2877,3,6.05,1145,247
2878,1,53.76,1145,248
2879,4,46.4,1146,243
2880,1,15.1,1146,251
2881,2,62.71,1146,248
2882,4,48.3,1147,246
2883,2,29.54,1147,247
2884,2,51.79,1147,245
2885,5,59.67,1147,247
2886,5,76.92,1148,244
2887,3,33.58,1148,247
2888,4,15.88,1149,248
2889,4,15.08,1149,245
2890,4,75.79,1149,246
2891,1,19.44,1150,251
2892,1,45.67,1150,249
2893,3,30.53,1150,250
2894,4,62.29,1151,247
2895,3,19.49,1151,246
2896,3,50.99,1151,244
2897,4,48.72,1152,245
2898,1,8.71,1153,248
2899,2,32.77,1153,244
2900,3,24.9,1153,244
2901,3,50.31,1154,246
2902,4,39.12,1154,251
2903,1,3.25,1155,247
2904,2,56.38,1155,244
2905,3,76.13,1155,244
2906,5,43.28,1156,244
2907,5,42.85,1156,251
2908,1,49.2,1156,245
2909,4,2.52,1156,248
2910,3,45.48,1157,249
2911,4,6.55,1157,248
2912,5,36.49,1158,247
2913,2,12.78,1158,248
2914,5,28.31,1158,247
2915,5,51.31,1158,249
2916,2,41.16,1159,247
2917,5,73.02,1159,244
2918,4,78.86,1159,243
2919,2,64.53,1160,248
2920,2,52.13,1161,244
2921,3,69.74,1161,244
2922,5,17.92,1162,249
2923,5,42.93,1163,249
2924,4,47.74,1163,250
2925,2,40.97,1163,246
2926,2,30.57,1164,254
2927,5,19.04,1165,252
2928,2,17.61,1166,252
2929,4,59.59,1167,252
2930,5,38.13,1168,252
2931,5,14.87,1168,253
2932,3,39.45,1169,253
2933,3,60.25,1169,253
2934,5,75.49,1170,253
2935,2,50.25,1170,254
2936,1,32.61,1171,254
2937,2,58.03,1171,252
2938,2,36.55,1172,254
2939,2,74.21,1172,254
2940,2,46.98,1173,254
2941,5,18.7,1173,253
2942,3,20.43,1174,254
2943,2,63.57,1175,254
2944,2,26.98,1175,253
2945,3,34.59,1175,253
2946,3,21.28,1176,252
2947,5,27.94,1176,253
2948,5,65.24,1176,253
2949,5,57.81,1176,252
2950,1,16.57,1177,252
2951,4,7.45,1177,252
2952,3,21.23,1177,254
2953,4,61.26,1177,253
2954,2,47.21,1178,254
2955,5,20.96,1178,252
2956,1,65.36,1178,252
2957,5,16.7,1179,252
2958,5,41.27,1180,254
2959,4,29.25,1180,252
2960,3,54.05,1180,253
2961,2,20.47,1180,254
2962,3,20.43,1181,253
2963,1,65.54,1181,254
2964,3,10.54,1181,252
2965,1,62.76,1182,254
2966,4,23.62,1183,254
2967,5,17.04,1183,254
2968,2,55.57,1184,253
2969,2,59.08,1185,252
2970,4,38.39,1186,254
2971,2,6.17,1186,254
2972,1,11.04,1186,253
2973,4,10.15,1186,252
2974,5,61.28,1187,252
2975,2,74.19,1187,254
2976,2,4.89,1187,254
2977,2,37.52,1188,254
2978,2,9.84,1189,253
2979,1,63.61,1189,254
2980,4,50.78,1189,252
2981,5,24.36,1190,252
2982,1,67.52,1190,254
2983,4,67.49,1191,252
2984,1,64.82,1191,252
2985,5,48.5,1191,252
2986,4,11.25,1192,253
2987,2,35.06,1192,253
2988,2,68.01,1193,253
2989,1,71.27,1193,252
2990,1,30.22,1194,252
2991,4,20.0,1194,253
2992,3,6.7,1194,254
2993,5,6.8,1194,254
2994,4,19.8,1195,252
2995,2,66.57,1196,254
2996,1,19.3,1196,254
2997,3,4.53,1196,252
2998,4,46.03,1197,254
2999,4,30.75,1197,253
3000,5,7.06,1197,253
3001,5,54.81,1197,253
3002,4,67.64,1198,252
3003,3,38.02,1198,252
3004,1,5.44,1198,252
3005,4,45.2,1199,252
3006,5,5.32,1200,252
3007,5,9.6,1200,254
3008,3,36.93,1200,252
3009,5,4.38,1200,254
3010,1,17.25,1201,252
3011,4,37.33,1201,252
3012,1,38.03,1201,252
3013,3,8.22,1201,252
3014,4,25.42,1202,253
3015,2,10.91,1202,252
3016,1,3.36,1202,253
3017,5,21.79,1203,252
3018,2,11.4,1203,252
3019,3,17.52,1203,254
3020,2,49.34,1203,252
3021,4,66.21,1204,252
3022,3,47.64,1204,254
3023,2,66.79,1204,254
3024,4,3.48,1204,252
3025,3,50.89,1205,252
3026,1,64.02,1205,252
3027,4,47.9,1205,254
3028,5,20.4,1206,254
3029,1,66.0,1206,254
3030,3,46.79,1206,253
3031,1,21.93,1207,254
3032,5,4.96,1207,254
3033,5,43.28,1208,253
3034,2,52.55,1208,252
3035,4,48.04,1208,254
3036,1,65.47,1208,253
3037,1,13.58,1209,253
3038,3,76.3,1209,253
3039,4,46.54,1209,252
3040,2,66.81,1209,253
3041,5,36.79,1210,252
3042,2,4.05,1211,253
3043,1,42.21,1211,254
3044,2,10.24,1211,253
3045,1,67.6,1211,254
3046,2,30.81,1212,254
3047,1,78.13,1213,252
3048,1,77.7,1214,253
3049,5,42.03,1215,258
3050,5,78.66,1215,260
3051,4,74.74,1215,257
3052,4,39.0,1216,262
3053,3,48.46,1217,256
3054,5,23.09,1218,257
3055,5,54.29,1218,257
3056,4,58.64,1218,261
3057,5,75.58,1218,262
3058,2,57.64,1219,259
3059,1,63.63,1219,261
3060,1,29.66,1219,255
3061,5,45.54,1220,260
3062,4,29.62,1220,262
3063,5,64.23,1220,261
3064,3,67.14,1221,261
3065,4,44.65,1221,259
3066,5,35.49,1221,259
3067,4,41.91,1221,257
3068,1,32.1,1222,257
3069,3,47.24,1222,258
3070,4,23.47,1222,257
3071,5,56.34,1223,258
3072,5,5.2,1223,261
3073,2,78.83,1223,261
3074,4,13.8,1223,262
3075,1,25.39,1224,258
3076,2,57.75,1225,256
3077,2,18.64,1225,261
3078,3,27.05,1226,256
3079,3,40.66,1227,259
3080,1,50.07,1227,261
3081,3,52.72,1227,258
3082,4,67.92,1228,262
3083,4,71.93,1228,256
3084,5,11.89,1228,259
3085,5,43.98,1228,255
3086,1,23.18,1229,262
3087,3,34.27,1229,256
3088,3,44.58,1230,258
3089,5,32.87,1230,262
3090,3,74.56,1230,261
3091,5,26.36,1230,256
3092,1,11.68,1231,257
3093,3,21.22,1232,261
3094,1,29.4,1232,256
3095,4,8.13,1232,255
3096,2,66.94,1232,261
3097,1,42.14,1233,259
3098,3,31.05,1233,255
3099,2,25.3,1234,259
3100,2,5.66,1234,261
3101,4,55.23,1234,259
3102,1,27.5,1235,261
3103,3,14.62,1235,259
3104,3,35.04,1235,260
3105,4,60.99,1235,260
3106,3,77.25,1236,258
3107,5,64.81,1236,255
3108,4,12.21,1236,260
3109,2,62.09,1237,260
3110,3,6.23,1237,261
3111,1,56.19,1238,261
3112,3,16.12,1239,262
3113,4,77.22,1239,262
3114,5,7.25,1240,255
3115,1,8.17,1240,259
3116,1,9.2,1240,259
3117,5,3.17,1241,262
3118,2,70.22,1242,257
3119,5,48.45,1242,260
3120,3,68.51,1243,261
3121,1,13.49,1243,256
3122,2,6.17,1243,259
3123,2,59.36,1243,262
3124,5,5.75,1244,260
3125,2,30.74,1244,259
3126,5,15.64,1244,257
3127,1,54.4,1244,258
3128,1,4.45,1245,261
3129,3,25.83,1245,260
3130,3,52.87,1245,260
3131,2,74.9,1246,262
3132,3,62.04,1246,262
3133,2,20.95,1247,259
3134,2,40.16,1247,255
3135,2,69.67,1247,261
3136,2,65.93,1247,262
3137,5,63.15,1248,258
3138,1,32.16,1249,258
3139,3,58.1,1249,257
3140,3,2.92,1250,256
3141,5,7.39,1250,261
3142,4,28.94,1251,257
3143,3,22.43,1252,255
3144,5,18.4,1252,260
3145,1,39.06,1252,258
3146,2,52.2,1253,256
3147,2,43.86,1253,259
3148,5,59.36,1253,261
3149,3,79.47,1254,260
3150,2,21.8,1255,258
3151,1,65.2,1255,261
3152,3,15.65,1255,257
3153,2,66.87,1255,258
3154,2,78.11,1256,262
3155,2,42.33,1257,255
3156,5,45.45,1257,258
3157,1,16.44,1258,257
3158,4,35.85,1259,256
3159,1,72.98,1259,262
3160,4,11.49,1259,256
3161,3,16.77,1259,261
3162,5,24.57,1260,260
3163,2,52.01,1260,256
3164,2,26.56,1261,261
3165,5,26.68,1261,256
3166,4,67.15,1262,261
3167,3,76.29,1263,261
3168,4,67.06,1263,260
3169,1,72.43,1263,255
3170,1,72.59,1264,261
3171,3,2.12,1265,262
3172,5,27.27,1265,261
3173,1,42.78,1266,255
3174,3,62.29,1266,258
3175,4,34.74,1266,258
3176,3,45.21,1266,261
3177,1,43.18,1267,261
3178,5,45.32,1267,256
3179,4,43.27,1267,262
3180,5,7.67,1267,255
3181,1,46.41,1268,261
3182,1,56.07,1268,258
3183,2,3.74,1268,256
3184,2,35.67,1268,260
3185,1,45.16,1269,255
3186,5,30.75,1269,257
3187,1,63.15,1269,260
3188,3,57.07,1270,257
3189,4,25.15,1270,257
3190,1,9.53,1270,257
3191,3,9.17,1270,261
3192,5,75.56,1271,260
3193,5,47.84,1271,262
3194,3,73.47,1272,256
3195,5,29.04,1272,259
3196,3,39.92,1272,255
3197,4,66.78,1273,268
3198,5,3.41,1273,268
3199,1,6.94,1273,266
3200,4,15.39,1274,269
3201,5,49.66,1275,268
3202,3,2.39,1275,263
3203,4,20.75,1276,264
3204,4,7.65,1276,267
3205,3,2.49,1276,263
3206,1,11.06,1277,265
3207,1,26.57,1278,266
3208,4,6.15,1279,267
3209,2,17.57,1279,263
3210,4,22.0,1280,268
3211,5,57.49,1281,268
3212,3,19.71,1281,268
3213,2,64.2,1281,267
3214,3,12.26,1282,265
3215,3,76.61,1282,269
3216,1,34.25,1282,268
3217,1,76.83,1282,269
3218,5,8.45,1283,269
3219,1,4.77,1283,265
3220,1,13.99,1283,269
3221,1,38.53,1284,265
3222,2,77.72,1284,269
3223,3,69.97,1285,264
3224,4,43.34,1285,266
3225,4,17.11,1286,267
3226,2,79.2,1286,265
3227,3,74.61,1286,267
3228,2,44.68,1286,264
3229,4,73.37,1287,267
3230,1,27.81,1287,263
3231,4,65.67,1287,265
3232,3,8.24,1288,266
3233,2,18.07,1288,264
3234,1,48.34,1288,267
3235,1,53.95,1289,267
3236,1,71.38,1289,263
3237,1,79.75,1289,266
3238,2,27.63,1290,265
3239,2,51.44,1291,266
3240,5,30.93,1291,264
3241,1,54.02,1292,264
3242,1,14.32,1293,266
3243,3,18.74,1294,268
3244,1,36.17,1295,263
3245,4,9.79,1295,266
3246,2,67.87,1295,266
3247,1,73.25,1296,268
3248,1,5.76,1296,266
3249,3,76.68,1296,267
3250,2,55.82,1297,267
3251,2,35.42,1298,267
3252,5,72.97,1299,264
3253,3,70.68,1299,267
3254,2,76.87,1299,265
3255,2,5.56,1300,266
3256,1,4.59,1300,266
3257,4,46.41,1300,267
3258,5,6.59,1301,267
3259,4,57.94,1301,266
3260,3,5.44,1301,268
3261,2,79.7,1301,267
3262,2,46.48,1302,265
3263,3,47.32,1302,265
3264,4,61.18,1303,269
3265,2,28.07,1303,263
3266,2,14.53,1303,265
3267,1,7.68,1303,264
3268,2,24.3,1304,266
3269,5,21.87,1304,267
3270,1,50.96,1304,268
3271,5,56.79,1304,264
3272,1,3.19,1305,269
3273,1,29.78,1306,263
3274,5,45.35,1306,266
3275,5,21.76,1306,263
3276,2,71.14,1306,263
3277,5,74.35,1307,265
3278,3,76.7,1307,266
3279,1,15.34,1308,268
3280,5,62.14,1308,265
3281,4,54.34,1309,264
3282,1,71.01,1309,264
3283,4,71.41,1310,268
3284,5,11.83,1310,266
3285,1,9.09,1310,265
3286,2,19.6,1310,269
3287,1,52.47,1311,267
3288,2,7.27,1311,267
3289,5,9.37,1312,263
3290,1,41.24,1312,264
3291,5,30.97,1312,267
3292,4,15.06,1313,268
3293,1,31.77,1313,267
3294,1,57.29,1313,269
3295,3,73.54,1313,266
3296,5,75.52,1314,267
3297,5,39.41,1314,264
3298,5,23.54,1314,265
3299,1,53.27,1314,267
3300,2,44.99,1315,267
3301,2,53.67,1316,264
3302,1,21.65,1316,265
3303,5,60.33,1317,263
3304,4,77.97,1317,265
3305,1,11.95,1318,268
3306,2,78.34,1318,265
3307,4,30.02,1319,272
3308,1,21.01,1319,273
3309,1,72.08,1319,272
3310,5,9.3,1319,275
3311,1,28.87,1320,279
3312,4,72.44,1321,271
3313,5,43.91,1321,272
3314,1,55.34,1321,272
3315,4,25.29,1322,279
3316,1,75.64,1323,270
3317,3,21.34,1323,278
3318,2,46.26,1324,273
3319,1,34.74,1324,270
3320,4,67.63,1325,276
3321,4,76.42,1325,270
3322,4,20.24,1325,276
3323,3,30.21,1326,274
3324,5,24.38,1326,274
3325,3,53.17,1326,277
3326,4,32.54,1326,273
3327,3,2.67,1327,279
3328,4,15.05,1327,273
3329,2,68.03,1327,276
3330,2,35.84,1327,271
3331,2,73.73,1328,275
3332,5,56.24,1328,274
3333,2,9.91,1328,278
3334,5,51.63,1328,270
3335,5,74.56,1329,272
3336,3,19.21,1330,278
3337,3,64.79,1330,272
3338,3,75.88,1330,272
3339,3,54.0,1330,275
3340,1,65.1,1331,273
3341,1,8.14,1331,275
3342,3,30.84,1332,277
3343,4,73.46,1332,279
3344,3,40.95,1332,277
3345,2,30.12,1333,273
3346,4,30.92,1333,277
3347,3,32.66,1333,279
3348,2,8.17,1334,275
3349,3,30.86,1334,278
3350,1,46.67,1334,279
3351,2,61.31,1335,279
3352,2,27.2,1335,275
3353,5,31.74,1335,274
3354,1,37.35,1336,274
3355,2,20.69,1336,279
3356,1,79.82,1337,282
3357,5,47.51,1337,281
3358,2,75.39,1337,286
3359,1,37.32,1338,283
3360,2,53.31,1338,283
3361,4,75.33,1339,286
3362,3,58.93,1340,283
3363,3,65.62,1341,285
3364,3,59.65,1341,281
3365,1,10.77,1342,281
3366,2,69.84,1342,286
3367,1,55.94,1342,283
3368,3,70.27,1342,286
3369,5,35.54,1343,285
3370,3,33.73,1343,281
3371,3,65.59,1344,286
3372,3,52.63,1345,285
3373,1,4.84,1345,281
3374,4,68.79,1345,281
3375,2,11.35,1346,280
3376,5,25.49,1346,284
3377,1,62.0,1346,281
3378,4,43.27,1346,285
3379,1,17.45,1347,284
3380,3,29.38,1347,281
3381,5,52.3,1348,284
3382,5,29.48,1349,286
3383,2,72.94,1349,281
3384,2,13.76,1349,285
3385,5,49.06,1350,281
3386,1,24.41,1350,286
3387,4,35.29,1351,284
3388,3,77.82,1351,283
3389,4,49.36,1352,286
3390,1,61.63,1352,286
3391,1,40.33,1353,281
3392,1,77.17,1354,294
3393,4,74.0,1354,291
3394,4,60.79,1355,289
3395,2,18.37,1355,290
3396,2,13.05,1355,289
3397,3,79.78,1356,292
3398,5,79.25,1356,296
3399,2,57.95,1356,289
3400,2,66.04,1357,296
3401,3,18.46,1357,287
3402,4,20.89,1357,294
3403,2,7.2,1357,288
3404,3,10.15,1358,290
3405,1,39.87,1358,292
3406,2,68.83,1358,291
3407,1,52.95,1358,292
3408,2,33.3,1359,287
3409,5,63.19,1359,293
3410,2,46.53,1359,294
3411,3,32.12,1359,292
3412,5,7.67,1360,289
3413,1,30.73,1360,293
3414,3,7.62,1360,296
3415,1,46.43,1361,288
3416,5,58.23,1361,296
3417,2,48.09,1361,294
3418,2,3.42,1362,289
3419,1,12.6,1363,288
3420,2,25.98,1363,290
3421,5,21.0,1363,293
3422,5,33.48,1363,295
3423,2,7.79,1364,293
3424,4,71.67,1364,290
3425,1,64.24,1364,289
3426,2,36.15,1364,293
3427,5,34.79,1365,290
3428,2,75.37,1365,296
3429,3,17.84,1365,296
3430,1,51.14,1365,293
3431,2,20.19,1366,289
3432,1,14.37,1366,296
3433,1,29.45,1366,287
3434,5,51.93,1367,291
3435,4,2.54,1367,287
3436,1,12.94,1367,295
3437,4,33.27,1368,296
3438,4,48.26,1368,291
3439,1,34.74,1368,290
3440,4,71.46,1368,293
3441,1,33.72,1369,292
3442,3,46.07,1370,296
3443,2,77.11,1370,294
3444,1,10.57,1370,296
3445,3,12.71,1370,293
3446,5,38.34,1371,287
3447,2,30.7,1371,288
3448,2,43.26,1371,294
3449,3,49.9,1372,295
3450,3,34.29,1373,293
3451,2,25.29,1373,292
3452,3,70.22,1373,291
3453,5,11.46,1374,296
3454,5,47.95,1374,296
3455,2,67.04,1374,291
3456,4,22.58,1375,295
3457,5,15.36,1375,290
3458,1,48.28,1375,295
3459,5,54.18,1376,295
3460,5,47.45,1376,291
3461,5,36.75,1377,287
3462,3,25.51,1378,295
3463,3,17.03,1378,293
3464,3,28.26,1378,296
3465,2,69.01,1378,289
3466,5,35.76,1379,291
3467,4,74.45,1379,289
3468,5,19.43,1379,287
3469,2,59.24,1380,294
3470,2,27.8,1381,292
3471,4,77.18,1381,295
3472,4,77.73,1381,288
3473,5,49.54,1381,288
3474,3,56.27,1382,293
3475,4,19.26,1382,288
3476,3,71.44,1383,290
3477,4,14.29,1383,289
3478,3,16.28,1384,293
3479,2,53.17,1384,287
3480,3,20.1,1384,294
3481,5,34.42,1384,293
3482,2,46.39,1385,291
3483,4,60.75,1385,287
3484,2,71.12,1385,288
3485,4,22.55,1386,287
3486,1,14.74,1387,295
3487,5,75.66,1387,293
3488,4,28.39,1387,294
3489,5,79.53,1388,296
3490,2,2.73,1388,287
3491,2,17.94,1389,287
3492,4,36.4,1390,288
3493,4,63.1,1390,292
3494,1,36.13,1390,293
3495,2,62.52,1390,296
3496,2,23.68,1391,292
3497,2,59.31,1392,295
3498,3,65.65,1392,289
3499,1,11.91,1393,291
3500,4,7.31,1393,296
3501,2,53.63,1394,289
3502,3,6.07,1394,292
3503,5,38.08,1395,288
3504,4,52.09,1395,294
3505,3,66.34,1395,293
3506,4,30.06,1396,295
3507,2,28.48,1397,288
3508,2,14.13,1397,296
3509,1,64.61,1397,296
3510,3,32.05,1397,295
3511,2,39.87,1398,290
3512,4,46.73,1398,288
3513,1,43.41,1399,295
3514,5,5.9,1400,288
3515,4,68.69,1400,294
3516,3,56.1,1400,290
3517,5,13.78,1400,288
3518,5,26.83,1401,288
3519,4,9.96,1401,289
3520,2,19.18,1402,294
3521,2,14.76,1402,292
3522,3,13.67,1402,288
3523,5,70.57,1403,293
3524,2,72.88,1403,287
3525,5,65.68,1403,290
3526,3,41.17,1404,295
3527,1,64.75,1405,287
3528,3,49.88,1405,293
3529,5,55.38,1405,288
3530,5,61.75,1405,292
3531,4,35.32,1406,290
3532,2,75.92,1406,296
3533,4,26.87,1407,298
3534,2,73.14,1407,301
3535,2,3.37,1407,297
3536,4,29.24,1407,297
3537,5,58.56,1408,298
3538,2,48.22,1408,297
3539,1,27.16,1408,303
3540,5,26.78,1409,303
3541,5,33.37,1409,300
3542,5,58.37,1410,302
3543,2,5.33,1410,300
3544,5,28.49,1411,298
3545,1,23.26,1412,301
3546,2,68.34,1413,297
3547,5,53.69,1414,297
3548,3,43.99,1414,303
3549,4,44.39,1414,301
3550,5,10.56,1415,299
3551,2,67.3,1416,302
3552,1,5.32,1416,300
3553,2,46.46,1416,301
3554,2,66.89,1417,301
3555,3,62.52,1417,300
3556,4,23.98,1417,303
3557,4,60.42,1417,303
3558,3,53.36,1418,297
3559,5,12.99,1418,300
3560,3,55.83,1419,297
3561,3,59.15,1420,301
3562,2,66.38,1421,300
3563,5,49.53,1421,301
3564,3,46.88,1421,301
3565,1,52.83,1421,301
3566,4,33.97,1422,302
3567,2,57.09,1422,297
3568,1,29.13,1422,298
3569,2,44.06,1422,298
3570,3,65.15,1423,299
3571,3,45.15,1424,298
3572,1,37.19,1425,301
3573,2,15.83,1426,301
3574,2,70.8,1426,301
3575,4,72.21,1427,297
3576,5,28.23,1427,297
3577,5,73.22,1427,303
3578,4,15.81,1427,300
3579,1,77.91,1428,305
3580,2,57.92,1429,305
3581,1,54.5,1429,310
3582,5,58.81,1430,304
3583,5,39.2,1430,309
3584,1,33.67,1430,307
3585,4,32.08,1430,309
3586,1,51.51,1431,308
3587,5,9.84,1431,309
3588,5,36.68,1432,307
3589,1,37.93,1432,308
3590,1,29.48,1432,308
3591,4,47.21,1432,308
3592,2,59.29,1433,304
3593,2,56.72,1433,307
3594,3,56.28,1433,310
3595,4,43.64,1433,310
3596,2,27.25,1434,305
3597,3,27.44,1435,308
3598,3,54.35,1435,309
3599,5,69.21,1436,304
3600,4,22.91,1436,307
3601,1,61.63,1437,308
3602,5,32.92,1437,304
3603,5,2.3,1437,310
3604,5,29.45,1438,308
3605,5,24.17,1438,306
3606,1,76.38,1438,305
3607,4,38.04,1439,306
3608,5,43.84,1440,308
3609,1,79.78,1440,306
3610,5,43.63,1440,306
3611,3,26.65,1440,310
3612,1,27.48,1441,305
3613,1,67.18,1441,304
3614,2,33.08,1441,307
3615,1,32.94,1441,306
3616,3,43.7,1442,306
3617,3,42.57,1442,310
3618,1,27.73,1443,306
3619,5,44.98,1443,308
3620,5,29.12,1444,310
3621,3,73.39,1445,304
3622,1,18.6,1445,309
3623,3,58.18,1445,310
3624,4,9.94,1445,310
3625,4,24.84,1446,308
3626,3,61.85,1446,305
3627,4,78.34,1446,309
3628,5,61.37,1447,309
3629,4,70.5,1448,310
3630,1,4.44,1448,309
3631,1,20.01,1449,306
3632,4,39.75,1450,309
3633,3,14.86,1451,304
3634,4,13.06,1451,310
3635,2,11.11,1451,306
3636,5,48.59,1451,310
3637,2,11.74,1452,304
3638,3,20.4,1452,309
3639,4,25.97,1453,307
3640,3,44.21,1453,309
3641,3,31.04,1453,305
3642,5,19.57,1454,304
3643,4,66.77,1454,305
3644,2,56.72,1455,310
3645,2,53.36,1456,304
3646,1,74.49,1456,310
3647,4,20.47,1456,310
3648,2,51.4,1456,307
3649,5,29.03,1457,316
3650,3,45.22,1457,313
3651,2,57.6,1458,316
3652,1,33.67,1458,319
3653,3,40.16,1458,312
3654,3,26.06,1459,312
3655,2,61.65,1460,314
3656,3,62.25,1460,315
3657,4,70.16,1460,315
3658,1,66.99,1460,318
3659,2,22.28,1461,314
3660,1,28.0,1461,318
3661,5,43.68,1461,314
3662,2,11.74,1461,314
3663,5,73.64,1462,313
3664,4,75.03,1462,319
3665,3,63.96,1463,318
3666,2,26.65,1464,312
3667,3,16.16,1464,318
3668,3,33.87,1464,314
3669,3,58.86,1464,318
3670,3,35.14,1465,318
3671,1,59.35,1466,318
3672,4,74.81,1466,317
3673,5,74.71,1466,315
3674,2,18.37,1466,317
3675,3,77.79,1467,316
3676,1,49.55,1467,311
3677,1,10.75,1467,319
3678,5,45.22,1467,318
3679,3,14.77,1468,312
3680,5,48.37,1468,319
3681,4,23.6,1469,319
3682,5,25.21,1469,318
3683,5,30.92,1469,313
3684,5,11.86,1470,319
3685,1,67.72,1470,311
3686,2,13.19,1470,318
3687,5,44.15,1471,318
3688,1,38.05,1471,316
3689,5,43.27,1471,315
3690,4,40.71,1472,313
3691,5,79.6,1472,319
3692,2,43.2,1473,316
3693,5,78.91,1474,318
3694,5,8.22,1474,316
3695,1,36.73,1475,311
3696,3,26.62,1475,319
3697,1,50.98,1476,316
3698,5,44.0,1476,311
3699,4,76.97,1476,311
3700,1,60.2,1477,312
3701,1,46.9,1477,312
3702,1,21.39,1477,319
3703,2,68.52,1477,318
3704,4,5.3,1478,311
3705,5,27.59,1478,319
3706,1,70.59,1479,315
3707,2,57.74,1479,314
3708,4,7.43,1479,316
3709,2,73.37,1480,312
3710,2,55.84,1480,319
3711,5,33.27,1480,314
3712,2,29.55,1480,311
3713,1,30.6,1481,315
3714,4,53.92,1481,312
3715,3,69.14,1481,317
3716,2,47.61,1481,313
3717,2,32.65,1482,311
3718,2,67.39,1482,314
3719,4,39.92,1482,318
3720,4,33.97,1483,316
3721,2,25.01,1483,319
3722,1,31.46,1483,315
3723,3,7.36,1483,317
3724,3,51.5,1484,314
3725,3,43.76,1484,315
3726,4,66.6,1484,311
3727,3,77.14,1484,311
3728,1,22.6,1485,318
3729,4,18.27,1485,313
3730,3,37.36,1486,319
3731,5,19.93,1486,316
3732,2,74.27,1486,317
3733,5,50.88,1487,311
3734,5,15.55,1487,319
3735,5,61.56,1487,315
3736,3,10.73,1488,314
3737,3,43.94,1488,318
3738,2,67.98,1488,312
3739,5,76.87,1489,312
3740,1,61.09,1489,315
3741,1,17.84,1489,314
3742,5,41.3,1489,319
3743,4,52.85,1490,316
3744,5,19.35,1490,314
3745,2,33.57,1490,318
3746,4,3.09,1490,315
3747,3,17.05,1491,317
3748,3,63.43,1492,311
3749,3,7.29,1492,313
3750,2,71.77,1492,311
3751,3,61.12,1493,312
3752,1,46.07,1494,313
3753,3,30.96,1494,314
3754,5,52.17,1494,311
3755,2,60.55,1495,319
3756,4,4.2,1495,319
3757,2,16.3,1496,316
3758,1,79.36,1496,315
3759,2,16.47,1496,311
3760,3,66.93,1496,314
3761,1,17.01,1497,317
3762,1,13.65,1498,317
3763,4,56.17,1498,313
3764,1,74.87,1498,313
3765,1,4.48,1498,316
3766,2,7.47,1499,316
3767,2,33.92,1499,319
3768,5,4.43,1499,316
3769,4,39.11,1499,316
3770,3,76.51,1500,311
3771,1,64.29,1500,314
3772,4,15.39,1501,312
3773,1,53.1,1502,318
3774,2,16.48,1502,311
3775,3,26.66,1502,315
3776,4,63.8,1502,318
3777,4,67.07,1503,318
3778,2,61.25,1504,315
3779,2,16.33,1504,313
3780,2,18.74,1505,315
3781,1,13.07,1505,311
3782,5,23.18,1505,318
3783,2,54.6,1506,317
3784,4,33.9,1507,318
3785,5,65.83,1507,319
3786,5,44.12,1508,320
3787,4,4.89,1508,320
3788,1,46.85,1508,320
3789,2,64.82,1509,322
3790,3,39.36,1510,321
3791,5,54.61,1510,320
3792,2,38.16,1510,320
3793,1,41.02,1510,321
3794,4,66.03,1511,322
3795,1,78.18,1511,320
3796,1,36.1,1512,320
3797,1,33.49,1512,322
3798,2,63.26,1513,320
3799,3,44.15,1513,322
3800,2,46.78,1514,322
3801,2,7.14,1515,320
3802,1,30.02,1516,321
3803,1,70.53,1516,320
3804,2,63.88,1517,322
3805,4,37.37,1517,322
3806,1,49.75,1517,320
3807,5,42.65,1517,322
3808,1,47.21,1518,320
3809,2,55.47,1519,320
3810,4,59.89,1519,322
3811,4,2.69,1520,322
3812,4,80.0,1521,321
3813,2,5.17,1521,320
3814,5,65.64,1521,322
3815,5,23.63,1521,320
3816,4,8.43,1522,320
3817,5,70.83,1522,321
3818,3,27.72,1523,320
3819,5,77.1,1523,321
3820,2,77.88,1523,320
3821,2,27.27,1524,320
3822,3,34.2,1524,320
3823,4,27.09,1524,322
3824,4,35.69,1525,320
3825,1,9.45,1525,322
3826,2,22.83,1525,322
3827,5,13.87,1526,320
3828,1,13.64,1527,321
3829,2,4.63,1527,321
3830,5,71.2,1527,321
3831,2,63.59,1528,321
3832,2,34.1,1528,320
3833,2,28.87,1528,321
