id,type,enable,body,value,business_id
383,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,96
384,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,96
385,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,97
386,NEW_REWARD,1,Congrats! You just earned a new reward.,0,97
387,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,97
388,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,97
389,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,98
390,NEW_REWARD,1,Congrats! You just earned a new reward.,0,98
391,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,98
392,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,98
393,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,99
394,NEW_REWARD,1,Congrats! You just earned a new reward.,0,99
395,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,99
396,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,99
397,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,100
398,NEW_REWARD,1,Congrats! You just earned a new reward.,0,100
399,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,100
400,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,100
401,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,101
402,NEW_REWARD,1,Congrats! You just earned a new reward.,0,101
403,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,101
404,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,101
405,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,102
406,NEW_REWARD,1,Congrats! You just earned a new reward.,0,102
407,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,102
408,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,102
409,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,103
410,NEW_REWARD,1,Congrats! You just earned a new reward.,0,103
411,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,103
412,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,103
413,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,104
414,NEW_REWARD,1,Congrats! You just earned a new reward.,0,104
415,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,104
416,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,104
417,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,105
418,NEW_REWARD,1,Congrats! You just earned a new reward.,0,105
419,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,105
420,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,105
421,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,106
422,NEW_REWARD,1,Congrats! You just earned a new reward.,0,106
423,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,106
424,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,106
425,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,107
426,NEW_REWARD,1,Congrats! You just earned a new reward.,0,107
427,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,107
428,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,107
429,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,108
430,NEW_REWARD,0,Congrats! You just earned a new reward.,0,108
431,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,108
432,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,108
433,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,109
434,NEW_REWARD,1,Congrats! You just earned a new reward.,0,109
435,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,109
436,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,109
437,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,110
438,NEW_REWARD,1,Congrats! You just earned a new reward.,0,110
439,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,110
440,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,110
441,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,111
442,NEW_REWARD,1,Congrats! You just earned a new reward.,0,111
443,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,111
444,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,111
445,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,112
446,NEW_REWARD,1,Congrats! You just earned a new reward.,0,112
447,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,112
448,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,112
449,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,113
450,NEW_REWARD,1,Congrats! You just earned a new reward.,0,113
451,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,113
452,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,113
453,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,114
454,NEW_REWARD,1,Congrats! You just earned a new reward.,0,114
455,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,114
456,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,114
457,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,115
458,NEW_REWARD,1,Congrats! You just earned a new reward.,0,115
459,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,115
460,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,115
461,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,116
462,NEW_REWARD,1,Congrats! You just earned a new reward.,0,116
463,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,116
464,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,116
465,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,117
466,NEW_REWARD,1,Congrats! You just earned a new reward.,0,117
467,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,117
468,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,117
469,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,118
470,NEW_REWARD,1,Congrats! You just earned a new reward.,0,118
471,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,118
472,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,118
473,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,119
474,NEW_REWARD,1,Congrats! You just earned a new reward.,0,119
475,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,119
476,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,119
477,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,120
478,NEW_REWARD,1,Congrats! You just earned a new reward.,0,120
479,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,120
480,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,120
481,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,121
482,NEW_REWARD,1,Congrats! You just earned a new reward.,0,121
483,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,121
484,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,121
485,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,122
486,NEW_REWARD,1,Congrats! You just earned a new reward.,0,122
487,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,122
488,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,122
489,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,123
490,NEW_REWARD,1,Congrats! You just earned a new reward.,0,123
491,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,123
492,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,123
493,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,124
494,NEW_REWARD,1,Congrats! You just earned a new reward.,0,124
495,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,124
496,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,124
497,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,125
498,NEW_REWARD,1,Congrats! You just earned a new reward.,0,125
499,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,125
500,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,125
501,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,126
502,NEW_REWARD,1,Congrats! You just earned a new reward.,0,126
503,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,126
504,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,126
505,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,127
506,NEW_REWARD,1,Congrats! You just earned a new reward.,0,127
507,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,127
508,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,127
509,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,128
510,NEW_REWARD,1,Congrats! You just earned a new reward.,0,128
511,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,128
512,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,128
513,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,129
514,NEW_REWARD,1,Congrats! You just earned a new reward.,0,129
515,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,129
516,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,129
517,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,130
518,NEW_REWARD,1,Congrats! You just earned a new reward.,0,130
519,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,130
520,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,130
521,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,131
522,NEW_REWARD,0,Congrats! You just earned a new reward.,0,131
523,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,131
524,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,131
525,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,132
526,NEW_REWARD,0,Congrats! You just earned a new reward.,0,132
527,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,132
528,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,132
529,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,133
530,NEW_REWARD,1,Congrats! You just earned a new reward.,0,133
531,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,133
532,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,133
533,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,134
534,NEW_REWARD,1,Congrats! You just earned a new reward.,0,134
535,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,134
536,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,134
537,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,135
538,NEW_REWARD,1,Congrats! You just earned a new reward.,0,135
539,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,135
540,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,135
541,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,136
542,NEW_REWARD,1,Congrats! You just earned a new reward.,0,136
543,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,136
544,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,136
545,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,137
546,NEW_REWARD,1,Congrats! You just earned a new reward.,0,137
547,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,137
548,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,137
549,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,138
550,NEW_REWARD,1,Congrats! You just earned a new reward.,0,138
551,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,138
552,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,138
553,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,139
554,NEW_REWARD,1,Congrats! You just earned a new reward.,0,139
555,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,139
556,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,139
557,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,140
558,NEW_REWARD,1,Congrats! You just earned a new reward.,0,140
559,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,140
560,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,140
561,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,141
562,NEW_REWARD,1,Congrats! You just earned a new reward.,0,141
563,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,141
564,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,141
565,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,142
566,NEW_REWARD,1,Congrats! You just earned a new reward.,0,142
567,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,142
568,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,142
569,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,143
570,NEW_REWARD,1,Congrats! You just earned a new reward.,0,143
571,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,143
572,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,143
573,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,144
574,NEW_REWARD,1,Congrats! You just earned a new reward.,0,144
575,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,144
576,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,144
577,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,145
578,NEW_REWARD,1,Congrats! You just earned a new reward.,0,145
579,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,145
580,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,145
581,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,146
582,NEW_REWARD,1,Congrats! You just earned a new reward.,0,146
583,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,146
584,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,146
585,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,147
586,NEW_REWARD,1,Congrats! You just earned a new reward.,0,147
587,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,147
588,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,147
589,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,148
590,NEW_REWARD,1,Congrats! You just earned a new reward.,0,148
591,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,148
592,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,148
593,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,149
594,NEW_REWARD,1,Congrats! You just earned a new reward.,0,149
595,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,149
596,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,149
597,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,150
598,NEW_REWARD,1,Congrats! You just earned a new reward.,0,150
599,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,150
600,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,150
601,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,151
602,NEW_REWARD,1,Congrats! You just earned a new reward.,0,151
603,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,151
604,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,151
605,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,152
606,NEW_REWARD,1,Congrats! You just earned a new reward.,0,152
607,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,152
608,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,152
609,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,153
610,NEW_REWARD,1,Congrats! You just earned a new reward.,0,153
611,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,153
612,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,153
613,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,154
614,NEW_REWARD,1,Congrats! You just earned a new reward.,0,154
615,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,154
616,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,154
617,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,155
618,NEW_REWARD,1,Congrats! You just earned a new reward.,0,155
619,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,155
620,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,155
621,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,156
622,NEW_REWARD,0,Congrats! You just earned a new reward.,0,156
623,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,156
624,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,156
625,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,157
626,NEW_REWARD,1,Congrats! You just earned a new reward.,0,157
627,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,157
628,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,157
629,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,158
630,NEW_REWARD,1,Congrats! You just earned a new reward.,0,158
631,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,158
632,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,158
633,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,159
634,NEW_REWARD,1,Congrats! You just earned a new reward.,0,159
635,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,159
636,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,159
637,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,160
638,NEW_REWARD,1,Congrats! You just earned a new reward.,0,160
639,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,160
640,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,160
641,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,161
642,NEW_REWARD,1,Congrats! You just earned a new reward.,0,161
643,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,161
644,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,161
645,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,162
646,NEW_REWARD,1,Congrats! You just earned a new reward.,0,162
647,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,162
648,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,162
649,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,163
650,NEW_REWARD,1,Congrats! You just earned a new reward.,0,163
651,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,163
652,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,163
653,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,164
654,NEW_REWARD,0,Congrats! You just earned a new reward.,0,164
655,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,164
656,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,164
657,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,165
658,NEW_REWARD,1,Congrats! You just earned a new reward.,0,165
659,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,165
660,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,165
661,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,166
662,NEW_REWARD,0,Congrats! You just earned a new reward.,0,166
663,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,166
664,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,166
665,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,167
666,NEW_REWARD,1,Congrats! You just earned a new reward.,0,167
667,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,167
668,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,167
669,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,168
670,NEW_REWARD,1,Congrats! You just earned a new reward.,0,168
671,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,168
672,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,168
673,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,169
674,NEW_REWARD,1,Congrats! You just earned a new reward.,0,169
675,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,169
676,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,169
677,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,170
678,NEW_REWARD,1,Congrats! You just earned a new reward.,0,170
679,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,170
680,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,170
681,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,171
682,NEW_REWARD,1,Congrats! You just earned a new reward.,0,171
683,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,171
684,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,171
685,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,172
686,NEW_REWARD,1,Congrats! You just earned a new reward.,0,172
687,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,172
688,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,172
689,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,173
690,NEW_REWARD,1,Congrats! You just earned a new reward.,0,173
691,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,173
692,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,173
693,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,174
694,NEW_REWARD,1,Congrats! You just earned a new reward.,0,174
695,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,174
696,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,174
697,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,175
698,NEW_REWARD,1,Congrats! You just earned a new reward.,0,175
699,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,175
700,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,175
701,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,176
702,NEW_REWARD,1,Congrats! You just earned a new reward.,0,176
703,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,176
704,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,176
705,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,177
706,NEW_REWARD,1,Congrats! You just earned a new reward.,0,177
707,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,177
708,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,177
709,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,178
710,NEW_REWARD,1,Congrats! You just earned a new reward.,0,178
711,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,178
712,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,178
713,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,179
714,NEW_REWARD,1,Congrats! You just earned a new reward.,0,179
715,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,179
716,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,179
717,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,180
718,NEW_REWARD,1,Congrats! You just earned a new reward.,0,180
719,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,180
720,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,180
721,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,181
722,NEW_REWARD,1,Congrats! You just earned a new reward.,0,181
723,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,181
724,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,181
725,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,182
726,NEW_REWARD,0,Congrats! You just earned a new reward.,0,182
727,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,182
728,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,182
729,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,183
730,NEW_REWARD,1,Congrats! You just earned a new reward.,0,183
731,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,183
732,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,183
733,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,184
734,NEW_REWARD,1,Congrats! You just earned a new reward.,0,184
735,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,184
736,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,184
737,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,185
738,NEW_REWARD,1,Congrats! You just earned a new reward.,0,185
739,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,185
740,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,185
741,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,186
742,NEW_REWARD,1,Congrats! You just earned a new reward.,0,186
743,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,186
744,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,186
745,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,187
746,NEW_REWARD,1,Congrats! You just earned a new reward.,0,187
747,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,187
748,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,187
749,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,188
750,NEW_REWARD,1,Congrats! You just earned a new reward.,0,188
751,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,188
752,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,188
753,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,189
754,NEW_REWARD,0,Congrats! You just earned a new reward.,0,189
755,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,189
756,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,189
757,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,190
758,NEW_REWARD,0,Congrats! You just earned a new reward.,0,190
759,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,190
760,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,190
761,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,191
762,NEW_REWARD,1,Congrats! You just earned a new reward.,0,191
763,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,191
764,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,191
765,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,192
