id,type,value,reward_id,business_id,enable,expiresInHours
642,NEW_CLIENT,5,316,91,1,2160
643,BIRTHDAY,1,317,91,1,1440
644,TRANSACTION,3,317,91,1,4320
645,NEW_CLIENT,3,317,91,1,2160
646,NEW_CLIENT,5,318,91,1,1440
647,TRANSACTION,2,318,91,1,720
648,BIRTHDAY,1,318,91,1,720
649,BIRTHDAY,5,319,91,1,1440
650,NEW_CLIENT,5,319,91,1,2160
651,TRANSACTION,1,319,91,1,4320
652,BIRTHDAY,10,320,92,1,720
653,TRANSACTION,10,320,92,1,720
654,NEW_CLIENT,10,320,92,1,2160
655,NEW_CLIENT,5,321,92,1,720
656,BIRTHDAY,5,321,92,1,720
657,TRANSACTION,3,321,92,1,2160
658,TRANSACTION,5,322,92,1,2160
659,NEW_CLIENT,5,322,92,1,2160
660,NEW_CLIENT,10,323,92,1,4320
661,TRANSACTION,3,323,92,1,720
662,BIRTHDAY,2,323,92,1,4320
663,TRANSACTION,2,324,92,1,2160
664,BIRTHDAY,2,325,93,1,2160
665,NEW_CLIENT,5,325,93,1,4320
666,TRANSACTION,1,326,93,1,720
667,NEW_CLIENT,3,326,93,1,1440
668,BIRTHDAY,1,327,93,1,720
669,NEW_CLIENT,3,327,93,1,1440
670,TRANSACTION,3,328,94,1,720
671,TRANSACTION,1,329,94,1,4320
672,BIRTHDAY,3,329,94,1,720
673,TRANSACTION,1,330,94,1,720
674,NEW_CLIENT,10,331,95,1,720
675,BIRTHDAY,5,331,95,1,1440
676,TRANSACTION,2,331,95,1,720
677,BIRTHDAY,2,332,95,1,720
678,NEW_CLIENT,5,332,95,1,2160
679,NEW_CLIENT,10,333,96,1,2160
680,BIRTHDAY,3,333,96,1,1440
681,TRANSACTION,10,333,96,1,720
682,BIRTHDAY,2,334,96,1,4320
683,NEW_CLIENT,10,334,96,1,1440
684,BIRTHDAY,1,335,96,1,720
685,NEW_CLIENT,3,335,96,1,4320
686,TRANSACTION,3,336,96,1,2160
687,NEW_CLIENT,10,336,96,1,720
688,BIRTHDAY,3,336,96,1,1440
689,NEW_CLIENT,2,337,97,1,1440
690,TRANSACTION,1,338,97,1,4320
691,NEW_CLIENT,2,338,97,1,4320
692,BIRTHDAY,10,338,97,1,1440
693,TRANSACTION,10,339,97,1,720
694,BIRTHDAY,3,340,97,1,1440
695,NEW_CLIENT,1,340,97,1,2160
696,TRANSACTION,1,340,97,1,4320
697,TRANSACTION,2,341,98,1,2160
698,NEW_CLIENT,3,342,98,1,1440
699,TRANSACTION,2,342,98,1,720
700,BIRTHDAY,10,342,98,1,2160
701,BIRTHDAY,5,343,99,1,1440
702,TRANSACTION,1,343,99,1,1440
703,NEW_CLIENT,2,343,99,1,1440
704,TRANSACTION,1,344,99,1,2160
705,BIRTHDAY,1,344,99,1,4320
706,NEW_CLIENT,3,344,99,1,2160
707,BIRTHDAY,2,345,99,1,1440
708,NEW_CLIENT,5,345,99,1,720
709,TRANSACTION,3,345,99,1,2160
710,TRANSACTION,2,346,100,1,720
711,NEW_CLIENT,2,347,100,1,4320
712,BIRTHDAY,1,348,100,1,720
713,TRANSACTION,10,348,100,1,4320
714,NEW_CLIENT,5,348,100,1,4320
715,BIRTHDAY,5,349,101,1,1440
716,NEW_CLIENT,5,349,101,1,720
717,TRANSACTION,1,349,101,1,720
718,TRANSACTION,1,350,101,1,2160
719,NEW_CLIENT,2,350,101,1,720
720,BIRTHDAY,10,350,101,1,2160
721,BIRTHDAY,10,351,101,1,720
722,NEW_CLIENT,5,351,101,1,2160
723,TRANSACTION,10,351,101,1,4320
724,TRANSACTION,10,352,102,1,4320
725,NEW_CLIENT,10,352,102,1,1440
726,BIRTHDAY,5,352,102,1,1440
727,TRANSACTION,2,353,102,1,4320
728,BIRTHDAY,10,353,102,1,720
729,TRANSACTION,1,354,102,1,4320
730,TRANSACTION,10,355,102,1,1440
731,BIRTHDAY,1,355,102,1,720
732,TRANSACTION,2,356,102,1,2160
733,BIRTHDAY,10,356,102,1,4320
734,TRANSACTION,3,357,103,1,2160
735,NEW_CLIENT,10,357,103,1,1440
736,BIRTHDAY,5,357,103,1,2160
737,NEW_CLIENT,1,358,103,1,720
738,TRANSACTION,3,358,103,1,720
739,BIRTHDAY,2,358,103,1,4320
740,TRANSACTION,2,359,103,1,2160
741,BIRTHDAY,1,360,103,1,2160
742,NEW_CLIENT,10,360,103,1,720
743,BIRTHDAY,5,361,103,1,1440
744,NEW_CLIENT,1,361,103,1,2160
745,TRANSACTION,10,361,103,1,720
746,NEW_CLIENT,10,362,104,1,720
747,TRANSACTION,5,362,104,1,720
748,BIRTHDAY,5,362,104,1,1440
749,TRANSACTION,1,363,104,1,2160
750,NEW_CLIENT,1,364,104,1,720
751,BIRTHDAY,5,364,104,1,720
752,BIRTHDAY,2,365,104,1,720
753,TRANSACTION,1,366,104,1,720
754,NEW_CLIENT,3,367,105,1,2160
755,BIRTHDAY,3,367,105,1,2160
756,TRANSACTION,5,367,105,1,4320
757,TRANSACTION,2,368,105,1,2160
758,NEW_CLIENT,5,368,105,1,1440
759,BIRTHDAY,3,368,105,1,4320
760,BIRTHDAY,3,369,105,1,1440
761,NEW_CLIENT,1,369,105,1,2160
762,TRANSACTION,5,369,105,1,720
763,TRANSACTION,2,370,105,1,4320
764,BIRTHDAY,10,370,105,1,4320
765,NEW_CLIENT,10,371,105,1,1440
766,NEW_CLIENT,10,372,106,1,1440
767,NEW_CLIENT,2,373,106,1,2160
768,TRANSACTION,1,373,106,1,720
769,NEW_CLIENT,1,374,106,1,2160
770,BIRTHDAY,3,374,106,1,720
771,TRANSACTION,3,374,106,1,4320
772,TRANSACTION,2,375,106,1,2160
773,BIRTHDAY,1,375,106,1,2160
774,NEW_CLIENT,2,376,107,1,4320
775,TRANSACTION,10,376,107,1,4320
776,BIRTHDAY,1,376,107,1,4320
777,NEW_CLIENT,10,377,107,1,720
778,BIRTHDAY,10,377,107,1,1440
779,BIRTHDAY,1,378,107,1,2160
780,NEW_CLIENT,10,378,107,1,2160
781,BIRTHDAY,5,379,107,1,720
782,NEW_CLIENT,10,379,107,1,720
783,TRANSACTION,5,379,107,1,1440
784,NEW_CLIENT,10,380,108,1,1440
785,BIRTHDAY,1,381,108,1,720
786,TRANSACTION,5,382,108,1,4320
787,NEW_CLIENT,5,383,109,1,2160
788,TRANSACTION,10,383,109,1,4320
789,TRANSACTION,10,384,109,1,1440
790,BIRTHDAY,10,385,109,1,720
791,BIRTHDAY,5,386,109,1,1440
792,TRANSACTION,2,386,109,1,720
793,TRANSACTION,2,387,109,1,1440
794,BIRTHDAY,3,388,110,1,2160
795,TRANSACTION,10,388,110,1,2160
796,NEW_CLIENT,1,389,110,1,720
797,BIRTHDAY,3,389,110,1,2160
798,TRANSACTION,1,389,110,1,4320
799,BIRTHDAY,2,390,110,1,2160
800,TRANSACTION,5,391,110,1,4320
801,BIRTHDAY,5,391,110,1,1440
802,TRANSACTION,1,392,110,1,720
803,BIRTHDAY,2,392,110,1,2160
804,TRANSACTION,2,393,111,1,2160
805,NEW_CLIENT,3,393,111,1,4320
806,BIRTHDAY,2,393,111,1,4320
807,NEW_CLIENT,1,394,111,1,1440
808,BIRTHDAY,3,394,111,1,720
809,TRANSACTION,3,394,111,1,2160
810,BIRTHDAY,3,395,112,1,1440
811,TRANSACTION,1,395,112,1,4320
812,NEW_CLIENT,3,395,112,1,1440
813,NEW_CLIENT,5,396,112,1,720
814,BIRTHDAY,5,397,113,1,720
815,NEW_CLIENT,3,398,113,1,720
816,TRANSACTION,10,398,113,1,2160
817,BIRTHDAY,5,398,113,1,720
818,BIRTHDAY,1,399,113,1,4320
819,NEW_CLIENT,5,400,113,1,4320
820,BIRTHDAY,5,400,113,1,720
821,BIRTHDAY,2,401,114,1,720
822,NEW_CLIENT,3,402,114,1,720
823,TRANSACTION,3,402,114,1,2160
824,BIRTHDAY,3,402,114,1,1440
825,NEW_CLIENT,3,403,114,1,1440
826,TRANSACTION,1,403,114,1,720
827,BIRTHDAY,5,403,114,1,4320
828,TRANSACTION,10,404,114,1,2160
829,NEW_CLIENT,10,405,115,1,1440
830,BIRTHDAY,1,405,115,1,2160
831,NEW_CLIENT,2,406,115,1,1440
832,TRANSACTION,1,406,115,1,720
833,BIRTHDAY,1,406,115,1,720
834,TRANSACTION,2,407,116,1,720
835,BIRTHDAY,1,408,116,1,1440
836,TRANSACTION,1,408,116,1,2160
837,TRANSACTION,10,409,117,1,4320
838,BIRTHDAY,1,410,117,1,720
839,NEW_CLIENT,3,411,118,1,2160
840,TRANSACTION,5,412,118,1,1440
841,TRANSACTION,3,413,119,1,1440
842,BIRTHDAY,1,414,119,1,4320
843,NEW_CLIENT,5,414,119,1,720
844,TRANSACTION,5,414,119,1,720
845,TRANSACTION,3,415,120,1,4320
846,BIRTHDAY,10,415,120,1,720
847,NEW_CLIENT,2,415,120,1,2160
848,TRANSACTION,3,416,120,1,720
849,NEW_CLIENT,1,416,120,1,2160
850,BIRTHDAY,5,416,120,1,720
851,TRANSACTION,1,417,120,1,720
852,NEW_CLIENT,3,417,120,1,2160
853,BIRTHDAY,2,417,120,1,720
854,NEW_CLIENT,10,418,120,1,4320
855,BIRTHDAY,3,418,120,1,4320
856,TRANSACTION,3,419,120,1,2160
857,NEW_CLIENT,10,419,120,1,2160
858,TRANSACTION,5,420,121,1,1440
859,BIRTHDAY,2,420,121,1,4320
860,BIRTHDAY,5,421,121,1,720
861,NEW_CLIENT,5,422,122,1,1440
862,BIRTHDAY,2,423,122,1,2160
863,NEW_CLIENT,5,423,122,1,2160
864,TRANSACTION,10,423,122,1,4320
865,TRANSACTION,1,424,123,1,4320
866,NEW_CLIENT,3,424,123,1,2160
867,BIRTHDAY,5,425,123,1,4320
868,NEW_CLIENT,1,425,123,1,2160
869,TRANSACTION,1,425,123,1,2160
870,TRANSACTION,3,426,123,1,4320
871,NEW_CLIENT,5,427,123,1,4320
872,BIRTHDAY,3,427,123,1,720
873,BIRTHDAY,10,428,124,1,1440
874,TRANSACTION,5,428,124,1,4320
875,BIRTHDAY,5,429,124,1,720
876,NEW_CLIENT,3,429,124,1,4320
877,TRANSACTION,3,429,124,1,1440
878,TRANSACTION,5,430,124,1,2160
879,NEW_CLIENT,3,431,124,1,720
880,BIRTHDAY,10,432,124,1,2160
881,NEW_CLIENT,10,432,124,1,4320
882,BIRTHDAY,1,433,125,1,4320
883,BIRTHDAY,1,434,125,1,2160
884,NEW_CLIENT,3,434,125,1,1440
885,BIRTHDAY,3,435,125,1,720
886,NEW_CLIENT,10,435,125,1,720
887,TRANSACTION,2,435,125,1,720
888,TRANSACTION,2,436,125,1,4320
889,NEW_CLIENT,5,436,125,1,1440
890,BIRTHDAY,5,436,125,1,1440
891,BIRTHDAY,1,437,125,1,2160
892,TRANSACTION,1,438,126,1,720
893,NEW_CLIENT,3,438,126,1,4320
894,BIRTHDAY,10,438,126,1,2160
895,NEW_CLIENT,2,439,126,1,720
896,BIRTHDAY,2,439,126,1,720
897,BIRTHDAY,5,440,126,1,1440
898,TRANSACTION,1,441,126,1,1440
899,BIRTHDAY,10,441,126,1,720
900,NEW_CLIENT,3,441,126,1,720
901,NEW_CLIENT,1,442,126,1,1440
902,BIRTHDAY,5,442,126,1,4320
903,BIRTHDAY,2,443,127,1,4320
904,TRANSACTION,1,443,127,1,1440
905,TRANSACTION,2,444,127,1,720
906,NEW_CLIENT,10,444,127,1,1440
907,TRANSACTION,3,445,127,1,720
908,NEW_CLIENT,2,445,127,1,1440
909,TRANSACTION,3,446,127,1,1440
910,BIRTHDAY,10,446,127,1,720
911,NEW_CLIENT,5,446,127,1,4320
912,TRANSACTION,10,447,127,1,4320
913,BIRTHDAY,3,447,127,1,4320
914,NEW_CLIENT,10,447,127,1,720
915,NEW_CLIENT,2,448,128,1,4320
916,BIRTHDAY,1,448,128,1,720
917,NEW_CLIENT,1,449,128,1,4320
918,BIRTHDAY,10,449,128,1,1440
919,TRANSACTION,10,449,128,1,1440
920,TRANSACTION,10,450,128,1,2160
921,NEW_CLIENT,10,450,128,1,1440
922,BIRTHDAY,3,450,128,1,2160
923,NEW_CLIENT,5,451,128,1,4320
924,TRANSACTION,5,451,128,1,720
925,BIRTHDAY,2,451,128,1,1440
926,BIRTHDAY,3,452,129,1,720
927,TRANSACTION,3,452,129,1,4320
928,NEW_CLIENT,10,452,129,1,4320
929,NEW_CLIENT,2,453,129,1,1440
930,TRANSACTION,2,453,129,1,720
931,BIRTHDAY,2,454,129,1,720
932,NEW_CLIENT,5,454,129,1,4320
933,TRANSACTION,5,454,129,1,720
934,NEW_CLIENT,10,455,130,1,720
935,NEW_CLIENT,5,456,130,1,720
936,BIRTHDAY,2,457,131,1,1440
937,TRANSACTION,1,457,131,1,2160
938,NEW_CLIENT,3,457,131,1,4320
939,NEW_CLIENT,2,458,131,1,720
940,BIRTHDAY,3,458,131,1,1440
941,TRANSACTION,5,458,131,1,2160
942,NEW_CLIENT,2,459,131,1,720
943,BIRTHDAY,1,459,131,1,2160
944,TRANSACTION,10,459,131,1,4320
945,NEW_CLIENT,2,460,131,1,720
946,TRANSACTION,2,461,132,1,720
947,NEW_CLIENT,1,461,132,1,1440
948,BIRTHDAY,2,462,132,1,2160
949,NEW_CLIENT,2,462,132,1,720
950,BIRTHDAY,1,463,132,1,1440
951,TRANSACTION,5,464,133,1,4320
952,NEW_CLIENT,10,464,133,1,1440
953,BIRTHDAY,10,464,133,1,4320
954,TRANSACTION,5,465,133,1,4320
955,TRANSACTION,2,466,133,1,4320
956,NEW_CLIENT,1,466,133,1,4320
957,BIRTHDAY,2,467,133,1,2160
958,NEW_CLIENT,1,467,133,1,720
959,TRANSACTION,5,467,133,1,1440
960,TRANSACTION,5,468,134,1,2160
961,NEW_CLIENT,10,468,134,1,4320
962,NEW_CLIENT,2,469,134,1,720
963,TRANSACTION,10,470,134,1,4320
964,NEW_CLIENT,5,470,134,1,720
965,NEW_CLIENT,10,471,135,1,2160
966,BIRTHDAY,5,471,135,1,2160
967,TRANSACTION,5,471,135,1,1440
968,BIRTHDAY,3,472,135,1,4320
969,BIRTHDAY,10,473,135,1,720
970,NEW_CLIENT,3,473,135,1,1440
971,TRANSACTION,5,473,135,1,1440
972,TRANSACTION,2,474,135,1,2160
973,BIRTHDAY,2,474,135,1,4320
974,NEW_CLIENT,5,474,135,1,4320
975,NEW_CLIENT,10,475,136,1,720
976,NEW_CLIENT,3,476,136,1,4320
977,BIRTHDAY,2,476,136,1,720
978,TRANSACTION,2,477,136,1,720
979,TRANSACTION,2,478,136,1,4320
980,NEW_CLIENT,3,478,136,1,4320
981,BIRTHDAY,1,478,136,1,720
982,BIRTHDAY,5,479,136,1,1440
983,NEW_CLIENT,10,479,136,1,720
984,TRANSACTION,2,479,136,1,720
985,BIRTHDAY,5,480,137,1,720
986,TRANSACTION,1,481,137,1,1440
987,NEW_CLIENT,10,482,138,1,2160
988,BIRTHDAY,2,482,138,1,720
989,TRANSACTION,5,482,138,1,1440
990,NEW_CLIENT,10,483,138,1,720
991,BIRTHDAY,2,483,138,1,4320
992,TRANSACTION,3,483,138,1,4320
993,BIRTHDAY,1,484,138,1,4320
994,NEW_CLIENT,10,485,138,1,1440
995,BIRTHDAY,1,485,138,1,4320
996,TRANSACTION,2,485,138,1,2160
997,NEW_CLIENT,10,486,139,1,4320
998,TRANSACTION,10,487,139,1,4320
999,BIRTHDAY,5,487,139,1,720
1000,NEW_CLIENT,10,487,139,1,2160
1001,BIRTHDAY,1,488,139,1,4320
1002,BIRTHDAY,1,489,140,1,2160
1003,TRANSACTION,2,489,140,1,4320
1004,NEW_CLIENT,1,490,140,1,4320
1005,TRANSACTION,5,491,140,1,4320
1006,NEW_CLIENT,1,492,140,1,4320
1007,BIRTHDAY,3,492,140,1,1440
1008,TRANSACTION,3,493,141,1,1440
1009,NEW_CLIENT,10,493,141,1,2160
1010,BIRTHDAY,2,493,141,1,1440
1011,TRANSACTION,10,494,141,1,1440
1012,NEW_CLIENT,1,494,141,1,720
1013,BIRTHDAY,10,495,141,1,720
1014,NEW_CLIENT,2,495,141,1,1440
1015,TRANSACTION,10,495,141,1,4320
1016,NEW_CLIENT,10,496,141,1,720
1017,TRANSACTION,1,496,141,1,1440
1018,BIRTHDAY,2,496,141,1,2160
1019,TRANSACTION,10,497,141,1,720
1020,NEW_CLIENT,2,497,141,1,2160
1021,BIRTHDAY,2,497,141,1,720
1022,NEW_CLIENT,5,498,142,1,2160
1023,TRANSACTION,10,499,142,1,1440
1024,NEW_CLIENT,5,500,142,1,1440
1025,TRANSACTION,3,500,142,1,1440
1026,BIRTHDAY,5,500,142,1,720
1027,BIRTHDAY,3,501,143,1,720
1028,BIRTHDAY,1,502,143,1,720
1029,NEW_CLIENT,3,502,143,1,720
1030,TRANSACTION,5,502,143,1,1440
1031,NEW_CLIENT,10,503,143,1,720
1032,TRANSACTION,10,503,143,1,720
1033,NEW_CLIENT,5,504,143,1,1440
1034,TRANSACTION,10,504,143,1,2160
1035,BIRTHDAY,2,504,143,1,1440
1036,BIRTHDAY,3,505,143,1,4320
1037,NEW_CLIENT,10,505,143,1,1440
1038,TRANSACTION,10,506,144,1,1440
1039,NEW_CLIENT,5,506,144,1,2160
1040,TRANSACTION,3,507,144,1,720
1041,NEW_CLIENT,3,507,144,1,720
1042,BIRTHDAY,3,507,144,1,4320
1043,TRANSACTION,1,508,144,1,4320
1044,BIRTHDAY,10,508,144,1,4320
1045,BIRTHDAY,1,509,144,1,2160
1046,BIRTHDAY,10,510,144,1,1440
1047,NEW_CLIENT,3,511,145,1,2160
1048,TRANSACTION,2,512,145,1,1440
1049,NEW_CLIENT,2,513,145,1,1440
1050,TRANSACTION,5,513,145,1,1440
1051,BIRTHDAY,3,513,145,1,2160
1052,TRANSACTION,1,514,145,1,720
1053,NEW_CLIENT,10,514,145,1,4320
1054,BIRTHDAY,3,514,145,1,2160
1055,BIRTHDAY,3,515,146,1,2160
1056,TRANSACTION,10,515,146,1,4320
1057,NEW_CLIENT,3,515,146,1,4320
1058,NEW_CLIENT,3,516,146,1,1440
1059,NEW_CLIENT,1,517,146,1,2160
1060,TRANSACTION,2,517,146,1,720
1061,BIRTHDAY,5,517,146,1,2160
1062,BIRTHDAY,2,518,146,1,1440
1063,TRANSACTION,10,518,146,1,2160
1064,NEW_CLIENT,10,519,147,1,1440
1065,TRANSACTION,3,519,147,1,1440
1066,BIRTHDAY,5,520,147,1,1440
1067,NEW_CLIENT,1,520,147,1,720
1068,TRANSACTION,3,520,147,1,1440
1069,NEW_CLIENT,10,521,148,1,2160
1070,TRANSACTION,2,522,148,1,4320
1071,BIRTHDAY,2,523,148,1,720
1072,TRANSACTION,3,524,148,1,720
1073,NEW_CLIENT,3,524,148,1,720
1074,BIRTHDAY,1,524,148,1,4320
1075,BIRTHDAY,3,525,148,1,1440
1076,TRANSACTION,3,525,148,1,1440
1077,NEW_CLIENT,5,526,149,1,1440
1078,BIRTHDAY,5,526,149,1,2160
1079,TRANSACTION,5,526,149,1,4320
1080,TRANSACTION,1,527,149,1,1440
1081,NEW_CLIENT,5,527,149,1,4320
1082,BIRTHDAY,2,527,149,1,4320
1083,TRANSACTION,2,528,149,1,4320
1084,BIRTHDAY,10,528,149,1,1440
1085,NEW_CLIENT,10,528,149,1,2160
1086,BIRTHDAY,2,529,150,1,4320
1087,BIRTHDAY,3,530,150,1,720
1088,NEW_CLIENT,3,531,151,1,720
1089,BIRTHDAY,10,532,151,1,720
1090,NEW_CLIENT,10,532,151,1,1440
1091,BIRTHDAY,2,533,151,1,4320
1092,TRANSACTION,2,533,151,1,720
1093,NEW_CLIENT,5,533,151,1,720
1094,NEW_CLIENT,3,534,151,1,1440
1095,TRANSACTION,10,534,151,1,2160
1096,BIRTHDAY,5,534,151,1,4320
1097,BIRTHDAY,3,535,151,1,720
1098,NEW_CLIENT,2,536,152,1,4320
1099,TRANSACTION,2,536,152,1,2160
1100,TRANSACTION,3,537,152,1,720
1101,BIRTHDAY,10,537,152,1,720
1102,BIRTHDAY,2,538,153,1,1440
1103,NEW_CLIENT,2,538,153,1,2160
1104,TRANSACTION,1,539,153,1,720
1105,BIRTHDAY,5,540,154,1,4320
1106,NEW_CLIENT,5,540,154,1,4320
1107,TRANSACTION,3,541,154,1,1440
1108,BIRTHDAY,10,541,154,1,720
1109,NEW_CLIENT,10,541,154,1,2160
1110,BIRTHDAY,2,542,154,1,720
1111,NEW_CLIENT,5,542,154,1,2160
1112,NEW_CLIENT,10,543,154,1,2160
1113,BIRTHDAY,1,543,154,1,4320
1114,TRANSACTION,10,543,154,1,2160
1115,BIRTHDAY,2,544,155,1,720
1116,TRANSACTION,5,544,155,1,4320
1117,NEW_CLIENT,3,545,155,1,720
1118,BIRTHDAY,10,545,155,1,4320
1119,NEW_CLIENT,1,546,155,1,1440
1120,NEW_CLIENT,10,547,155,1,720
1121,TRANSACTION,2,547,155,1,1440
1122,NEW_CLIENT,10,548,156,1,2160
1123,BIRTHDAY,1,549,156,1,4320
1124,NEW_CLIENT,10,549,156,1,2160
1125,TRANSACTION,1,549,156,1,2160
1126,NEW_CLIENT,3,550,156,1,720
1127,BIRTHDAY,10,550,156,1,720
1128,BIRTHDAY,2,551,157,1,4320
1129,TRANSACTION,2,552,157,1,720
1130,BIRTHDAY,3,553,157,1,4320
1131,NEW_CLIENT,5,553,157,1,4320
1132,BIRTHDAY,2,554,158,1,2160
1133,NEW_CLIENT,2,554,158,1,2160
1134,TRANSACTION,10,555,158,1,1440
1135,BIRTHDAY,3,555,158,1,2160
1136,NEW_CLIENT,3,555,158,1,4320
1137,BIRTHDAY,2,556,158,1,1440
1138,NEW_CLIENT,10,556,158,1,1440
1139,NEW_CLIENT,1,557,159,1,4320
1140,BIRTHDAY,1,557,159,1,720
1141,NEW_CLIENT,1,558,159,1,2160
1142,BIRTHDAY,5,559,160,1,720
1143,TRANSACTION,3,560,160,1,4320
1144,NEW_CLIENT,5,560,160,1,2160
1145,BIRTHDAY,10,561,161,1,2160
1146,NEW_CLIENT,5,562,161,1,2160
1147,TRANSACTION,10,562,161,1,1440
1148,BIRTHDAY,3,562,161,1,720
1149,TRANSACTION,2,563,162,1,2160
1150,BIRTHDAY,3,563,162,1,1440
1151,NEW_CLIENT,1,563,162,1,2160
1152,BIRTHDAY,1,564,162,1,2160
1153,NEW_CLIENT,1,565,162,1,1440
1154,TRANSACTION,3,565,162,1,2160
1155,BIRTHDAY,3,565,162,1,2160
1156,TRANSACTION,2,566,163,1,2160
1157,BIRTHDAY,3,567,163,1,4320
1158,BIRTHDAY,1,568,164,1,720
1159,TRANSACTION,2,568,164,1,720
1160,BIRTHDAY,5,569,164,1,720
1161,TRANSACTION,1,569,164,1,1440
1162,NEW_CLIENT,3,569,164,1,2160
1163,TRANSACTION,5,570,164,1,1440
1164,BIRTHDAY,1,570,164,1,2160
1165,TRANSACTION,10,571,164,1,4320
1166,BIRTHDAY,5,571,164,1,2160
1167,NEW_CLIENT,10,571,164,1,720
1168,BIRTHDAY,2,572,165,1,2160
1169,NEW_CLIENT,1,572,165,1,720
1170,TRANSACTION,1,572,165,1,1440
1171,BIRTHDAY,10,573,165,1,1440
1172,NEW_CLIENT,3,573,165,1,2160
1173,TRANSACTION,2,573,165,1,720
1174,NEW_CLIENT,10,574,165,1,720
1175,TRANSACTION,3,574,165,1,1440
1176,NEW_CLIENT,1,575,165,1,720
1177,TRANSACTION,5,576,166,1,1440
1178,BIRTHDAY,1,576,166,1,4320
1179,NEW_CLIENT,3,577,166,1,4320
1180,BIRTHDAY,2,578,167,1,2160
1181,NEW_CLIENT,1,578,167,1,1440
1182,TRANSACTION,5,578,167,1,4320
1183,NEW_CLIENT,3,579,167,1,2160
1184,TRANSACTION,2,579,167,1,4320
1185,NEW_CLIENT,3,580,167,1,2160
1186,BIRTHDAY,1,580,167,1,720
1187,TRANSACTION,5,581,167,1,720
1188,NEW_CLIENT,2,581,167,1,2160
1189,BIRTHDAY,5,581,167,1,720
1190,TRANSACTION,5,582,168,1,720
1191,TRANSACTION,2,583,168,1,1440
1192,TRANSACTION,1,584,169,1,2160
1193,BIRTHDAY,1,584,169,1,720
1194,NEW_CLIENT,5,585,169,1,2160
1195,TRANSACTION,1,585,169,1,4320
1196,NEW_CLIENT,2,586,169,1,2160
1197,TRANSACTION,5,586,169,1,720
1198,BIRTHDAY,10,587,169,1,4320
1199,TRANSACTION,3,588,170,1,4320
1200,TRANSACTION,5,589,170,1,4320
1201,NEW_CLIENT,10,589,170,1,720
1202,BIRTHDAY,3,589,170,1,1440
1203,TRANSACTION,1,590,171,1,4320
1204,NEW_CLIENT,3,591,171,1,2160
1205,TRANSACTION,10,591,171,1,2160
1206,NEW_CLIENT,1,592,171,1,720
1207,BIRTHDAY,1,592,171,1,720
1208,TRANSACTION,2,592,171,1,720
1209,NEW_CLIENT,2,593,172,1,1440
1210,TRANSACTION,5,593,172,1,2160
1211,BIRTHDAY,2,593,172,1,1440
1212,NEW_CLIENT,5,594,172,1,2160
1213,BIRTHDAY,3,594,172,1,2160
1214,BIRTHDAY,2,595,172,1,720
1215,TRANSACTION,5,595,172,1,720
1216,NEW_CLIENT,3,596,172,1,2160
1217,BIRTHDAY,3,596,172,1,1440
1218,TRANSACTION,1,597,173,1,4320
1219,BIRTHDAY,2,598,173,1,2160
1220,BIRTHDAY,3,599,173,1,720
1221,TRANSACTION,10,599,173,1,720
1222,NEW_CLIENT,3,599,173,1,1440
1223,NEW_CLIENT,1,600,173,1,2160
1224,BIRTHDAY,1,600,173,1,720
1225,BIRTHDAY,5,601,174,1,1440
1226,TRANSACTION,2,601,174,1,2160
1227,NEW_CLIENT,2,601,174,1,720
1228,TRANSACTION,2,602,174,1,4320
1229,TRANSACTION,5,603,175,1,4320
1230,BIRTHDAY,2,603,175,1,2160
1231,NEW_CLIENT,10,604,175,1,1440
1232,TRANSACTION,10,605,176,1,2160
1233,BIRTHDAY,10,605,176,1,720
1234,TRANSACTION,1,606,176,1,2160
1235,BIRTHDAY,3,607,176,1,720
1236,TRANSACTION,10,607,176,1,720
1237,NEW_CLIENT,10,607,176,1,720
1238,NEW_CLIENT,10,608,176,1,1440
1239,BIRTHDAY,1,608,176,1,1440
1240,BIRTHDAY,3,609,177,1,2160
1241,NEW_CLIENT,3,609,177,1,2160
1242,TRANSACTION,3,609,177,1,1440
1243,NEW_CLIENT,10,610,177,1,720
1244,NEW_CLIENT,3,611,178,1,2160
1245,NEW_CLIENT,2,612,178,1,1440
1246,BIRTHDAY,10,612,178,1,720
1247,TRANSACTION,2,612,178,1,4320
1248,TRANSACTION,2,613,179,1,2160
1249,NEW_CLIENT,5,613,179,1,4320
1250,BIRTHDAY,1,613,179,1,1440
1251,TRANSACTION,3,614,179,1,720
1252,NEW_CLIENT,1,614,179,1,1440
1253,BIRTHDAY,10,614,179,1,720
1254,BIRTHDAY,3,615,179,1,4320
1255,NEW_CLIENT,2,615,179,1,1440
1256,NEW_CLIENT,5,616,179,1,4320
1257,BIRTHDAY,5,616,179,1,4320
1258,TRANSACTION,1,616,179,1,2160
1259,TRANSACTION,1,617,179,1,720
1260,NEW_CLIENT,1,617,179,1,720
1261,BIRTHDAY,2,617,179,1,1440
1262,TRANSACTION,1,618,180,1,720
1263,NEW_CLIENT,5,618,180,1,1440
1264,BIRTHDAY,10,618,180,1,4320
1265,NEW_CLIENT,3,619,180,1,1440
1266,TRANSACTION,3,619,180,1,1440
1267,TRANSACTION,3,620,180,1,2160
1268,NEW_CLIENT,5,620,180,1,4320
1269,BIRTHDAY,5,620,180,1,2160
1270,BIRTHDAY,2,621,180,1,1440
1271,TRANSACTION,3,621,180,1,720
1272,TRANSACTION,10,622,180,1,2160
