A,B
1021,2124
1022,2124
1020,2125
1022,2125
1019,2126
1019,2127
1021,2127
1019,2129
1020,2129
1022,2129
1019,2130
1020,2130
1021,2130
1023,2133
1024,2135
1024,2139
1025,2139
1026,2141
1026,2142
1027,2142
1026,2144
1026,2145
1027,2146
1028,2148
1029,2148
1030,2151
1031,2151
1032,2151
1031,2152
1032,2152
1030,2153
1030,2154
1030,2155
1031,2155
1033,2155
1034,2158
1035,2158
1037,2164
1037,2165
1038,2166
1040,2173
1041,2174
1044,2174
1046,2174
1043,2175
1045,2175
1046,2175
1041,2176
1042,2176
1046,2176
1041,2177
1043,2177
1045,2177
1046,2178
1042,2179
1043,2179
1046,2179
1041,2180
1042,2180
1046,2180
1044,2181
1046,2181
1042,2182
1043,2182
1046,2182
1041,2183
1042,2183
1045,2183
1041,2184
1043,2184
1044,2184
1045,2184
1046,2184
1047,2185
1047,2186
1048,2186
1048,2187
1048,2188
1049,2191
1049,2192
1049,2193
1051,2194
1052,2194
1051,2195
1050,2196
1050,2197
1051,2197
1050,2198
1052,2198
1050,2199
1053,2202
1054,2203
1054,2204
1054,2205
1055,2205
1056,2207
1056,2208
1056,2210
1058,2211
1057,2212
1057,2213
1058,2213
1058,2214
1059,2219
1061,2222
1061,2223
1062,2223
1060,2224
1061,2224
1062,2224
1063,2224
1060,2225
1061,2225
1062,2225
1063,2225
1060,2226
1061,2226
1063,2226
1065,2232
1069,2234
1068,2235
1066,2236
1068,2238
1066,2239
1067,2239
1069,2239
1070,2240
1072,2240
1071,2241
1072,2241
1070,2242
1072,2242
1070,2243
1070,2244
1071,2244
1072,2244
1073,2245
1074,2248
1075,2255
1076,2257
1076,2259
1077,2260
1078,2261
1078,2263
1078,2264
1079,2265
1080,2265
1079,2266
1081,2267
1079,2268
1080,2268
1081,2268
1082,2268
1080,2269
1086,2270
1089,2270
1083,2271
1084,2271
1085,2271
1087,2271
1089,2271
1083,2272
1088,2272
1087,2273
1089,2273
1086,2274
1087,2274
1088,2274
1084,2275
1086,2275
1083,2276
1085,2276
1087,2276
1088,2276
1089,2276
1084,2277
1085,2277
1086,2277
1087,2277
1088,2277
1089,2277
1083,2278
1085,2278
1083,2279
1084,2279
1086,2279
1083,2280
1085,2280
1087,2280
1089,2280
1090,2281
1091,2281
1091,2283
1090,2284
1091,2284
1092,2284
1093,2285
1094,2291
1094,2293
1095,2293
1095,2294
1095,2295
1094,2296
1098,2297
1100,2297
1101,2297
1096,2298
1097,2298
1098,2298
1100,2298
1097,2299
1100,2299
1096,2300
1098,2300
1099,2300
1100,2300
1102,2300
1096,2301
1098,2301
1100,2301
1102,2301
1096,2302
1097,2302
1098,2302
1100,2302
1102,2302
1096,2303
1098,2303
1099,2303
1100,2303
1102,2303
1103,2305
1104,2311
1105,2312
1106,2312
1105,2313
1106,2313
1105,2314
1105,2315
1105,2316
1106,2316
1105,2317
1107,2318
1108,2320
1109,2321
1111,2321
1112,2321
1110,2322
1111,2323
1112,2323
1112,2324
1109,2325
1111,2325
1111,2326
1112,2326
1113,2328
1113,2329
1114,2329
1113,2330
1114,2330
1114,2331
1115,2333
1117,2333
1116,2334
1117,2335
1115,2336
1117,2336
1115,2337
1116,2337
1117,2338
1119,2339
1119,2341
1118,2342
1121,2348
1121,2349
1121,2350
1122,2353
1122,2355
1123,2356
1123,2358
1124,2358
1123,2359
1124,2359
1125,2363
1126,2363
1125,2365
1127,2368
1127,2369
1128,2369
1129,2370
1130,2370
1129,2372
1129,2373
1130,2374
1131,2375
1132,2375
1132,2377
1131,2378
1132,2378
1131,2379
1133,2382
1134,2383
1135,2383
1138,2383
1134,2384
1135,2384
1136,2384
1137,2384
1138,2384
1135,2385
1136,2385
1138,2385
1136,2386
1137,2386
1138,2386
1134,2387
1135,2387
1136,2387
1137,2387
1134,2388
1138,2388
1137,2389
1138,2389
1136,2390
1135,2391
1138,2391
1139,2393
1139,2394
1139,2395
1140,2395
1141,2396
1143,2396
1144,2396
1144,2397
1141,2398
1144,2398
1141,2401
1144,2401
1143,2402
1144,2402
1146,2403
1147,2403
1148,2403
1146,2404
1150,2404
1146,2405
1150,2405
1146,2406
1148,2406
1149,2406
1150,2406
1149,2407
1145,2408
1145,2409
1147,2409
1151,2411
1152,2411
1153,2413
1153,2414
1153,2415
1153,2416
1153,2417
1155,2419
1156,2419
1155,2420
1156,2420
1157,2420
1154,2421
1157,2422
1155,2423
1156,2423
1158,2425
1158,2426
1158,2430
1159,2432
1162,2432
1159,2433
1160,2433
1161,2433
1159,2434
1160,2434
1161,2434
1162,2434
1159,2435
1160,2435
1161,2435
1162,2435
1160,2436
1161,2436
1162,2436
1163,2438
1164,2438
1163,2439
1164,2439
1163,2440
1165,2445
1166,2448
1167,2452
1168,2452
1167,2453
1168,2454
1168,2455
1169,2457
1170,2457
1169,2458
1170,2458
1169,2459
1170,2460
1169,2461
1170,2461
1171,2461
1171,2462
1170,2463
1172,2464
1173,2464
1174,2464
1172,2465
1173,2465
1172,2466
1173,2466
1175,2466
1172,2467
1173,2467
1175,2467
1175,2468
1172,2469
1172,2470
1175,2470
1175,2471
1172,2472
1173,2472
1174,2472
1177,2473
1179,2473
1176,2474
1179,2474
1177,2475
1178,2475
1176,2477
1177,2477
1177,2478
1178,2478
1180,2479
1181,2480
1181,2483
1180,2484
1181,2484
1180,2486
1181,2487
1181,2488
1180,2489
1180,2490
1181,2490
1183,2491
1184,2491
1183,2492
1185,2492
1182,2493
1183,2493
1184,2493
1182,2494
1182,2495
1183,2495
1185,2495
1182,2496
1184,2496
1185,2496
1183,2497
1187,2500
1186,2501
1186,2502
1187,2503
1188,2504
1188,2505
1189,2507
1188,2508
1189,2508
1188,2509
1191,2511
1191,2512
1192,2514
1192,2515
1193,2517
1196,2517
1193,2518
1194,2518
1194,2519
1196,2519
1194,2520
1196,2520
1193,2521
1194,2521
1196,2521
1193,2522
1194,2522
1193,2523
1194,2523
1194,2525
1195,2525
1193,2526
1194,2526
1195,2526
1193,2527
1194,2527
1195,2527
1194,2528
1195,2528
1198,2529
1199,2529
1200,2529
1198,2530
1199,2530
1200,2531
1197,2532
1197,2533
1198,2533
1199,2533
1200,2533
1201,2534
1201,2537
1202,2538
1203,2538
1202,2539
1204,2541
1204,2543
1205,2548
1206,2551
1207,2551
1206,2552
1206,2553
1207,2554
1207,2555
1206,2557
1207,2557
1208,2558
1211,2562
1212,2562
1213,2562
1214,2562
1215,2562
1216,2562
1211,2563
1214,2563
1215,2563
1211,2564
1214,2564
1209,2565
1210,2565
1213,2565
1215,2565
1209,2566
1213,2566
1216,2566
1211,2567
1212,2567
1216,2567
1215,2568
1216,2568
1209,2569
1211,2569
1215,2569
1209,2570
1215,2570
1212,2571
1215,2571
1216,2571
1212,2572
1215,2572
1216,2572
1210,2573
1213,2573
1214,2573
1215,2573
1216,2573
1217,2574
1220,2579
1218,2580
1219,2581
1220,2581
1221,2581
1221,2583
1220,2584
1221,2584
1221,2585
1219,2586
1221,2586
1219,2587
1222,2588
1222,2590
1223,2590
1222,2592
1223,2593
1222,2594
1224,2596
1225,2596
1224,2597
1225,2597
1224,2599
1225,2599
1224,2601
1225,2601
1224,2603
1225,2603
1224,2604
1226,2606
1227,2606
1226,2607
1228,2613
1229,2617
1229,2618
1230,2619
1230,2620
1230,2621
1232,2626
1231,2627
1232,2627
1232,2628
1231,2629
1231,2630
1232,2630
1233,2631
1235,2631
1234,2632
1233,2633
1234,2633
1234,2634
1233,2635
1233,2636
1234,2636
1235,2636
1236,2637
1236,2639
1237,2643
1238,2643
1239,2644
1240,2648
1240,2649
1240,2650
1240,2652
1243,2654
1241,2655
1242,2656
1243,2656
1244,2656
1241,2657
1241,2658
1241,2659
1242,2659
1244,2659
1247,2660
1249,2660
1245,2661
1247,2661
1248,2661
1249,2661
1251,2661
1250,2662
1246,2663
1248,2663
1249,2663
1251,2663
1246,2664
1250,2664
1247,2665
1249,2665
1250,2665
1246,2666
1247,2666
1248,2666
1249,2666
1250,2666
1251,2666
1252,2666
1247,2667
1248,2667
1251,2667
1247,2668
1249,2668
1253,2671
1253,2673
1255,2674
1254,2675
1254,2676
1255,2676
1254,2677
1254,2678
1255,2678
1256,2679
1257,2679
1256,2680
1257,2680
1256,2681
1257,2681
1257,2682
1259,2683
1259,2684
1258,2685
1259,2686
1259,2687
1260,2690
1261,2693
1265,2693
1266,2693
1261,2694
1263,2694
1265,2694
1265,2695
1266,2695
1267,2695
1263,2696
1265,2696
1261,2697
1262,2697
1263,2697
1265,2697
1267,2697
1261,2698
1262,2698
1265,2698
1270,2699
1272,2699
1269,2700
1270,2700
1269,2701
1269,2702
1270,2702
1268,2703
1270,2703
1271,2703
1270,2704
1273,2705
1273,2706
1274,2706
1273,2707
1274,2707
1275,2712
1276,2714
1276,2715
1276,2717
1277,2719
1278,2719
1278,2721
1279,2722
1277,2724
1278,2724
1277,2725
1279,2725
1280,2727
1282,2727
1280,2728
1282,2728
1281,2729
1282,2730
1283,2731
1284,2731
1283,2732
1284,2732
1285,2736
1286,2739
1287,2739
1287,2740
1287,2741
1289,2743
1291,2743
1288,2744
1289,2744
1291,2744
1290,2746
1291,2746
1288,2747
1290,2747
1292,2748
1292,2749
1292,2750
1293,2751
1294,2751
1295,2751
1296,2751
1295,2752
1293,2753
1296,2754
1294,2755
1297,2759
1297,2760
1298,2762
1298,2763
1298,2764
1299,2768
1301,2769
1299,2770
1302,2774
1303,2774
1306,2779
1305,2781
1305,2782
1306,2782
1307,2783
1308,2783
1308,2784
1307,2786
1307,2787
1308,2788
