id,created_at,send_at,body,business_id,customer_tier_id,customer_segment_id,reward_id,expires_in_hours,type
922,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,81,242,,278,48,CUSTOM
923,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,,,281,72,CUSTOM
924,2026-05-08 18:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,,,,24,CUSTOM
925,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,82,,,,72,CUSTOM
926,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,82,244,,282,168,CUSTOM
927,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,82,244,,,168,CUSTOM
928,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,82,,,,168,CUSTOM
929,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,244,,,48,AUTOMATED
930,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,244,,,24,CUSTOM
931,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,82,,,,48,CUSTOM
932,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,,,281,72,CUSTOM
933,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,82,246,,,168,AUTOMATED
934,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,82,244,,,48,AUTOMATED
935,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,82,,,,72,AUTOMATED
936,2026-05-08 14:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,82,,,281,48,CUSTOM
937,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,82,244,,,168,CUSTOM
938,2026-05-07 20:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,82,,,,168,AUTOMATED
939,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,82,246,,281,72,AUTOMATED
940,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,82,,,,72,CUSTOM
941,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,245,,282,24,CUSTOM
942,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,,,,168,CUSTOM
943,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,82,,,,72,CUSTOM
944,2026-05-07 15:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,82,,,,24,AUTOMATED
945,2026-05-07 16:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,82,,,,24,AUTOMATED
946,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,82,,,,72,CUSTOM
947,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,82,,,,24,CUSTOM
948,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,82,,,282,48,CUSTOM
949,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,82,,,282,168,CUSTOM
950,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,82,,,,48,AUTOMATED
951,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,82,,,,48,CUSTOM
952,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,83,,,,24,AUTOMATED
953,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,83,,,,168,AUTOMATED
954,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,83,247,,,72,AUTOMATED
955,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,83,,,,24,AUTOMATED
956,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,83,,,,24,AUTOMATED
957,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,83,,,284,168,CUSTOM
958,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,83,,,,24,AUTOMATED
959,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,83,248,,,48,CUSTOM
960,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,84,252,,289,168,CUSTOM
961,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,84,250,,,48,AUTOMATED
962,2026-05-08 16:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,84,252,,,168,AUTOMATED
963,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,84,,,,24,CUSTOM
964,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,84,,,,72,CUSTOM
965,2026-05-07 20:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,84,,,,168,CUSTOM
966,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,84,,,,168,CUSTOM
967,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,85,,,293,24,CUSTOM
968,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,85,255,,294,24,AUTOMATED
969,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,85,,,,48,CUSTOM
970,2026-05-08 00:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,85,,,,24,CUSTOM
971,2026-05-07 06:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,85,254,,,24,CUSTOM
972,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,85,253,,,72,CUSTOM
973,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,86,256,,,24,CUSTOM
974,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,86,,,296,48,CUSTOM
975,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,86,,,,24,CUSTOM
976,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,86,257,,,168,AUTOMATED
977,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,86,,,,24,AUTOMATED
978,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,86,,,,72,AUTOMATED
979,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,86,257,,295,72,CUSTOM
980,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,86,,,,48,CUSTOM
981,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,87,261,,,168,AUTOMATED
982,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,87,,,,24,CUSTOM
983,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,87,,,,168,AUTOMATED
984,2026-05-07 20:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,87,261,,303,168,CUSTOM
985,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,87,260,,,72,CUSTOM
986,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,87,,,,24,CUSTOM
987,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,87,261,,,48,AUTOMATED
988,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,87,261,,301,72,CUSTOM
989,2026-05-07 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,87,,,300,48,CUSTOM
990,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,87,,,,168,CUSTOM
991,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,87,,,303,48,CUSTOM
992,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,87,261,,302,48,AUTOMATED
993,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,87,,,,168,CUSTOM
994,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,87,,,301,24,AUTOMATED
995,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,87,,,,48,CUSTOM
996,2026-05-07 14:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,88,,,306,72,CUSTOM
997,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,88,263,,306,48,AUTOMATED
998,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,88,263,,,24,CUSTOM
999,2026-05-08 13:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,88,,,,168,AUTOMATED
1000,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,88,262,,,24,CUSTOM
1001,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,89,,,,72,AUTOMATED
1002,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,89,,,307,48,CUSTOM
1003,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,89,265,,,24,AUTOMATED
1004,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,89,,,,72,CUSTOM
1005,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,89,266,,307,48,AUTOMATED
1006,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,89,,,,48,AUTOMATED
1007,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,89,,,,48,AUTOMATED
1008,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,89,,,,72,AUTOMATED
1009,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,90,269,,,72,AUTOMATED
1010,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,90,270,,,72,CUSTOM
1011,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,90,,,,168,CUSTOM
1012,2026-05-08 16:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,90,,,315,72,CUSTOM
1013,2026-05-08 18:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,90,,,,72,CUSTOM
1014,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,90,,,,168,CUSTOM
1015,2026-05-07 21:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,91,,,,168,AUTOMATED
1016,2026-05-08 16:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,91,,,319,24,CUSTOM
1017,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,91,,,317,24,AUTOMATED
1018,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,91,,,,48,CUSTOM
1019,2026-05-07 21:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,91,,,317,24,CUSTOM
1020,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,91,,,319,168,CUSTOM
1021,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,91,,,318,72,AUTOMATED
1022,2026-05-08 18:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,91,271,,,24,AUTOMATED
1023,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,91,,,,48,CUSTOM
1024,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,91,272,,,72,CUSTOM
1025,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,91,,,,48,CUSTOM
1026,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,91,272,,,48,CUSTOM
1027,2026-05-08 18:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,91,272,,316,168,CUSTOM
1028,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,91,,,,168,CUSTOM
1029,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,92,,,324,48,CUSTOM
1030,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,92,,,,48,CUSTOM
1031,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,92,274,,320,168,CUSTOM
1032,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,92,,,,72,CUSTOM
1033,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,92,,,,48,CUSTOM
1034,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,92,,,,48,AUTOMATED
1035,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,92,274,,,72,CUSTOM
1036,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,92,275,,,168,AUTOMATED
1037,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,92,,,321,24,CUSTOM
1038,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,92,,,322,72,AUTOMATED
1039,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,92,,,,48,AUTOMATED
1040,2026-05-07 18:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,92,,,320,48,CUSTOM
1041,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,92,276,,,72,AUTOMATED
1042,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,93,,,,168,AUTOMATED
1043,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,93,,,,24,AUTOMATED
1044,2026-05-07 06:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,93,,,326,72,AUTOMATED
1045,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,93,279,,,72,AUTOMATED
1046,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,93,278,,325,48,AUTOMATED
1047,2026-05-07 18:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,93,,,326,72,AUTOMATED
1048,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,93,,,326,72,AUTOMATED
1049,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,93,,,325,72,CUSTOM
1050,2026-05-08 13:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,93,279,,326,48,AUTOMATED
1051,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,94,280,,,168,AUTOMATED
1052,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,94,,,329,72,CUSTOM
1053,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,94,,,330,24,CUSTOM
1054,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,94,,,,48,CUSTOM
1055,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,94,,,,168,AUTOMATED
1056,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,94,,,,24,AUTOMATED
1057,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,94,,,,48,CUSTOM
1058,2026-05-08 13:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,94,,,330,24,CUSTOM
1059,2026-05-07 06:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,95,284,,332,24,CUSTOM
1060,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,95,,,,168,CUSTOM
1061,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,95,284,,,72,AUTOMATED
1062,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,95,283,,332,24,AUTOMATED
1063,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,95,,,,168,CUSTOM
1064,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,95,285,,332,48,AUTOMATED
1065,2026-05-07 18:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,95,,,331,72,AUTOMATED
1066,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,95,,,,48,AUTOMATED
1067,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,95,285,,331,24,CUSTOM
1068,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,96,288,,,24,CUSTOM
1069,2026-05-07 05:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,96,,,,48,AUTOMATED
1070,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,96,,,335,168,AUTOMATED
1071,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,96,,,,48,AUTOMATED
1072,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,96,,,,48,CUSTOM
1073,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,97,289,,339,168,AUTOMATED
1074,2026-05-08 11:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,97,,,339,24,CUSTOM
1075,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,97,,,,48,CUSTOM
1076,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,97,290,,340,24,CUSTOM
1077,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,97,,,339,72,AUTOMATED
1078,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,97,,,,72,CUSTOM
1079,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,97,,,340,48,AUTOMATED
1080,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,97,,,,168,CUSTOM
1081,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,97,290,,338,168,AUTOMATED
1082,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,97,289,,338,24,AUTOMATED
1083,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,97,289,,338,72,AUTOMATED
1084,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,97,,,,72,AUTOMATED
1085,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,97,289,,,24,AUTOMATED
1086,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,97,,,339,24,CUSTOM
1087,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,97,,,339,72,CUSTOM
1088,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,97,290,,,168,CUSTOM
1089,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,97,,,,168,CUSTOM
1090,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,97,290,,,24,AUTOMATED
1091,2026-05-08 02:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,97,,,,168,AUTOMATED
1092,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,97,,,338,72,CUSTOM
1093,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,97,,,,168,CUSTOM
1094,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,97,,,340,168,AUTOMATED
1095,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,98,,,,24,AUTOMATED
1096,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,98,,,,48,AUTOMATED
1097,2026-05-07 15:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,98,,,,24,CUSTOM
1098,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,98,,,,72,CUSTOM
1099,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,99,,,,48,AUTOMATED
1100,2026-05-08 02:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,99,,,343,72,AUTOMATED
1101,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,99,,,,24,CUSTOM
1102,2026-05-06 21:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,99,297,,,48,CUSTOM
1103,2026-05-08 00:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,99,295,,,24,CUSTOM
1104,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,99,,,,168,AUTOMATED
1105,2026-05-08 11:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,99,296,,,168,AUTOMATED
1106,2026-05-07 14:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,99,,,,48,CUSTOM
1107,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,99,295,,345,24,CUSTOM
1108,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,99,,,344,72,CUSTOM
1109,2026-05-06 21:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,99,297,,345,168,AUTOMATED
1110,2026-05-07 20:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,99,,,,72,CUSTOM
1111,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,99,295,,344,72,AUTOMATED
1112,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,99,297,,,48,CUSTOM
1113,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,99,,,,48,AUTOMATED
1114,2026-05-08 14:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,100,,,,24,CUSTOM
1115,2026-05-07 14:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,100,,,,48,AUTOMATED
1116,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,100,300,,,168,CUSTOM
1117,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,100,,,,72,AUTOMATED
1118,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,100,300,,348,24,CUSTOM
1119,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,100,,,,24,CUSTOM
1120,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,101,,,,72,CUSTOM
1121,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,101,301,,,24,CUSTOM
1122,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,101,,,349,48,AUTOMATED
1123,2026-05-08 16:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,101,302,,349,168,AUTOMATED
1124,2026-05-07 16:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,101,301,,,48,CUSTOM
1125,2026-05-07 18:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,101,302,,,168,CUSTOM
1126,2026-05-06 21:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,101,301,,,168,AUTOMATED
1127,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,101,,,,168,AUTOMATED
1128,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,101,,,350,72,AUTOMATED
1129,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,101,,,,24,AUTOMATED
1130,2026-05-07 21:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,101,301,,,168,CUSTOM
1131,2026-05-08 14:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,101,,,,168,CUSTOM
1132,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,101,,,,48,AUTOMATED
1133,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,102,305,,,24,AUTOMATED
