customer_id,business_id,business_industry,business_tier,business_loyalty_type,business_country_id,gender,age,country_id,city_id,language,device,has_push_token,is_pass_updated,is_ghost,days_as_customer,days_inactive,recency_bucket,n_deposits,n_withdrawals,total_deposited,avg_deposit_amount,max_deposit_amount,avg_days_between_purchases,n_rewards_earned,n_rewards_redeemed,reward_redemption_rate,n_push_received,n_push_total,push_receive_rate,n_reviews,avg_review_rating,was_referred,n_raffles_entered,churn,_synthetic_profile
9370,87,Pet Shop,GROW,BALANCE,1,MALE,50,1,8,ES,APPLE,1,1,0,444,30,recent,53,12,2149.53,40.56,78.33,6.8,24,8,0.333,4,4,1.0,0,,1,0,0,loyal_active
9371,87,Pet Shop,GROW,BALANCE,1,FEMALE,25,1,5,ES,APPLE,1,0,0,208,66,at_risk,7,0,377.53,53.93,75.05,12.8,1,1,1.0,3,4,0.75,0,,0,0,0,at_risk
9372,87,Pet Shop,GROW,BALANCE,1,MALE,31,1,5,ES,ANDROID,1,0,0,638,244,churned,4,0,132.4,33.1,72.08,85.7,1,1,1.0,0,0,0,1,4.0,0,2,1,hard_churned
9373,87,Pet Shop,GROW,BALANCE,1,FEMALE,25,1,3,ES,APPLE,1,1,0,139,82,at_risk,10,2,532.53,53.25,72.57,3.1,1,0,0.0,2,2,1.0,0,,1,1,0,at_risk
9374,87,Pet Shop,GROW,BALANCE,1,FEMALE,40,1,2,ES,ANDROID,1,1,0,644,104,churned,6,1,293.9,48.98,72.84,78.6,2,2,1.0,0,0,0,0,,0,0,1,soft_churned
9375,87,Pet Shop,GROW,BALANCE,1,MALE,45,1,1,ES,APPLE,1,1,0,288,21,recent,21,2,1058.97,50.43,79.8,11.0,6,2,0.333,6,7,0.857,0,,0,1,0,loyal_active
9376,87,Pet Shop,GROW,BALANCE,1,FEMALE,27,1,12,ES,APPLE,1,0,0,329,28,recent,34,4,1380.88,40.61,73.81,7.9,3,2,0.667,2,2,1.0,0,,0,1,0,loyal_active
9377,87,Pet Shop,GROW,BALANCE,1,MALE,44,1,11,ES,APPLE,1,1,0,303,88,at_risk,4,1,205.23,51.31,79.26,46.7,0,0,0,2,2,1.0,0,,0,2,0,at_risk
9378,87,Pet Shop,GROW,BALANCE,1,FEMALE,55,1,3,ES,APPLE,1,1,0,700,96,churned,10,2,451.94,45.19,68.07,57.4,4,3,0.75,0,0,0,0,,0,2,1,soft_churned
9379,87,Pet Shop,GROW,BALANCE,1,OTHER,34,1,12,ES,BOTH,1,0,0,112,37,moderate,17,3,782.17,46.01,77.93,3.1,6,4,0.667,2,3,0.667,1,4.0,0,1,0,regular_active
9380,87,Pet Shop,GROW,BALANCE,1,FEMALE,55,1,10,ES,APPLE,1,0,0,423,65,at_risk,8,2,405.41,50.68,78.8,27.9,2,2,1.0,5,6,0.833,0,,1,0,0,at_risk
9381,87,Pet Shop,GROW,BALANCE,1,FEMALE,59,1,15,ES,APPLE,1,1,0,712,205,churned,3,0,187.55,62.52,73.27,180.5,0,0,0,1,3,0.333,0,,1,2,1,hard_churned
9382,87,Pet Shop,GROW,BALANCE,1,FEMALE,53,1,1,ES,BOTH,1,1,0,619,45,moderate,15,1,787.16,52.48,79.13,34.9,4,4,1.0,1,1,1.0,1,5.0,0,1,0,regular_active
9383,87,Pet Shop,GROW,BALANCE,1,FEMALE,43,1,15,ES,APPLE,1,1,0,583,76,at_risk,3,0,104.35,34.78,62.48,137.0,0,0,0,0,1,0.0,0,,0,0,0,at_risk
9384,87,Pet Shop,GROW,BALANCE,1,FEMALE,24,1,10,ES,APPLE,1,1,0,595,79,at_risk,6,1,297.8,49.63,66.52,90.6,2,2,1.0,1,1,1.0,0,,0,1,0,at_risk
9385,87,Pet Shop,GROW,BALANCE,1,FEMALE,38,1,12,ES,NONE,0,0,0,622,28,recent,69,18,3039.7,44.05,75.46,8.2,17,12,0.706,3,3,1.0,0,,0,2,0,loyal_active
9386,87,Pet Shop,GROW,BALANCE,1,MALE,39,1,15,ES,BOTH,1,0,0,156,6,recent,20,4,866.7,43.34,77.87,6.9,4,3,0.75,1,2,0.5,0,,0,0,0,loyal_active
9387,87,Pet Shop,GROW,BALANCE,1,FEMALE,59,1,4,ES,APPLE,1,1,0,187,103,churned,3,0,118.25,39.42,76.18,17.0,0,0,0,3,3,1.0,0,,1,2,1,soft_churned
9388,87,Pet Shop,GROW,BALANCE,1,MALE,31,1,5,ES,ANDROID,1,1,0,595,12,recent,40,7,1772.28,44.31,79.59,13.3,1,1,1.0,4,5,0.8,0,,0,0,0,loyal_active
9389,87,Pet Shop,GROW,BALANCE,1,MALE,51,1,12,ES,APPLE,1,1,0,247,118,churned,3,0,74.6,24.87,32.54,31.5,1,1,1.0,1,3,0.333,1,4.0,0,1,1,soft_churned
9390,87,Pet Shop,GROW,BALANCE,1,MALE,33,1,13,ES,APPLE,1,0,0,592,61,at_risk,15,4,663.73,44.25,79.13,32.1,4,2,0.5,3,3,1.0,0,,0,0,0,at_risk
9391,87,Pet Shop,GROW,BALANCE,1,FEMALE,37,1,15,ES,APPLE,1,1,0,562,1,recent,59,3,2534.48,42.96,79.84,8.6,9,6,0.667,4,4,1.0,1,5.0,0,2,0,loyal_active
9392,87,Pet Shop,GROW,BALANCE,1,MALE,55,1,8,ES,ANDROID,1,0,0,730,377,churned,0,0,0,0,0,,0,0,0,2,3,0.667,0,,0,0,1,ghost
9393,87,Pet Shop,GROW,BALANCE,1,OTHER,31,1,5,ES,APPLE,1,1,0,467,50,moderate,19,2,895.52,47.13,74.82,19.4,4,3,0.75,2,2,1.0,0,,0,2,0,regular_active
9394,87,Pet Shop,GROW,BALANCE,1,FEMALE,31,1,1,ES,APPLE,1,1,0,88,9,recent,29,6,1352.01,46.62,77.9,2.1,14,9,0.643,2,3,0.667,0,,0,0,0,loyal_active
9395,87,Pet Shop,GROW,BALANCE,1,MALE,49,1,7,ES,ANDROID,1,0,0,574,305,churned,5,0,283.21,56.64,72.57,57.5,1,1,1.0,2,3,0.667,0,,0,1,1,hard_churned
9396,87,Pet Shop,GROW,BALANCE,1,FEMALE,28,1,13,ES,APPLE,1,1,0,135,52,moderate,14,2,637.99,45.57,72.42,5.3,1,0,0.0,0,0,0,0,,0,1,0,regular_active
9397,87,Pet Shop,GROW,BALANCE,1,MALE,37,1,11,ES,APPLE,1,1,1,730,249,churned,0,0,0,0,0,,0,0,0,1,2,0.5,0,,0,0,1,ghost
9398,87,Pet Shop,GROW,BALANCE,1,FEMALE,48,1,10,ES,APPLE,1,0,0,613,17,recent,23,5,1016.7,44.2,76.65,26.0,11,4,0.364,2,2,1.0,0,,0,0,0,loyal_active
9399,87,Pet Shop,GROW,BALANCE,1,MALE,39,1,5,ES,APPLE,1,1,0,401,79,at_risk,8,2,402.23,50.28,76.69,41.0,3,2,0.667,2,2,1.0,0,,1,0,0,at_risk
9400,87,Pet Shop,GROW,BALANCE,1,MALE,40,1,8,ES,ANDROID,1,0,0,473,204,churned,3,0,132.23,44.08,79.72,5.5,0,0,0,1,3,0.333,0,,0,1,1,hard_churned
9401,87,Pet Shop,GROW,BALANCE,1,FEMALE,44,1,5,ES,NONE,0,0,1,730,661,churned,0,0,0,0,0,,0,0,0,1,2,0.5,0,,1,2,1,ghost
9402,87,Pet Shop,GROW,BALANCE,1,MALE,31,1,7,ES,ANDROID,1,0,1,730,553,churned,1,0,42.74,42.74,42.74,,0,0,0,3,4,0.75,0,,0,1,1,ghost
9403,87,Pet Shop,GROW,BALANCE,1,MALE,21,1,1,ES,APPLE,1,0,0,683,88,at_risk,6,0,347.46,57.91,75.66,99.8,1,0,0.0,4,5,0.8,0,,1,0,0,at_risk
9404,87,Pet Shop,GROW,BALANCE,1,MALE,45,1,7,ES,ANDROID,1,0,0,212,140,churned,7,1,280.32,40.05,69.0,10.3,0,0,0,1,3,0.333,0,,0,0,1,soft_churned
9405,87,Pet Shop,GROW,BALANCE,1,FEMALE,23,1,10,ES,ANDROID,1,0,0,638,99,churned,2,0,99.3,49.65,70.52,10.0,0,0,0,2,3,0.667,0,,1,0,1,soft_churned
9406,87,Pet Shop,GROW,BALANCE,1,MALE,37,1,12,ES,ANDROID,1,1,0,685,60,moderate,7,0,273.18,39.03,65.52,79.2,1,1,1.0,0,1,0.0,0,,0,1,0,regular_active
9407,87,Pet Shop,GROW,BALANCE,1,FEMALE,34,1,15,ES,APPLE,1,1,0,730,178,churned,0,0,0,0,0,,0,0,0,2,5,0.4,0,,0,0,1,ghost
9408,87,Pet Shop,GROW,BALANCE,1,FEMALE,53,1,1,ES,APPLE,1,0,0,370,87,at_risk,7,0,376.7,53.81,74.28,37.8,1,1,1.0,2,2,1.0,1,4.0,0,1,0,at_risk
9409,87,Pet Shop,GROW,BALANCE,1,MALE,39,1,5,ES,APPLE,1,0,0,200,115,churned,2,0,82.75,41.38,63.65,4.0,0,0,0,2,3,0.667,0,,1,0,1,soft_churned
9410,87,Pet Shop,GROW,BALANCE,1,FEMALE,38,1,14,ES,BOTH,1,1,0,183,41,moderate,19,2,921.09,48.48,79.09,7.2,6,2,0.333,1,1,1.0,0,,0,2,0,regular_active
9411,87,Pet Shop,GROW,BALANCE,1,FEMALE,23,1,12,ES,BOTH,1,1,0,455,60,moderate,19,3,722.69,38.04,70.75,18.3,7,5,0.714,2,2,1.0,0,,0,1,0,regular_active
9412,87,Pet Shop,GROW,BALANCE,1,FEMALE,41,1,11,ES,APPLE,1,1,0,556,90,at_risk,5,0,198.24,39.65,70.52,96.2,0,0,0,2,2,1.0,1,3.0,1,0,0,soft_churned
9413,87,Pet Shop,GROW,BALANCE,1,FEMALE,25,1,14,ES,ANDROID,1,0,0,675,87,at_risk,13,2,700.46,53.88,78.16,47.1,4,4,1.0,1,1,1.0,0,,0,2,0,at_risk
9414,87,Pet Shop,GROW,BALANCE,1,FEMALE,55,1,15,ES,APPLE,1,0,0,594,44,moderate,18,3,847.63,47.09,79.42,24.6,2,2,1.0,2,2,1.0,1,5.0,0,2,0,regular_active
9415,87,Pet Shop,GROW,BALANCE,1,FEMALE,52,1,14,ES,APPLE,1,1,1,730,239,churned,2,0,76.97,38.48,52.66,376.0,0,0,0,2,4,0.5,0,,1,1,1,ghost
9416,87,Pet Shop,GROW,BALANCE,1,FEMALE,43,1,14,ES,ANDROID,1,0,0,623,37,moderate,14,1,551.79,39.41,72.11,36.0,5,5,1.0,1,1,1.0,0,,1,2,0,regular_active
9417,87,Pet Shop,GROW,BALANCE,1,FEMALE,58,1,13,ES,APPLE,1,1,0,649,59,moderate,5,1,151.16,30.23,48.01,108.2,1,1,1.0,5,5,1.0,0,,0,0,0,regular_active
9418,87,Pet Shop,GROW,BALANCE,1,MALE,47,1,5,ES,BOTH,1,0,1,730,312,churned,0,0,0,0,0,,0,0,0,2,3,0.667,0,,0,0,1,ghost
9419,87,Pet Shop,GROW,BALANCE,1,FEMALE,49,1,10,ES,APPLE,1,1,0,631,83,at_risk,9,1,440.29,48.92,78.8,45.9,0,0,0,2,2,1.0,0,,0,2,0,at_risk
9420,87,Pet Shop,GROW,BALANCE,1,FEMALE,29,1,15,ES,ANDROID,1,1,0,275,95,churned,3,0,123.54,41.18,49.53,65.0,0,0,0,1,1,1.0,0,,0,0,1,soft_churned
9421,87,Pet Shop,GROW,BALANCE,1,MALE,60,1,8,ES,ANDROID,1,0,0,579,219,churned,2,0,110.01,55.01,75.87,168.0,0,0,0,0,1,0.0,1,2.0,0,0,1,hard_churned
9422,87,Pet Shop,GROW,BALANCE,1,FEMALE,58,1,13,ES,BOTH,1,1,0,513,358,churned,1,0,49.16,49.16,49.16,,0,0,0,3,4,0.75,0,,1,1,1,hard_churned
9423,87,Pet Shop,GROW,BALANCE,1,FEMALE,41,1,5,ES,ANDROID,1,1,0,433,145,churned,8,1,368.51,46.06,75.98,37.0,3,2,0.667,0,4,0.0,0,,0,1,1,soft_churned
9424,87,Pet Shop,GROW,BALANCE,1,MALE,46,1,2,ES,ANDROID,1,1,0,609,23,recent,6,1,257.14,42.86,68.61,112.0,0,0,0,5,5,1.0,1,4.0,1,0,0,regular_active
9425,87,Pet Shop,GROW,BALANCE,1,MALE,45,1,11,ES,ANDROID,1,1,0,497,88,at_risk,10,1,451.0,45.1,78.14,19.6,1,0,0.0,3,4,0.75,0,,0,2,0,at_risk
9426,87,Pet Shop,GROW,BALANCE,1,FEMALE,28,1,6,ES,APPLE,1,0,0,699,131,churned,4,1,160.76,40.19,61.51,146.7,2,1,0.5,6,7,0.857,0,,0,1,1,soft_churned
9427,87,Pet Shop,GROW,BALANCE,1,MALE,56,1,4,ES,ANDROID,1,1,0,80,48,moderate,7,1,288.5,41.21,78.36,2.5,3,2,0.667,0,0,0,0,,0,2,0,regular_active
9428,87,Pet Shop,GROW,BALANCE,1,MALE,37,1,13,ES,APPLE,1,1,0,125,38,moderate,19,4,738.19,38.85,77.26,3.5,6,4,0.667,1,1,1.0,0,,0,1,0,regular_active
9429,87,Pet Shop,GROW,BALANCE,1,MALE,32,1,7,ES,BOTH,1,1,0,344,22,recent,49,10,2179.67,44.48,79.52,6.1,10,4,0.4,2,2,1.0,1,5.0,0,0,0,loyal_active
9430,87,Pet Shop,GROW,BALANCE,1,MALE,47,1,3,ES,NONE,0,0,0,730,541,churned,2,0,98.71,49.35,57.3,21.0,0,0,0,0,1,0.0,0,,0,1,1,ghost
9431,87,Pet Shop,GROW,BALANCE,1,MALE,49,1,11,ES,NONE,0,0,0,664,118,churned,3,0,116.15,38.72,42.14,150.0,0,0,0,1,2,0.5,1,1.0,0,2,1,soft_churned
9432,87,Pet Shop,GROW,BALANCE,1,FEMALE,53,1,1,ES,ANDROID,1,1,0,237,13,recent,38,7,1539.13,40.5,77.05,5.1,1,1,1.0,1,2,0.5,1,5.0,0,1,0,loyal_active
9433,87,Pet Shop,GROW,BALANCE,1,FEMALE,43,1,15,ES,ANDROID,1,1,0,546,225,churned,2,0,126.29,63.14,67.81,207.0,0,0,0,1,2,0.5,1,2.0,1,0,1,hard_churned
9434,87,Pet Shop,GROW,BALANCE,1,MALE,29,1,9,ES,ANDROID,1,1,0,715,132,churned,3,0,126.29,42.1,46.78,178.0,1,0,0.0,1,2,0.5,0,,0,0,1,soft_churned
9435,87,Pet Shop,GROW,BALANCE,1,FEMALE,35,1,3,ES,APPLE,1,0,0,244,25,recent,16,1,659.6,41.23,77.01,11.5,2,0,0.0,4,4,1.0,0,,0,1,0,loyal_active
9436,87,Pet Shop,GROW,BALANCE,1,MALE,30,1,13,ES,APPLE,1,1,0,627,67,at_risk,15,2,684.25,45.62,66.6,33.3,5,5,1.0,1,1,1.0,1,4.0,0,2,0,at_risk
9437,87,Pet Shop,GROW,BALANCE,1,MALE,23,1,5,ES,ANDROID,1,0,0,539,22,recent,12,0,542.37,45.2,78.2,40.4,2,1,0.5,3,3,1.0,0,,0,0,0,regular_active
9438,87,Pet Shop,GROW,BALANCE,1,MALE,22,1,13,ES,ANDROID,1,1,0,144,26,recent,65,9,2680.25,41.23,79.99,1.3,0,0,0,2,2,1.0,0,,0,0,0,loyal_active
9439,87,Pet Shop,GROW,BALANCE,1,MALE,48,1,9,ES,APPLE,1,1,1,730,676,churned,0,0,0,0,0,,0,0,0,1,2,0.5,0,,0,2,1,ghost
9440,87,Pet Shop,GROW,BALANCE,1,FEMALE,27,1,5,ES,APPLE,1,1,0,311,52,moderate,20,5,894.26,44.71,76.95,10.8,2,1,0.5,3,3,1.0,0,,0,2,0,regular_active
9441,87,Pet Shop,GROW,BALANCE,1,FEMALE,24,1,1,ES,BOTH,1,1,0,729,2,recent,46,12,2031.63,44.17,77.44,15.4,9,6,0.667,2,3,0.667,0,,1,0,0,loyal_active
9442,87,Pet Shop,GROW,BALANCE,1,FEMALE,28,1,11,ES,APPLE,1,1,0,400,49,moderate,18,1,898.03,49.89,74.0,19.6,0,0,0,2,3,0.667,0,,0,1,0,regular_active
9443,87,Pet Shop,GROW,BALANCE,1,FEMALE,50,1,15,ES,ANDROID,1,1,0,665,84,at_risk,6,0,252.59,42.1,76.76,52.2,2,1,0.5,3,3,1.0,0,,0,1,0,at_risk
9444,87,Pet Shop,GROW,BALANCE,1,MALE,31,1,14,ES,APPLE,1,1,0,488,83,at_risk,13,2,488.64,37.59,77.74,28.4,4,3,0.75,3,4,0.75,1,5.0,0,0,0,at_risk
9445,87,Pet Shop,GROW,BALANCE,1,FEMALE,35,1,3,ES,ANDROID,1,1,0,402,266,churned,1,0,78.97,78.97,78.97,,0,0,0,4,5,0.8,0,,0,2,1,hard_churned
9446,87,Pet Shop,GROW,BALANCE,1,FEMALE,43,1,5,ES,APPLE,1,1,0,268,34,moderate,8,1,327.06,40.88,65.91,27.4,1,0,0.0,3,3,1.0,0,,0,1,0,regular_active
9447,87,Pet Shop,GROW,BALANCE,1,FEMALE,51,1,14,ES,APPLE,1,1,0,502,64,at_risk,7,1,288.07,41.15,77.92,53.2,2,1,0.5,1,1,1.0,0,,0,1,0,at_risk
9448,87,Pet Shop,GROW,BALANCE,1,FEMALE,46,1,7,ES,APPLE,1,1,0,419,122,churned,5,0,280.31,56.06,71.45,47.8,0,0,0,0,0,0,0,,0,1,1,soft_churned
9449,87,Pet Shop,GROW,BALANCE,1,FEMALE,40,1,12,ES,ANDROID,1,1,0,495,309,churned,1,0,28.88,28.88,28.88,,0,0,0,1,1,1.0,0,,0,1,1,hard_churned
9450,87,Pet Shop,GROW,BALANCE,1,MALE,27,1,15,ES,APPLE,1,1,0,430,32,moderate,14,3,802.71,57.34,79.72,22.5,0,0,0,4,5,0.8,0,,0,1,0,regular_active
9451,87,Pet Shop,GROW,BALANCE,1,MALE,24,1,15,ES,APPLE,1,1,0,179,63,at_risk,10,0,338.53,33.85,54.1,9.1,1,1,1.0,2,2,1.0,0,,0,0,0,at_risk
9452,87,Pet Shop,GROW,BALANCE,1,MALE,26,1,2,ES,APPLE,1,0,0,730,89,at_risk,0,0,0,0,0,,0,0,0,1,1,1.0,0,,0,1,0,ghost
9453,87,Pet Shop,GROW,BALANCE,1,FEMALE,43,1,9,ES,BOTH,1,1,0,91,74,at_risk,14,1,501.88,35.85,79.25,0.6,5,2,0.4,1,1,1.0,0,,0,1,0,at_risk
9454,87,Pet Shop,GROW,BALANCE,1,FEMALE,27,1,3,ES,APPLE,1,0,0,448,330,churned,2,0,63.4,31.7,49.93,73.0,0,0,0,1,2,0.5,1,2.0,0,1,1,hard_churned
9455,87,Pet Shop,GROW,BALANCE,1,MALE,35,1,14,ES,ANDROID,1,0,0,46,8,recent,45,12,2067.2,45.94,79.81,0.4,13,9,0.692,2,2,1.0,0,,0,0,0,loyal_active
9456,87,Pet Shop,GROW,BALANCE,1,FEMALE,22,1,3,ES,APPLE,1,1,0,592,27,recent,58,12,2317.8,39.96,79.81,9.2,15,8,0.533,5,6,0.833,1,5.0,1,2,0,loyal_active
9457,87,Pet Shop,GROW,BALANCE,1,FEMALE,38,1,3,ES,APPLE,1,0,0,409,80,at_risk,12,0,499.11,41.59,79.47,24.0,3,3,1.0,2,3,0.667,1,5.0,0,1,0,at_risk
9458,87,Pet Shop,GROW,BALANCE,1,MALE,46,1,1,ES,BOTH,1,1,0,730,123,churned,1,0,33.4,33.4,33.4,,0,0,0,2,3,0.667,0,,0,2,1,ghost
9459,87,Pet Shop,GROW,BALANCE,1,FEMALE,31,1,4,ES,APPLE,1,1,0,365,23,recent,8,0,357.21,44.65,77.86,43.7,0,0,0,0,1,0.0,0,,0,1,0,regular_active
9460,87,Pet Shop,GROW,BALANCE,1,FEMALE,54,1,15,ES,ANDROID,1,1,0,464,319,churned,4,0,175.65,43.91,74.56,13.7,1,1,1.0,3,3,1.0,0,,0,0,1,hard_churned
9461,87,Pet Shop,GROW,BALANCE,1,FEMALE,22,1,5,ES,BOTH,1,1,0,435,147,churned,10,1,424.98,42.5,74.22,26.8,3,3,1.0,2,3,0.667,0,,0,1,1,soft_churned
9462,87,Pet Shop,GROW,BALANCE,1,FEMALE,48,1,15,ES,APPLE,1,1,0,498,71,at_risk,3,0,179.91,59.97,77.27,113.5,1,0,0.0,1,2,0.5,0,,0,1,0,at_risk
9463,87,Pet Shop,GROW,BALANCE,1,FEMALE,53,1,5,ES,APPLE,1,1,0,523,168,churned,2,0,85.65,42.83,58.73,102.0,0,0,0,1,3,0.333,0,,0,0,1,hard_churned
9464,87,Pet Shop,GROW,BALANCE,1,FEMALE,32,1,12,ES,APPLE,1,0,0,265,59,moderate,14,1,715.42,51.1,67.14,13.9,5,5,1.0,2,2,1.0,1,5.0,0,1,0,regular_active
9465,87,Pet Shop,GROW,BALANCE,1,OTHER,51,1,8,ES,APPLE,1,1,0,614,19,recent,40,11,1679.52,41.99,78.19,14.0,0,0,0,3,3,1.0,0,,0,2,0,loyal_active
9466,87,Pet Shop,GROW,BALANCE,1,OTHER,59,1,11,ES,APPLE,1,1,0,58,23,recent,63,4,2910.47,46.2,79.72,0.2,0,0,0,3,3,1.0,0,,1,2,0,loyal_active
9467,87,Pet Shop,GROW,BALANCE,1,MALE,44,1,10,ES,ANDROID,1,1,0,633,1,recent,31,3,1543.79,49.8,78.19,19.4,13,9,0.692,1,1,1.0,0,,0,0,0,loyal_active
9468,87,Pet Shop,GROW,BALANCE,1,FEMALE,24,1,10,ES,APPLE,1,1,0,312,82,at_risk,15,1,530.42,35.36,79.28,14.4,1,1,1.0,2,3,0.667,0,,0,1,0,at_risk
9469,87,Pet Shop,GROW,BALANCE,1,FEMALE,29,1,4,ES,NONE,0,0,1,730,481,churned,1,0,22.71,22.71,22.71,,0,0,0,1,1,1.0,1,1.0,1,0,1,ghost
9470,87,Pet Shop,GROW,BALANCE,1,MALE,44,1,11,ES,BOTH,1,0,0,453,113,churned,5,0,273.26,54.65,74.63,78.8,1,1,1.0,1,2,0.5,0,,0,1,1,soft_churned
9471,87,Pet Shop,GROW,BALANCE,1,FEMALE,30,1,9,ES,ANDROID,1,0,0,674,17,recent,42,11,1645.02,39.17,78.64,13.9,6,4,0.667,2,2,1.0,0,,0,2,0,loyal_active
9472,87,Pet Shop,GROW,BALANCE,1,OTHER,33,1,14,ES,ANDROID,1,1,0,53,25,recent,17,4,935.26,55.02,79.55,0.9,3,3,1.0,3,4,0.75,0,,0,0,0,loyal_active
9473,87,Pet Shop,GROW,BALANCE,1,FEMALE,33,1,12,ES,BOTH,1,0,0,411,7,recent,30,7,1612.52,53.75,77.72,11.9,10,7,0.7,1,1,1.0,0,,0,0,0,loyal_active
9474,88,Electronics Store,STARTER,STATIC,1,FEMALE,49,1,3,ES,BOTH,1,1,1,730,231,churned,1,0,464.92,464.92,464.92,,0,0,0,1,1,1.0,0,,0,0,1,ghost
9475,88,Electronics Store,STARTER,STATIC,1,FEMALE,42,1,6,ES,ANDROID,1,1,0,483,19,recent,63,8,16372.0,259.87,499.51,6.8,2,2,1.0,1,1,1.0,0,,0,0,0,loyal_active
9476,88,Electronics Store,STARTER,STATIC,1,MALE,33,1,13,ES,APPLE,1,1,0,730,462,churned,1,0,359.33,359.33,359.33,,0,0,0,2,3,0.667,0,,0,0,1,ghost
9477,88,Electronics Store,STARTER,STATIC,1,OTHER,37,1,12,ES,APPLE,1,1,0,622,10,recent,52,10,12227.31,235.14,491.54,11.3,11,7,0.636,1,1,1.0,0,,1,0,0,loyal_active
9478,88,Electronics Store,STARTER,STATIC,1,MALE,56,1,3,ES,ANDROID,1,1,0,138,73,at_risk,12,0,2847.22,237.27,462.24,5.1,2,1,0.5,0,0,0,0,,0,0,0,at_risk
9479,88,Electronics Store,STARTER,STATIC,1,FEMALE,47,1,10,ES,BOTH,1,0,0,479,40,moderate,24,6,5736.6,239.03,497.26,18.0,7,6,0.857,2,2,1.0,1,4.0,0,0,0,regular_active
9480,88,Electronics Store,STARTER,STATIC,1,FEMALE,59,1,7,ES,NONE,0,0,0,633,9,recent,26,3,7711.87,296.61,478.04,23.8,7,3,0.429,0,1,0.0,1,2.0,0,0,0,loyal_active
9481,88,Electronics Store,STARTER,STATIC,1,MALE,24,1,13,ES,ANDROID,1,1,0,37,5,recent,66,6,16148.67,244.68,494.99,0.1,5,3,0.6,1,1,1.0,0,,0,0,0,loyal_active
9482,88,Electronics Store,STARTER,STATIC,1,MALE,30,1,9,ES,ANDROID,1,1,0,431,6,recent,33,4,7652.47,231.89,493.57,11.9,0,0,0,1,1,1.0,0,,0,0,0,loyal_active
9483,88,Electronics Store,STARTER,STATIC,1,MALE,22,1,13,ES,APPLE,1,1,0,394,86,at_risk,10,2,1825.95,182.59,496.34,21.3,5,2,0.4,1,1,1.0,1,4.0,0,0,0,at_risk
9484,88,Electronics Store,STARTER,STATIC,1,OTHER,41,1,2,ES,APPLE,1,0,0,392,12,recent,48,13,13426.54,279.72,494.35,7.3,18,13,0.722,1,1,1.0,0,,0,0,0,loyal_active
9485,88,Electronics Store,STARTER,STATIC,1,MALE,54,1,2,ES,ANDROID,1,1,0,610,134,churned,5,1,1143.09,228.62,402.25,49.2,0,0,0,0,1,0.0,1,2.0,0,0,1,soft_churned
9486,88,Electronics Store,STARTER,STATIC,1,MALE,33,1,11,ES,APPLE,1,1,0,413,25,recent,25,3,7078.74,283.15,471.2,14.7,4,2,0.5,1,1,1.0,0,,0,0,0,regular_active
9487,88,Electronics Store,STARTER,STATIC,1,FEMALE,58,1,13,ES,ANDROID,1,1,0,555,6,recent,57,16,15590.48,273.52,494.72,9.0,20,12,0.6,1,1,1.0,0,,0,0,0,loyal_active
9488,88,Electronics Store,STARTER,STATIC,1,FEMALE,59,1,3,ES,ANDROID,1,0,0,431,88,at_risk,10,1,3074.91,307.49,483.41,28.4,0,0,0,2,2,1.0,0,,0,0,0,at_risk
9489,88,Electronics Store,STARTER,STATIC,1,FEMALE,28,1,7,ES,ANDROID,1,1,0,128,72,at_risk,13,2,3401.12,261.62,491.01,3.7,4,3,0.75,1,1,1.0,1,2.0,0,0,0,at_risk
9490,88,Electronics Store,STARTER,STATIC,1,MALE,50,1,3,ES,APPLE,1,1,1,730,455,churned,2,0,629.67,314.84,317.95,176.0,0,0,0,1,1,1.0,0,,0,0,1,ghost
9491,88,Electronics Store,STARTER,STATIC,1,FEMALE,38,1,7,ES,NONE,0,0,0,415,22,recent,7,0,1706.0,243.71,488.06,40.0,1,1,1.0,1,1,1.0,0,,0,0,0,regular_active
9492,88,Electronics Store,STARTER,STATIC,1,FEMALE,34,1,10,ES,ANDROID,1,0,0,345,96,churned,5,1,1225.73,245.15,499.94,23.8,0,0,0,0,3,0.0,0,,0,0,1,soft_churned
9493,88,Electronics Store,STARTER,STATIC,1,MALE,39,1,3,ES,APPLE,1,1,0,728,21,recent,44,11,13348.62,303.38,498.33,15.2,21,12,0.571,2,2,1.0,0,,0,0,0,loyal_active
9494,88,Electronics Store,STARTER,STATIC,1,FEMALE,23,1,5,ES,APPLE,1,0,0,248,21,recent,34,4,8393.92,246.88,496.05,6.2,9,6,0.667,0,0,0,0,,0,0,0,loyal_active
9495,88,Electronics Store,STARTER,STATIC,1,MALE,39,1,8,ES,APPLE,1,0,0,196,88,at_risk,10,2,2409.82,240.98,456.16,5.8,5,3,0.6,1,2,0.5,0,,0,0,0,at_risk
9496,88,Electronics Store,STARTER,STATIC,1,FEMALE,44,1,4,ES,ANDROID,1,1,0,264,38,moderate,6,1,1586.7,264.45,371.5,26.0,1,1,1.0,1,1,1.0,0,,0,0,0,regular_active
9497,88,Electronics Store,STARTER,STATIC,1,FEMALE,29,1,2,ES,NONE,0,0,0,614,340,churned,6,0,1338.49,223.08,390.17,45.2,0,0,0,1,2,0.5,0,,0,0,1,hard_churned
