id,name,business_id,uid,active,visible
732,Harbor,262,318a5122,1,1
733,Market,262,22ab6397,1,1
734,Central,262,65d35290,1,1
735,Station,262,aa7a29ea,1,1
736,Suburbs,262,3849a471,1,1
737,Main Branch,263,620c02b6,1,1
738,East,263,69bd8c65,1,1
739,Beachfront,263,17cb0101,1,1
740,Main Branch,264,bec6758b,1,1
741,Main Branch,265,8154a8fc,1,1
742,Uptown,265,46274629,1,1
743,Main Branch,266,839e71ab,1,1
744,Uptown,266,2a146f2f,1,1
745,Main Branch,267,0a3737f4,1,1
746,Old Town,267,cb5c0714,1,1
747,South,267,7034737b,1,1
748,City Center,267,f44c4e48,1,1
749,Main Branch,268,1bfeb350,1,1
750,Mall Branch,268,b27d2a2a,1,1
751,Central,268,71533286,1,1
752,Business District,268,2bbf0293,1,1
753,Main Branch,269,67498792,1,1
754,Midtown,269,f02e7b3f,1,1
755,Main Branch,270,4f3a873a,1,1
756,Main Branch,271,f9f83baa,1,1
757,South,271,119918d4,1,1
758,Business District,271,b1727ed5,1,1
759,Main Branch,272,c0c8a3ec,1,1
760,Midtown,272,485ea45e,1,1
761,Harbor,272,e5f6610c,1,1
762,Market,272,05898dc1,1,1
763,Main Branch,273,827aa54b,1,1
764,Main Branch,274,5f8c6dd2,1,1
765,Main Branch,275,36c31b0a,1,1
766,City Center,275,7738a173,1,1
767,Suburbs,275,990d32b9,1,1
768,South,275,576f2c11,1,1
769,Midtown,275,3df2b9cd,1,1
770,Airport,275,9fd319b8,1,1
771,Uptown,275,91d403c0,1,1
772,Main Branch,276,78a68741,1,1
773,Station,276,5c42fe55,1,1
774,Main Branch,277,7ffa285d,1,1
775,Downtown,277,e7f2650e,1,1
776,South,277,61e5aa41,1,1
777,Airport,277,874a32de,1,1
778,Suburbs,277,c2bb0377,1,1
779,Market,277,3f34b583,1,1
780,Midtown,277,57a90502,1,1
781,Main Branch,278,bf0e1c80,1,1
782,Main Branch,279,7e6e888a,1,1
783,Main Branch,280,67b2df7b,1,1
784,Mall Branch,280,ce8eca2d,1,1
785,Main Branch,281,471fc3f2,1,1
786,Old Town,281,14097490,1,1
787,University,281,3755c680,1,1
788,South,281,9e370e38,1,1
789,West,281,754388b6,1,1
790,East,281,e1b7bbf6,1,1
791,Mall Branch,281,401ee90f,1,1
792,Main Branch,282,6f8493b7,1,1
793,Midtown,282,cdd3cecd,1,1
794,Main Branch,283,f9f4cc23,1,1
795,Station,283,1199af45,1,1
796,Main Branch,284,0b92dc97,1,1
797,West,284,d0ee4454,1,1
798,Old Town,284,afef1817,1,1
799,Mall Branch,284,38c0bc74,1,1
800,Main Branch,285,cc1f1b0a,1,1
801,Old Town,285,040d3fd2,1,1
802,Mall Branch,285,d63cb63b,1,1
803,Main Branch,286,16e5b55d,1,1
804,Main Branch,287,79aeaa1b,1,1
805,University,287,5b42fb3a,1,1
806,Central,287,3b1b84f5,1,1
807,Station,287,7d988ab1,1,1
808,Main Branch,288,3b8f74e0,1,1
809,Beachfront,288,27015d49,1,1
810,Airport,288,3fb20eff,1,1
811,Downtown,288,8b39efcb,1,1
812,Main Branch,289,01beff02,1,1
813,Main Branch,290,8a16d790,1,1
814,Main Branch,291,b27980d7,1,1
815,Main Branch,292,ba9fbfa5,1,1
816,Mall Branch,292,64d07c36,1,1
817,Main Branch,293,fa13c064,1,1
818,Central,293,576bdcf1,1,1
819,North,293,82ce042a,1,1
820,Main Branch,294,d67f6130,1,1
821,Midtown,294,a100745d,1,1
822,Main Branch,295,10e221c1,1,1
823,West,295,78cd10c8,1,1
824,Main Branch,296,fc574cec,1,1
825,University,296,887c4f46,1,1
826,Main Branch,297,3030fcb0,1,1
827,Beachfront,297,df1416ef,1,1
828,East,297,893bd2f2,1,1
829,Main Branch,298,6c4bac26,1,1
830,Main Branch,299,27f27195,1,1
831,Station,299,d7d5d34f,1,1
832,Main Branch,300,3d7393d1,1,1
833,Market,300,ec26ab57,1,1
834,East,300,ad702ec8,1,1
835,City Center,300,0fc7c0d1,1,1
836,Airport,300,06bc63d3,1,1
837,West,300,bd4f4419,1,1
838,Beachfront,300,f1cc7f96,1,1
839,Suburbs,300,9f69c048,1,1
840,Main Branch,301,fbdf4d87,1,1
841,Old Town,301,cf3d5210,1,1
842,Business District,301,55d058cc,1,1
843,Main Branch,302,e5c293d1,1,1
844,West,302,ae5b171c,1,1
845,Main Branch,303,68c56d4e,1,1
846,Mall Branch,303,117a47ad,1,1
847,Airport,303,2baee6d8,1,1
848,University,303,138c1c8d,1,1
849,Main Branch,304,312b3360,1,1
850,Midtown,304,0c97e478,1,1
851,Main Branch,305,acabd5ae,1,1
852,Midtown,305,d8b517f4,1,1
853,West,305,3666e07e,1,1
854,Main Branch,306,e33e8563,1,1
855,Main Branch,307,cdb4c006,1,1
856,City Center,307,d3d4a912,1,1
857,Airport,307,9709a8c8,1,1
858,Main Branch,308,c94e37ee,1,1
859,Station,308,5c1fae53,1,1
860,Airport,308,f8411cd5,1,1
861,Uptown,308,032b0897,1,1
862,Suburbs,308,f0d4353e,1,1
863,North,308,c7f893de,1,1
864,Main Branch,309,44adb1b5,1,1
865,Main Branch,310,eb22183c,1,1
866,West,310,168cb82c,1,1
867,University,310,5d707ff4,1,1
868,Station,310,5eb8e7a0,1,1
869,Main Branch,311,dec5107e,1,1
870,Main Branch,312,df6bbe16,1,1
871,Uptown,312,92016568,1,1
872,Station,312,ad61ca00,1,1
873,City Center,312,5f8b84a3,1,1
874,South,312,4bb96ce0,1,1
875,North,312,01ca8da7,1,1
876,University,312,fd7634a7,1,1
877,Main Branch,313,27dc0f65,1,1
878,Main Branch,314,d38a5e58,1,1
879,Harbor,314,2eb18d5d,1,1
880,Main Branch,315,a839a4ee,1,1
881,Market,315,293b3b0e,1,1
882,Main Branch,316,ec52d677,1,1
883,North,316,30a69404,1,1
884,Main Branch,317,4032563b,1,1
885,Main Branch,318,8b181ece,1,1
886,Business District,318,6b7dae89,1,1
887,Uptown,318,90baf5d2,1,1
888,Main Branch,319,16f45d8a,1,1
889,Uptown,319,eae0df08,1,1
890,University,319,286d2ec9,1,1
891,Main Branch,320,c0686e16,1,1
892,Suburbs,320,69813179,1,1
893,Main Branch,321,a563f4c0,1,1
894,Main Branch,322,82e46134,1,1
895,Main Branch,323,4bab2b90,1,1
896,Central,323,c3626a9b,1,1
897,Suburbs,323,af52643e,1,1
898,Business District,323,6173f2b7,1,1
899,Main Branch,324,8769cd6d,1,1
900,Station,324,903ac8c7,1,1
901,Main Branch,325,beae9783,1,1
902,South,325,8a130627,1,1
903,Main Branch,326,08c55aca,1,1
904,Business District,326,76591fb8,1,1
905,Main Branch,327,7bba9f65,1,1
906,West,327,00c86b09,1,1
907,Old Town,327,6f2b6971,1,1
908,East,327,bfcf6abe,1,1
909,Midtown,327,a6d19260,1,1
910,Main Branch,328,2576a5cc,1,1
911,Main Branch,329,516bc530,1,1
912,Main Branch,330,2188df2c,1,1
913,City Center,330,32c10f84,1,1
914,Main Branch,331,839a8551,1,1
915,Midtown,331,810c022b,1,1
916,Main Branch,332,bc9564e0,1,1
917,City Center,332,b8918156,1,1
918,Main Branch,333,35f78d38,1,1
919,Business District,333,06b0c5c6,1,1
920,Main Branch,334,1e2ee49b,1,1
921,Midtown,334,045f55b1,1,1
922,Central,334,c3af8a37,1,1
923,University,334,c6a22673,1,1
924,Main Branch,335,088eb842,1,1
925,West,335,f0d597aa,1,1
926,Main Branch,336,e0678a88,1,1
927,North,336,e887dc00,1,1
928,Airport,336,0e678b7f,1,1
929,Central,336,6d1080fe,1,1
930,Main Branch,337,db047f73,1,1
931,Main Branch,338,c4b8d1f6,1,1
932,Central,338,6e37ae26,1,1
933,North,338,ba0e8bcc,1,1
934,Main Branch,339,d1c481fb,1,1
935,City Center,339,3e6668ff,1,1
936,Main Branch,340,b3d7c4da,1,1
937,Main Branch,341,e28b029b,1,1
938,Midtown,341,b43dcea3,1,1
939,Main Branch,342,cebecdd0,1,1
940,Main Branch,343,1d64f622,1,1
941,North,343,d424b138,1,1
942,Market,343,9a6ea909,1,1
943,Uptown,343,310646ac,1,1
944,Main Branch,344,43a97c20,1,1
945,Suburbs,344,b9bfb369,1,1
946,Market,344,70047f3f,1,1
947,Station,344,b285f985,1,1
948,Beachfront,344,820db76c,1,1
949,North,344,fb1061e8,1,1
950,Business District,344,00a509b2,1,1
951,Main Branch,345,f668d47c,1,1
952,Main Branch,346,b29cfc3e,1,1
953,Main Branch,347,0cee99a5,1,1
954,South,347,3783856f,1,1
955,Main Branch,348,eacd373a,1,1
956,Old Town,348,39e68888,1,1
957,Central,348,4a734424,1,1
958,Main Branch,349,72fc2c46,1,1
959,Main Branch,350,19181e50,1,1
960,Beachfront,350,5891cb8b,1,1
961,Mall Branch,350,1995f2dc,1,1
962,Main Branch,351,7e0341d7,1,1
963,Main Branch,352,f0759ab3,1,1
964,Main Branch,353,8a0ac72b,1,1
965,South,353,f219cd40,1,1
966,City Center,353,f3cca57e,1,1
967,Suburbs,353,66f64558,1,1
968,Main Branch,354,6ac8a36d,1,1
969,Main Branch,355,12c5e3b5,1,1
970,Downtown,355,3278b18d,1,1
971,Harbor,355,e2cefdd7,1,1
972,Main Branch,356,69cc5b9b,1,1
973,Main Branch,357,abedb20a,1,1
974,University,357,2e8c0355,1,1
975,East,357,8c2ddab5,1,1
976,Uptown,357,77c6d8f0,1,1
977,Central,357,bf7dd049,1,1
978,Main Branch,358,75c5c0c2,1,1
979,Main Branch,359,1b57a08a,1,1
980,Main Branch,360,adb22633,1,1
981,Market,360,c8630138,1,1
982,Station,360,e583b866,1,1
983,City Center,360,623f47c0,1,1
984,Main Branch,361,888898c1,1,1
985,Main Branch,362,3e2a76b5,1,1
986,North,362,05955e4e,1,1
987,Market,362,f085aa80,1,1
988,Main Branch,363,69325fac,1,1
989,Beachfront,363,448ff1b2,1,1
990,West,363,6e67ae11,1,1
991,Main Branch,364,86b5e08d,1,1
992,Main Branch,365,53036436,1,1
993,Main Branch,366,c3b50c18,1,1
994,Harbor,366,230939d5,1,1
995,Main Branch,367,52c50a2c,1,1
996,Main Branch,368,07be800b,1,1
997,Main Branch,369,b5b8c114,1,1
998,Uptown,369,79c1b0bf,1,1
999,South,369,d74490a6,1,1
1000,Station,369,ad134d0d,1,1
1001,Old Town,369,16988346,1,1
1002,East,369,ad68af63,1,1
1003,Main Branch,370,59e45cff,1,1
1004,Uptown,370,022c121e,1,1
1005,South,370,7afc49d4,1,1
1006,Main Branch,371,20a606fc,1,1
1007,Main Branch,372,199f2c61,1,1
1008,Mall Branch,372,3af3fb74,1,1
1009,Central,372,564402ec,1,1
1010,Station,372,dd4eed99,1,1
1011,Market,372,0bae1393,1,1
1012,West,372,cc573b58,1,1
1013,Midtown,372,2bbd4456,1,1
1014,Beachfront,372,07037ae7,1,1
1015,Main Branch,373,e64e8a14,1,1
1016,Main Branch,374,b4ae8247,1,1
1017,Main Branch,375,f39b07eb,1,1
1018,Market,375,b412367e,1,1
1019,Main Branch,376,f18f4109,1,1
1020,Old Town,376,5d02e1a2,1,1
1021,West,376,5791453d,1,1
1022,Midtown,376,38a8a474,1,1
1023,Main Branch,377,78189a9a,1,1
1024,Main Branch,378,64cccd2a,1,1
1025,Business District,378,af537d71,1,1
1026,Main Branch,379,df8b64e9,1,1
1027,Market,379,f8f7fd13,1,1
1028,Main Branch,380,c4cab92c,1,1
1029,Uptown,380,fc563d17,1,1
1030,Main Branch,381,47e881ef,1,1
1031,City Center,381,563ed70d,1,1
1032,Station,381,b86324ce,1,1
1033,South,381,d637ecca,1,1
1034,Main Branch,382,1244d4b7,1,1
1035,University,382,9fabe570,1,1
1036,Main Branch,383,efb42bdd,1,1
1037,Main Branch,384,28bd83fd,1,1
1038,Midtown,384,cf2e9340,1,1
1039,Main Branch,385,a6d3ecbc,1,1
1040,Main Branch,386,413f0709,1,1
1041,Main Branch,387,83091ddb,1,1
1042,Harbor,387,168d8a8e,1,1
1043,Market,387,65bf1318,1,1
1044,Airport,387,51351963,1,1
1045,West,387,f314cca7,1,1
1046,Beachfront,387,a4dd7307,1,1
1047,Main Branch,388,9aa6aaba,1,1
1048,Business District,388,621fb335,1,1
1049,Main Branch,389,82ecfe0a,1,1
1050,Main Branch,390,e4d8d23c,1,1
1051,Station,390,2abb35d1,1,1
1052,Midtown,390,13d1cdf0,1,1
1053,Main Branch,391,c9620007,1,1
1054,Main Branch,392,c7217e06,1,1
1055,Old Town,392,474ac688,1,1
1056,Main Branch,393,a91f6b87,1,1
1057,Main Branch,394,0c6254fa,1,1
1058,Old Town,394,2818b4cc,1,1
1059,Main Branch,395,e3fc979b,1,1
1060,Main Branch,396,5f44a49f,1,1
1061,Old Town,396,1bbef5ad,1,1
1062,North,396,ec8de909,1,1
1063,East,396,56ff4894,1,1
1064,Main Branch,397,eb6d896e,1,1
1065,Main Branch,398,d861a869,1,1
1066,Main Branch,399,25249b5a,1,1
1067,Midtown,399,f5509319,1,1
1068,East,399,f4e28984,1,1
1069,Business District,399,cb9e8c6e,1,1
1070,Main Branch,400,f9590720,1,1
1071,University,400,896c4452,1,1
1072,City Center,400,09a5a5f0,1,1
1073,Main Branch,401,df908c0c,1,1
1074,Main Branch,402,6cd9f2d9,1,1
1075,Main Branch,403,1e773204,1,1
1076,Main Branch,404,20a2300e,1,1
1077,Central,404,785f9b9b,1,1
1078,Main Branch,405,7ddc9372,1,1
1079,Main Branch,406,035db93f,1,1
1080,North,406,7b0a6a97,1,1
1081,East,406,b268eb96,1,1
1082,Market,406,b040f93d,1,1
1083,Main Branch,407,ef07146a,1,1
1084,Old Town,407,df1b7690,1,1
1085,University,407,9fdc15c0,1,1
1086,Business District,407,a43d5af4,1,1
1087,Suburbs,407,a900bc3f,1,1
1088,Harbor,407,e0517525,1,1
1089,Market,407,baa0bca5,1,1
1090,Main Branch,408,211a8088,1,1
1091,Harbor,408,2cc5f8a5,1,1
1092,Central,408,635d273a,1,1
1093,Main Branch,409,c9e91769,1,1
1094,Main Branch,410,ea04d0c9,1,1
1095,South,410,3b8b6904,1,1
1096,Main Branch,411,5c161973,1,1
1097,City Center,411,269ff08d,1,1
1098,East,411,3c15a305,1,1
1099,Market,411,f81f653f,1,1
1100,Downtown,411,558d29dd,1,1
1101,North,411,6e731b8d,1,1
1102,Harbor,411,f2776f18,1,1
1103,Main Branch,412,3f49937a,1,1
1104,Main Branch,413,5b4ace91,1,1
1105,Main Branch,414,53b82e56,1,1
1106,Market,414,4e928026,1,1
1107,Main Branch,415,10e94815,1,1
1108,Uptown,415,b190eb35,1,1
1109,Main Branch,416,f2997450,1,1
1110,Old Town,416,e3425a5a,1,1
1111,Uptown,416,2211f5ab,1,1
1112,Station,416,0b95cb25,1,1
1113,Main Branch,417,9b211f80,1,1
1114,South,417,32e0ad11,1,1
1115,Main Branch,418,02e0a9be,1,1
1116,West,418,b3cf9a46,1,1
1117,Downtown,418,40adf9cd,1,1
1118,Main Branch,419,d537ee1d,1,1
1119,East,419,7017ebdb,1,1
1120,Main Branch,420,fdde6caa,1,1
1121,Main Branch,421,12b85492,1,1
1122,Main Branch,422,72f00569,1,1
1123,Main Branch,423,e4a7dd8a,1,1
1124,Market,423,cf2b45d7,1,1
1125,Main Branch,424,8699a1ba,1,1
1126,Airport,424,dfd2d0e1,1,1
1127,Main Branch,425,735c394f,1,1
1128,Suburbs,425,fbc4cff7,1,1
1129,Main Branch,426,55bfcc2c,1,1
1130,South,426,acc56550,1,1
1131,Main Branch,427,49d0615f,1,1
1132,Station,427,f65590e6,1,1
1133,Main Branch,428,e7f9c970,1,1
1134,Main Branch,429,980a351c,1,1
1135,Midtown,429,956e46b6,1,1
1136,Downtown,429,2390ae88,1,1
1137,West,429,f6bdf878,1,1
1138,Airport,429,a32c80ee,1,1
1139,Main Branch,430,bfce2b3b,1,1
1140,Station,430,873ac894,1,1
1141,Main Branch,431,f0499a5a,1,1
1142,Market,431,c966d08a,1,1
1143,Downtown,431,c65c0275,1,1
1144,Business District,431,0abd4283,1,1
1145,Main Branch,432,c8d1ecb9,1,1
1146,Airport,432,bb41b2d0,1,1
1147,Mall Branch,432,1907fe67,1,1
1148,University,432,afe4c7d7,1,1
1149,Market,432,a4316b71,1,1
1150,Downtown,432,cd9656b3,1,1
1151,Main Branch,433,61e77c9a,1,1
1152,Downtown,433,283ecf89,1,1
1153,Main Branch,434,dd15972c,1,1
1154,Main Branch,435,8ec2a07b,1,1
1155,Midtown,435,3ad4a0b6,1,1
1156,Business District,435,50b451a4,1,1
1157,Old Town,435,f7c2fa10,1,1
1158,Main Branch,436,33032f06,1,1
1159,Main Branch,437,c4e68ae8,1,1
1160,Uptown,437,86e8dbb6,1,1
1161,Business District,437,21aeb789,1,1
1162,Beachfront,437,05e01072,1,1
1163,Main Branch,438,e6a279ec,1,1
1164,Airport,438,1ec200a3,1,1
1165,Main Branch,439,b5c518f1,1,1
1166,Main Branch,440,37035660,1,1
1167,Main Branch,441,03142bd0,1,1
1168,Beachfront,441,5a1ab1c4,1,1
1169,Main Branch,442,6695bb97,1,1
1170,Suburbs,442,d69fa5c0,1,1
1171,South,442,d1079084,1,1
1172,Main Branch,443,bb84c0cb,1,1
1173,Midtown,443,229c2496,1,1
1174,Business District,443,b807abfd,1,1
1175,East,443,ebc7fc8a,1,1
1176,Main Branch,444,ca5cc9dd,1,1
1177,University,444,bee06a92,1,1
1178,Market,444,5dee245a,1,1
1179,Station,444,2ce4fe65,1,1
1180,Main Branch,445,be7ad001,1,1
1181,Central,445,7cd27cfa,1,1
1182,Main Branch,446,5b9939bb,1,1
1183,Mall Branch,446,bc1459a1,1,1
1184,Business District,446,6be68dc0,1,1
1185,Uptown,446,6fc194b5,1,1
1186,Main Branch,447,a802c2ef,1,1
1187,Airport,447,6d935685,1,1
1188,Main Branch,448,222e207e,1,1
1189,Beachfront,448,4afa7ee7,1,1
1190,Main Branch,449,187942bf,1,1
1191,Station,449,d770c38f,1,1
1192,Main Branch,450,aec167d6,1,1
1193,Main Branch,451,aea5ceb1,1,1
1194,Uptown,451,c5dd436d,1,1
1195,Station,451,5bb93fa3,1,1
1196,University,451,e0f7e289,1,1
1197,Main Branch,452,e20edfaa,1,1
1198,Central,452,543067fd,1,1
1199,Airport,452,17e3e182,1,1
1200,University,452,3be7769b,1,1
1201,Main Branch,453,f41a516f,1,1
1202,Main Branch,454,37c6aafc,1,1
1203,West,454,4c70266a,1,1
1204,Main Branch,455,6b7b12f8,1,1
1205,Main Branch,456,e8f20716,1,1
1206,Main Branch,457,900ff80c,1,1
1207,Market,457,9a2f5f42,1,1
1208,Main Branch,458,986da3f2,1,1
1209,Main Branch,459,5a19fd5c,1,1
1210,Midtown,459,0369c449,1,1
1211,Business District,459,8fe6e509,1,1
1212,Old Town,459,98864213,1,1
1213,Airport,459,8f2af6bc,1,1
1214,East,459,f3b66ddc,1,1
1215,University,459,ea1f6f07,1,1
1216,Downtown,459,4e701289,1,1
1217,Main Branch,460,129ad2fa,1,1
1218,Main Branch,461,1b9c7780,1,1
1219,City Center,461,5a05330d,1,1
1220,Uptown,461,4cd23173,1,1
1221,Central,461,84903781,1,1
1222,Main Branch,462,ca9477fc,1,1
1223,Business District,462,6111f58b,1,1
1224,Main Branch,463,e30c4f47,1,1
1225,South,463,4ce7f3e5,1,1
1226,Main Branch,464,273ac7db,1,1
1227,Midtown,464,e407d701,1,1
1228,Main Branch,465,043195ab,1,1
1229,Main Branch,466,d0e64550,1,1
1230,Main Branch,467,205215ba,1,1
1231,Main Branch,468,9b95dbfe,1,1
1232,Market,468,f36d4c75,1,1
1233,Main Branch,469,a52fee9f,1,1
1234,Harbor,469,f16ff03c,1,1
1235,Uptown,469,50794a28,1,1
1236,Main Branch,470,64a589e1,1,1
1237,Main Branch,471,f4b493b5,1,1
1238,West,471,a9c3255b,1,1
1239,Main Branch,472,77049b79,1,1
1240,Main Branch,473,a84c6e66,1,1
1241,Main Branch,474,ba1a3463,1,1
1242,Station,474,a01cb277,1,1
1243,East,474,45e915a7,1,1
1244,West,474,23435f03,1,1
1245,Main Branch,475,e8cdb931,1,1
1246,East,475,c89f393a,1,1
1247,Beachfront,475,f6a93d24,1,1
1248,North,475,45cd9c9c,1,1
1249,Central,475,fd4f312f,1,1
1250,West,475,0556713f,1,1
1251,Station,475,90c8df9d,1,1
1252,South,475,9ae170a8,1,1
1253,Main Branch,476,a1c4a24f,1,1
1254,Main Branch,477,577b7245,1,1
1255,Central,477,55cf423f,1,1
1256,Main Branch,478,6e5a56f9,1,1
1257,Station,478,d342a36d,1,1
1258,Main Branch,479,fb2538b6,1,1
1259,East,479,de62a16f,1,1
1260,Main Branch,480,ea302948,1,1
1261,Main Branch,481,3b332065,1,1
1262,University,481,3c22beaf,1,1
1263,Harbor,481,767e2291,1,1
1264,West,481,226f2ed3,1,1
1265,East,481,e36de571,1,1
1266,Suburbs,481,88ab3a0c,1,1
1267,Central,481,40f2196a,1,1
1268,Main Branch,482,60f51903,1,1
1269,Midtown,482,e4d5d7ae,1,1
1270,Downtown,482,d79eee7e,1,1
1271,City Center,482,248ddbce,1,1
1272,Beachfront,482,ec877be0,1,1
1273,Main Branch,483,e5712ea5,1,1
1274,Old Town,483,111a7a3a,1,1
1275,Main Branch,484,80db7b61,1,1
1276,Main Branch,485,e5e57756,1,1
1277,Main Branch,486,e0b6a192,1,1
1278,University,486,6ac8923b,1,1
1279,Station,486,0ee6a1d9,1,1
1280,Main Branch,487,f40f71e4,1,1
1281,Airport,487,87cd7a22,1,1
1282,West,487,cf593d15,1,1
1283,Main Branch,488,64b3821e,1,1
1284,Airport,488,55719748,1,1
1285,Main Branch,489,0c08ba30,1,1
1286,Main Branch,490,c35d5103,1,1
1287,Midtown,490,2739f532,1,1
1288,Main Branch,491,6173352a,1,1
1289,Station,491,984f0e29,1,1
1290,Suburbs,491,fe8e0b7b,1,1
1291,University,491,a7f9268e,1,1
1292,Main Branch,492,61a59410,1,1
1293,Main Branch,493,ee4b9f0d,1,1
1294,West,493,cbcbc862,1,1
1295,Downtown,493,2c524edc,1,1
1296,Beachfront,493,ba43f09f,1,1
1297,Main Branch,494,179c6da5,1,1
1298,Main Branch,495,442f8953,1,1
1299,Main Branch,496,06c4f4e8,1,1
1300,Harbor,496,a42a3be9,1,1
1301,Midtown,496,fdfaa61f,1,1
1302,Main Branch,497,b463c0f4,1,1
1303,Midtown,497,9288990f,1,1
1304,Main Branch,498,2d5414ca,1,1
1305,Main Branch,499,751a091e,1,1
1306,North,499,61305baf,1,1
1307,Main Branch,500,c70906f4,1,1
1308,Beachfront,500,d0549ecb,1,1
