id,uid,name,start_date,end_date,business_id
279,edbf239f,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,459
280,36d732e1,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-14 19:43:51.000,459
281,12262643,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,459
282,b2747b0f,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,461
283,2a58fa0c,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,463
284,2a51597e,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,463
285,bcad998c,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,464
286,909b6331,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,465
287,f1b40f13,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,466
288,822fe283,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-28 19:43:51.000,466
289,e19a2352,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-02 19:43:51.000,466
290,31ad8882,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,467
291,4507660d,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,467
292,7f0f1bfb,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,469
293,bb8ab5df,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-18 19:43:51.000,469
294,cb8dd4b0,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-18 19:43:51.000,472
295,867ff96f,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,474
296,62fa9367,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,474
297,8110e8bb,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-18 19:43:51.000,475
298,18128e16,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,477
299,5ba3f32f,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,478
300,109fa52f,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-01 19:43:51.000,478
301,a5ef6275,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,479
302,1cd09b2b,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-26 19:43:51.000,479
303,91da33e5,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,481
304,b6683184,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,481
305,70fdfa0b,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,484
306,1fd9b689,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,484
307,47718514,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,484
308,f2c35fab,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,485
309,43b61db4,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,486
310,a2013806,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-01 19:43:51.000,492
311,81f36702,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,492
312,2d33cd87,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,496
313,e08afc86,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,497
314,67c6b126,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-18 19:43:51.000,497
315,773ea059,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,498
316,5ddd8d34,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,498
