id,status,customer_id,push_notification_id
48408,RECEIVED,16500,1762
48409,RECEIVED,16520,1763
48410,RECEIVED,16517,1763
48411,RECEIVED,16508,1763
48412,RECEIVED,16522,1763
48413,RECEIVED,16521,1763
48414,SENDING,16510,1763
48415,RECEIVED,16518,1763
48416,RECEIVED,16588,1764
48417,PENDING,16564,1764
48418,PENDING,16539,1764
48419,RECEIVED,16554,1764
48420,RECEIVED,16533,1764
48421,RECEIVED,16536,1764
48422,RECEIVED,16545,1764
48423,RECEIVED,16569,1764
48424,RECEIVED,16560,1764
48425,RECEIVED,16582,1764
48426,SENDING,16584,1764
48427,RECEIVED,16585,1764
48428,RECEIVED,16595,1764
48429,RECEIVED,16579,1764
48430,RECEIVED,16575,1764
48431,PENDING,16553,1764
48432,RECEIVED,16574,1765
48433,RECEIVED,16532,1765
48434,RECEIVED,16583,1765
48435,RECEIVED,16540,1765
48436,SENDING,16579,1765
48437,RECEIVED,16542,1765
48438,RECEIVED,16541,1765
48439,RECEIVED,16591,1765
48440,SENDING,16557,1765
48441,SENDING,16528,1765
48442,PENDING,16577,1765
48443,RECEIVED,16551,1765
48444,RECEIVED,16580,1766
48445,RECEIVED,16534,1766
48446,RECEIVED,16550,1766
48447,PENDING,16558,1766
48448,RECEIVED,16562,1766
48449,SENDING,16564,1766
48450,PENDING,16570,1766
48451,RECEIVED,16551,1766
48452,RECEIVED,16582,1766
48453,RECEIVED,16590,1766
48454,RECEIVED,16539,1766
48455,RECEIVED,16588,1767
48456,RECEIVED,16594,1767
48457,RECEIVED,16547,1767
48458,RECEIVED,16576,1767
48459,RECEIVED,16556,1767
48460,RECEIVED,16580,1767
48461,PENDING,16545,1767
48462,PENDING,16535,1767
48463,RECEIVED,16532,1767
48464,RECEIVED,16568,1767
48465,RECEIVED,16566,1767
48466,RECEIVED,16575,1767
48467,RECEIVED,16582,1767
48468,RECEIVED,16537,1767
48469,RECEIVED,16534,1767
48470,RECEIVED,16593,1767
48471,SENDING,16528,1767
48472,RECEIVED,16548,1767
48473,RECEIVED,16579,1767
48474,PENDING,16558,1767
48475,RECEIVED,16553,1767
48476,RECEIVED,16572,1768
48477,RECEIVED,16576,1768
48478,RECEIVED,16532,1768
48479,SENDING,16564,1768
48480,RECEIVED,16563,1768
48481,RECEIVED,16580,1768
48482,RECEIVED,16561,1768
48483,RECEIVED,16584,1768
48484,SENDING,16526,1769
48485,RECEIVED,16550,1769
48486,PENDING,16592,1769
48487,RECEIVED,16523,1769
48488,RECEIVED,16566,1769
48489,RECEIVED,16553,1769
48490,RECEIVED,16525,1769
48491,RECEIVED,16588,1769
48492,RECEIVED,16579,1769
48493,RECEIVED,16591,1769
48494,RECEIVED,16571,1769
48495,SENDING,16528,1769
48496,RECEIVED,16560,1769
48497,RECEIVED,16540,1769
48498,PENDING,16589,1770
48499,RECEIVED,16593,1770
48500,RECEIVED,16559,1770
48501,RECEIVED,16544,1770
48502,PENDING,16558,1770
48503,RECEIVED,16567,1771
48504,RECEIVED,16591,1771
48505,RECEIVED,16585,1771
48506,PENDING,16552,1771
48507,RECEIVED,16582,1771
48508,RECEIVED,16539,1771
48509,PENDING,16553,1772
48510,SENDING,16581,1772
48511,RECEIVED,16559,1772
48512,SENDING,16527,1772
48513,RECEIVED,16579,1772
48514,SENDING,16545,1772
48515,RECEIVED,16547,1772
48516,SENDING,16575,1772
48517,RECEIVED,16594,1772
48518,RECEIVED,16572,1772
48519,RECEIVED,16576,1772
48520,RECEIVED,16540,1772
48521,RECEIVED,16533,1772
48522,RECEIVED,16549,1772
48523,RECEIVED,16566,1772
48524,RECEIVED,16557,1772
48525,RECEIVED,16543,1772
48526,PENDING,16528,1772
48527,SENDING,16524,1772
48528,RECEIVED,16585,1772
48529,SENDING,16526,1772
48530,RECEIVED,16589,1772
48531,SENDING,16626,1773
48532,SENDING,16614,1773
48533,RECEIVED,16627,1773
48534,RECEIVED,16677,1773
48535,RECEIVED,16682,1773
48536,RECEIVED,16651,1773
48537,PENDING,16635,1773
48538,RECEIVED,16679,1773
48539,PENDING,16670,1773
48540,RECEIVED,16613,1773
48541,RECEIVED,16652,1773
48542,SENDING,16623,1773
48543,SENDING,16676,1773
48544,RECEIVED,16656,1773
48545,RECEIVED,16636,1773
48546,RECEIVED,16687,1773
48547,RECEIVED,16685,1773
48548,RECEIVED,16689,1773
48549,PENDING,16622,1773
48550,RECEIVED,16667,1773
48551,SENDING,16648,1773
48552,RECEIVED,16686,1774
48553,RECEIVED,16647,1774
48554,RECEIVED,16615,1774
48555,RECEIVED,16646,1774
48556,RECEIVED,16654,1774
48557,RECEIVED,16628,1774
48558,RECEIVED,16683,1774
48559,SENDING,16611,1774
48560,RECEIVED,16690,1774
48561,RECEIVED,16632,1774
48562,RECEIVED,16674,1774
48563,RECEIVED,16598,1774
48564,SENDING,16666,1774
48565,RECEIVED,16681,1774
48566,RECEIVED,16638,1774
48567,SENDING,16659,1774
48568,RECEIVED,16637,1774
48569,RECEIVED,16652,1774
48570,RECEIVED,16641,1774
48571,SENDING,16640,1774
48572,RECEIVED,16634,1775
48573,PENDING,16662,1775
48574,SENDING,16644,1775
48575,RECEIVED,16606,1775
48576,RECEIVED,16689,1775
48577,PENDING,16659,1775
48578,RECEIVED,16633,1775
48579,SENDING,16664,1775
48580,RECEIVED,16663,1775
48581,RECEIVED,16617,1775
48582,RECEIVED,16683,1775
48583,RECEIVED,16687,1775
48584,PENDING,16668,1775
48585,RECEIVED,16656,1775
48586,RECEIVED,16599,1775
48587,SENDING,16667,1775
48588,SENDING,16646,1775
48589,RECEIVED,16635,1775
48590,RECEIVED,16643,1775
48591,PENDING,16612,1775
48592,PENDING,16666,1775
48593,RECEIVED,16623,1775
48594,SENDING,16650,1775
48595,PENDING,16681,1775
48596,RECEIVED,16605,1775
48597,RECEIVED,16624,1775
48598,RECEIVED,16669,1775
48599,RECEIVED,16686,1775
48600,RECEIVED,16624,1776
48601,RECEIVED,16655,1776
48602,RECEIVED,16634,1776
48603,RECEIVED,16620,1776
48604,RECEIVED,16647,1776
48605,PENDING,16646,1776
48606,RECEIVED,16598,1776
48607,RECEIVED,16681,1776
48608,RECEIVED,16599,1776
48609,RECEIVED,16626,1776
48610,RECEIVED,16656,1776
48611,RECEIVED,16608,1776
48612,RECEIVED,16639,1776
48613,RECEIVED,16684,1776
48614,RECEIVED,16658,1776
48615,RECEIVED,16619,1776
48616,RECEIVED,16680,1776
48617,PENDING,16649,1776
48618,SENDING,16638,1776
48619,RECEIVED,16625,1776
48620,PENDING,16666,1776
48621,PENDING,16607,1777
48622,RECEIVED,16689,1777
48623,RECEIVED,16613,1777
48624,SENDING,16666,1777
48625,SENDING,16635,1777
48626,PENDING,16677,1777
48627,RECEIVED,16685,1777
48628,RECEIVED,16618,1777
48629,PENDING,16684,1777
48630,RECEIVED,16679,1777
48631,RECEIVED,16624,1777
48632,RECEIVED,16606,1777
48633,RECEIVED,16637,1777
48634,RECEIVED,16638,1778
48635,RECEIVED,16686,1778
48636,SENDING,16614,1778
48637,RECEIVED,16683,1778
48638,RECEIVED,16689,1778
48639,RECEIVED,16610,1778
48640,SENDING,16661,1778
48641,RECEIVED,16632,1778
48642,RECEIVED,16636,1778
48643,SENDING,16617,1778
48644,RECEIVED,16665,1778
48645,PENDING,16657,1778
48646,RECEIVED,16663,1778
48647,PENDING,16644,1778
48648,RECEIVED,16626,1778
48649,RECEIVED,16624,1778
48650,RECEIVED,16654,1778
48651,RECEIVED,16634,1778
48652,SENDING,16630,1778
48653,SENDING,16629,1778
48654,RECEIVED,16641,1778
48655,RECEIVED,16619,1778
48656,RECEIVED,16660,1778
48657,PENDING,16640,1778
48658,PENDING,16598,1778
48659,RECEIVED,16676,1778
48660,RECEIVED,16648,1778
48661,RECEIVED,16668,1778
48662,PENDING,16669,1778
48663,RECEIVED,16698,1779
48664,RECEIVED,16694,1779
48665,RECEIVED,16737,1779
48666,RECEIVED,16714,1779
48667,RECEIVED,16720,1779
48668,RECEIVED,16695,1779
48669,PENDING,16727,1779
48670,PENDING,16721,1779
48671,RECEIVED,16736,1779
48672,SENDING,16715,1779
48673,RECEIVED,16732,1779
48674,PENDING,16703,1779
48675,PENDING,16705,1779
48676,RECEIVED,16709,1780
48677,RECEIVED,16693,1780
48678,RECEIVED,16738,1780
48679,RECEIVED,16691,1780
48680,RECEIVED,16698,1780
48681,PENDING,16710,1780
48682,PENDING,16743,1781
48683,RECEIVED,16711,1781
48684,RECEIVED,16709,1781
48685,RECEIVED,16722,1781
48686,RECEIVED,16702,1781
48687,PENDING,16715,1781
48688,RECEIVED,16719,1781
48689,SENDING,16732,1781
48690,RECEIVED,16692,1781
48691,SENDING,16738,1781
48692,SENDING,16733,1781
48693,RECEIVED,16717,1781
48694,RECEIVED,16706,1781
48695,RECEIVED,16721,1781
48696,RECEIVED,16731,1781
48697,RECEIVED,16712,1781
48698,RECEIVED,16728,1781
48699,RECEIVED,16718,1781
48700,RECEIVED,16708,1782
48701,SENDING,16699,1782
48702,RECEIVED,16742,1782
48703,RECEIVED,16692,1782
48704,SENDING,16713,1782
48705,RECEIVED,16696,1782
48706,RECEIVED,16734,1782
48707,RECEIVED,16711,1783
48708,RECEIVED,16712,1783
48709,SENDING,16709,1783
48710,RECEIVED,16733,1783
48711,RECEIVED,16715,1783
48712,PENDING,16731,1783
48713,RECEIVED,16738,1783
48714,RECEIVED,16700,1783
48715,RECEIVED,16720,1783
48716,RECEIVED,16721,1783
48717,RECEIVED,16729,1783
48718,RECEIVED,16701,1783
48719,PENDING,16742,1783
48720,RECEIVED,16737,1783
48721,RECEIVED,16735,1783
48722,RECEIVED,16695,1783
48723,RECEIVED,16743,1783
48724,RECEIVED,16708,1783
48725,RECEIVED,16725,1784
48726,RECEIVED,16709,1784
48727,RECEIVED,16741,1784
48728,PENDING,16717,1784
48729,SENDING,16708,1784
48730,RECEIVED,16704,1784
48731,RECEIVED,16710,1784
48732,PENDING,16721,1784
48733,SENDING,16705,1784
48734,RECEIVED,16718,1784
48735,RECEIVED,16695,1784
48736,RECEIVED,16739,1784
48737,RECEIVED,16693,1784
48738,RECEIVED,16700,1784
48739,RECEIVED,16735,1785
48740,RECEIVED,16708,1785
48741,RECEIVED,16719,1785
48742,RECEIVED,16698,1785
48743,PENDING,16706,1785
48744,RECEIVED,16734,1785
48745,RECEIVED,16737,1785
48746,PENDING,16718,1785
48747,RECEIVED,16706,1786
48748,RECEIVED,16697,1786
48749,RECEIVED,16711,1786
48750,RECEIVED,16691,1786
48751,RECEIVED,16703,1786
48752,RECEIVED,16709,1786
48753,RECEIVED,16701,1786
48754,RECEIVED,16723,1786
48755,RECEIVED,16713,1786
48756,SENDING,16744,1786
48757,SENDING,16724,1786
48758,SENDING,16738,1786
48759,RECEIVED,16720,1787
48760,RECEIVED,16722,1787
48761,RECEIVED,16729,1787
48762,SENDING,16743,1787
48763,RECEIVED,16717,1787
48764,RECEIVED,16724,1787
48765,RECEIVED,16718,1787
48766,RECEIVED,16740,1788
48767,SENDING,16693,1788
48768,RECEIVED,16691,1788
48769,RECEIVED,16710,1788
48770,RECEIVED,16728,1788
48771,PENDING,16738,1788
48772,RECEIVED,16707,1788
48773,RECEIVED,16713,1788
48774,RECEIVED,16734,1788
48775,SENDING,16727,1788
48776,RECEIVED,16734,1789
48777,RECEIVED,16696,1789
48778,RECEIVED,16714,1789
48779,RECEIVED,16728,1789
48780,RECEIVED,16742,1789
48781,RECEIVED,16693,1789
48782,RECEIVED,16711,1789
48783,RECEIVED,16725,1789
48784,RECEIVED,16720,1789
48785,SENDING,16702,1789
48786,SENDING,16718,1789
48787,RECEIVED,16743,1789
48788,PENDING,16721,1789
48789,RECEIVED,16736,1790
48790,PENDING,16702,1790
48791,PENDING,16719,1790
48792,RECEIVED,16738,1790
48793,RECEIVED,16720,1790
48794,RECEIVED,16694,1790
48795,RECEIVED,16691,1791
48796,RECEIVED,16701,1791
48797,RECEIVED,16741,1791
48798,RECEIVED,16711,1791
48799,RECEIVED,16704,1791
48800,RECEIVED,16720,1791
48801,RECEIVED,16719,1791
48802,RECEIVED,16700,1791
48803,RECEIVED,16696,1791
48804,RECEIVED,16732,1791
48805,RECEIVED,16712,1791
48806,RECEIVED,16693,1791
48807,PENDING,16729,1791
48808,RECEIVED,16727,1791
48809,RECEIVED,16737,1791
48810,RECEIVED,16694,1792
48811,RECEIVED,16706,1792
48812,RECEIVED,16731,1792
48813,SENDING,16730,1792
48814,RECEIVED,16712,1792
48815,RECEIVED,16720,1792
48816,RECEIVED,16699,1792
48817,RECEIVED,16736,1792
48818,RECEIVED,16711,1792
48819,RECEIVED,16734,1792
48820,RECEIVED,16742,1792
48821,RECEIVED,16693,1792
48822,RECEIVED,16718,1792
48823,RECEIVED,16691,1792
48824,SENDING,16714,1792
48825,RECEIVED,16692,1792
48826,RECEIVED,16703,1792
48827,RECEIVED,16742,1793
48828,RECEIVED,16699,1793
48829,RECEIVED,16735,1793
48830,SENDING,16740,1793
48831,RECEIVED,16715,1793
48832,RECEIVED,16741,1793
48833,RECEIVED,16736,1793
48834,RECEIVED,16788,1794
48835,RECEIVED,16750,1794
48836,RECEIVED,16781,1794
48837,RECEIVED,16806,1794
48838,RECEIVED,16835,1794
48839,RECEIVED,16765,1794
48840,RECEIVED,16844,1794
48841,RECEIVED,16779,1794
48842,RECEIVED,16805,1794
48843,RECEIVED,16843,1794
48844,RECEIVED,16791,1794
48845,SENDING,16837,1794
48846,RECEIVED,16848,1794
48847,RECEIVED,16783,1794
48848,RECEIVED,16836,1794
48849,RECEIVED,16771,1794
48850,RECEIVED,16759,1794
48851,RECEIVED,16840,1794
48852,RECEIVED,16850,1794
48853,RECEIVED,16762,1794
48854,RECEIVED,16780,1794
48855,RECEIVED,16815,1794
48856,PENDING,16812,1794
48857,SENDING,16774,1794
48858,RECEIVED,16845,1794
48859,RECEIVED,16831,1794
48860,RECEIVED,16758,1794
48861,RECEIVED,16851,1794
48862,RECEIVED,16757,1794
48863,RECEIVED,16851,1795
48864,RECEIVED,16773,1795
48865,RECEIVED,16778,1795
48866,RECEIVED,16827,1795
48867,RECEIVED,16849,1795
48868,RECEIVED,16818,1795
48869,RECEIVED,16804,1795
48870,RECEIVED,16814,1795
48871,SENDING,16842,1796
48872,SENDING,16851,1796
48873,RECEIVED,16788,1796
48874,RECEIVED,16807,1796
48875,RECEIVED,16754,1796
48876,SENDING,16810,1796
48877,RECEIVED,16800,1796
48878,RECEIVED,16796,1796
48879,RECEIVED,16805,1796
48880,RECEIVED,16772,1796
48881,RECEIVED,16774,1796
48882,PENDING,16843,1796
48883,PENDING,16837,1796
48884,RECEIVED,16804,1796
48885,RECEIVED,16748,1796
48886,RECEIVED,16770,1796
48887,RECEIVED,16808,1796
48888,RECEIVED,16759,1796
48889,RECEIVED,16745,1796
48890,PENDING,16812,1796
48891,RECEIVED,16813,1796
48892,RECEIVED,16752,1796
48893,RECEIVED,16793,1796
48894,RECEIVED,16771,1796
48895,RECEIVED,16806,1796
48896,RECEIVED,16824,1796
48897,PENDING,16757,1796
48898,RECEIVED,16758,1796
48899,RECEIVED,16816,1796
48900,RECEIVED,16781,1796
48901,RECEIVED,16820,1796
48902,RECEIVED,16773,1796
48903,RECEIVED,16769,1797
48904,RECEIVED,16750,1797
48905,RECEIVED,16801,1797
48906,SENDING,16817,1797
48907,RECEIVED,16807,1797
48908,RECEIVED,16754,1797
48909,RECEIVED,16806,1797
48910,PENDING,16831,1797
48911,RECEIVED,16803,1797
48912,RECEIVED,16829,1797
48913,PENDING,16775,1797
48914,RECEIVED,16834,1797
48915,RECEIVED,16826,1797
48916,RECEIVED,16850,1797
48917,SENDING,16810,1797
48918,RECEIVED,16779,1797
48919,RECEIVED,16768,1797
48920,PENDING,16783,1797
48921,RECEIVED,16774,1797
48922,RECEIVED,16824,1797
48923,RECEIVED,16808,1797
48924,RECEIVED,16767,1798
48925,SENDING,16807,1798
48926,RECEIVED,16827,1798
48927,RECEIVED,16782,1798
48928,PENDING,16826,1798
48929,RECEIVED,16812,1798
48930,RECEIVED,16808,1798
48931,SENDING,16777,1798
48932,RECEIVED,16770,1798
48933,PENDING,16834,1798
48934,RECEIVED,16838,1798
48935,RECEIVED,16751,1798
48936,RECEIVED,16831,1798
48937,RECEIVED,16828,1798
48938,RECEIVED,16778,1798
48939,PENDING,16794,1798
48940,SENDING,16787,1798
48941,RECEIVED,16848,1798
48942,SENDING,16763,1798
48943,RECEIVED,16815,1798
48944,PENDING,16823,1798
48945,PENDING,16819,1799
48946,RECEIVED,16834,1799
48947,RECEIVED,16835,1799
48948,SENDING,16782,1799
48949,PENDING,16786,1799
48950,SENDING,16820,1799
48951,RECEIVED,16804,1799
48952,RECEIVED,16773,1799
48953,PENDING,16791,1799
48954,RECEIVED,16851,1799
48955,RECEIVED,16806,1799
48956,PENDING,16852,1799
48957,SENDING,16828,1799
48958,RECEIVED,16761,1799
48959,SENDING,16775,1799
48960,RECEIVED,16840,1799
48961,RECEIVED,16776,1799
48962,RECEIVED,16815,1799
48963,RECEIVED,16769,1799
48964,RECEIVED,16792,1799
48965,RECEIVED,16760,1799
48966,RECEIVED,16817,1800
48967,RECEIVED,16808,1800
48968,RECEIVED,16841,1800
48969,RECEIVED,16832,1800
48970,RECEIVED,16773,1800
48971,RECEIVED,16768,1800
48972,RECEIVED,16752,1800
48973,SENDING,16785,1800
48974,RECEIVED,16815,1800
48975,RECEIVED,16811,1800
48976,RECEIVED,16776,1800
48977,RECEIVED,16846,1800
48978,RECEIVED,16760,1800
48979,RECEIVED,16754,1800
48980,RECEIVED,16777,1800
48981,RECEIVED,16840,1800
48982,PENDING,16778,1800
48983,RECEIVED,16788,1800
48984,RECEIVED,16819,1800
48985,RECEIVED,16839,1800
48986,RECEIVED,16830,1800
48987,RECEIVED,16827,1800
48988,RECEIVED,16847,1800
48989,RECEIVED,16802,1800
48990,RECEIVED,16852,1800
48991,RECEIVED,16824,1801
48992,SENDING,16756,1801
48993,RECEIVED,16764,1801
48994,RECEIVED,16798,1801
48995,RECEIVED,16799,1801
48996,RECEIVED,16781,1801
48997,RECEIVED,16797,1801
48998,RECEIVED,16841,1801
48999,RECEIVED,16818,1801
49000,SENDING,16787,1801
49001,RECEIVED,16832,1801
49002,RECEIVED,16772,1801
49003,RECEIVED,16825,1801
49004,RECEIVED,16843,1801
49005,RECEIVED,16801,1801
49006,RECEIVED,16839,1801
49007,PENDING,16794,1801
49008,RECEIVED,16815,1801
49009,RECEIVED,16793,1801
49010,RECEIVED,16827,1801
49011,PENDING,16786,1801
49012,RECEIVED,16829,1801
49013,RECEIVED,16831,1801
49014,PENDING,16809,1801
49015,SENDING,16790,1801
49016,SENDING,16782,1801
49017,RECEIVED,16806,1801
49018,PENDING,16783,1801
49019,RECEIVED,16819,1801
49020,RECEIVED,16828,1801
49021,RECEIVED,16769,1801
49022,RECEIVED,16838,1801
49023,RECEIVED,16847,1801
49024,RECEIVED,16747,1801
49025,RECEIVED,16752,1801
49026,RECEIVED,16750,1802
49027,RECEIVED,16780,1802
49028,RECEIVED,16794,1802
49029,RECEIVED,16804,1802
49030,RECEIVED,16745,1802
49031,PENDING,16821,1802
49032,RECEIVED,16841,1802
49033,SENDING,16850,1802
49034,RECEIVED,16783,1802
49035,RECEIVED,16766,1802
49036,RECEIVED,16777,1802
49037,RECEIVED,16779,1802
49038,PENDING,16823,1802
49039,RECEIVED,16773,1802
49040,RECEIVED,16759,1802
49041,RECEIVED,16754,1802
49042,SENDING,16826,1802
49043,RECEIVED,16802,1802
49044,RECEIVED,16846,1802
49045,SENDING,16791,1802
49046,RECEIVED,16769,1802
49047,RECEIVED,16814,1802
49048,RECEIVED,16818,1802
49049,PENDING,16832,1802
49050,PENDING,16757,1802
49051,RECEIVED,16823,1803
49052,RECEIVED,16790,1803
49053,RECEIVED,16820,1803
49054,RECEIVED,16761,1803
49055,RECEIVED,16791,1803
49056,SENDING,16829,1804
49057,RECEIVED,16812,1804
49058,RECEIVED,16806,1804
49059,RECEIVED,16835,1804
49060,RECEIVED,16821,1804
49061,RECEIVED,16847,1804
49062,RECEIVED,16798,1804
49063,RECEIVED,16759,1804
49064,RECEIVED,16824,1804
49065,RECEIVED,16840,1804
49066,RECEIVED,16758,1804
49067,SENDING,16751,1804
49068,SENDING,16834,1804
49069,RECEIVED,16770,1804
49070,RECEIVED,16832,1804
49071,SENDING,16782,1804
49072,PENDING,16776,1804
49073,RECEIVED,16761,1804
49074,RECEIVED,16799,1804
49075,RECEIVED,16830,1804
49076,RECEIVED,16838,1804
49077,PENDING,16797,1804
49078,PENDING,16831,1804
49079,PENDING,16803,1804
49080,RECEIVED,16772,1804
49081,RECEIVED,16820,1804
49082,RECEIVED,16811,1804
49083,RECEIVED,16795,1804
49084,RECEIVED,16788,1804
49085,RECEIVED,16839,1804
49086,PENDING,16764,1804
49087,PENDING,16845,1804
49088,SENDING,16790,1804
49089,RECEIVED,16816,1804
49090,RECEIVED,16849,1805
49091,RECEIVED,16818,1805
49092,RECEIVED,16784,1805
49093,RECEIVED,16799,1805
49094,SENDING,16816,1805
49095,PENDING,16764,1805
49096,RECEIVED,16777,1805
49097,RECEIVED,16828,1805
49098,RECEIVED,16785,1805
49099,RECEIVED,16776,1805
49100,RECEIVED,16820,1805
49101,RECEIVED,16798,1805
49102,RECEIVED,16851,1805
49103,RECEIVED,16745,1806
49104,RECEIVED,16852,1806
49105,PENDING,16779,1806
49106,RECEIVED,16747,1806
49107,RECEIVED,16851,1806
49108,RECEIVED,16839,1806
49109,RECEIVED,16846,1806
49110,RECEIVED,16821,1807
49111,RECEIVED,16752,1807
49112,SENDING,16824,1807
49113,RECEIVED,16753,1807
49114,SENDING,16803,1807
49115,SENDING,16826,1807
49116,RECEIVED,16784,1807
49117,SENDING,16819,1807
49118,RECEIVED,16775,1807
49119,RECEIVED,16748,1807
49120,RECEIVED,16761,1808
49121,RECEIVED,16787,1808
49122,RECEIVED,16799,1808
49123,RECEIVED,16844,1808
49124,RECEIVED,16746,1808
49125,RECEIVED,16839,1808
49126,RECEIVED,16807,1808
49127,RECEIVED,16829,1808
49128,RECEIVED,16838,1808
49129,RECEIVED,16809,1809
49130,RECEIVED,16836,1809
49131,RECEIVED,16776,1809
49132,SENDING,16824,1809
49133,RECEIVED,16845,1809
49134,PENDING,16757,1809
49135,RECEIVED,16784,1809
49136,RECEIVED,16846,1809
49137,RECEIVED,16760,1809
49138,RECEIVED,16794,1809
49139,RECEIVED,16770,1809
49140,PENDING,16759,1809
49141,RECEIVED,16779,1809
49142,SENDING,16781,1809
49143,RECEIVED,16844,1809
49144,RECEIVED,16832,1809
49145,RECEIVED,16840,1809
49146,RECEIVED,16838,1809
49147,RECEIVED,16767,1809
49148,RECEIVED,16758,1809
49149,RECEIVED,16827,1809
49150,RECEIVED,16784,1810
49151,RECEIVED,16801,1810
49152,SENDING,16796,1810
49153,RECEIVED,16745,1810
49154,RECEIVED,16843,1810
49155,RECEIVED,16771,1810
49156,RECEIVED,16773,1810
49157,RECEIVED,16802,1810
49158,RECEIVED,16810,1810
49159,RECEIVED,16812,1810
49160,PENDING,16769,1810
49161,RECEIVED,16835,1810
49162,RECEIVED,16785,1810
49163,RECEIVED,16765,1811
49164,RECEIVED,16852,1811
49165,PENDING,16793,1811
49166,RECEIVED,16819,1811
49167,RECEIVED,16849,1811
49168,RECEIVED,16780,1812
49169,SENDING,16828,1812
49170,PENDING,16825,1812
49171,SENDING,16787,1812
49172,PENDING,16839,1812
49173,RECEIVED,16763,1812
49174,RECEIVED,16748,1813
49175,RECEIVED,16760,1813
49176,RECEIVED,16837,1813
49177,RECEIVED,16847,1813
49178,SENDING,16765,1813
49179,PENDING,16785,1813
49180,SENDING,16756,1813
49181,PENDING,16782,1813
49182,RECEIVED,16808,1813
49183,RECEIVED,16832,1813
49184,RECEIVED,16745,1813
49185,PENDING,16823,1813
49186,RECEIVED,16836,1813
49187,RECEIVED,16839,1813
49188,SENDING,16755,1813
49189,RECEIVED,16849,1813
49190,SENDING,16827,1813
49191,RECEIVED,16746,1813
49192,PENDING,16764,1813
49193,RECEIVED,16771,1813
49194,RECEIVED,16786,1813
49195,RECEIVED,16845,1813
49196,PENDING,16824,1813
49197,RECEIVED,16761,1813
49198,PENDING,16817,1813
49199,RECEIVED,16825,1813
49200,RECEIVED,16805,1813
49201,SENDING,16774,1813
49202,RECEIVED,16763,1813
49203,RECEIVED,16758,1814
49204,RECEIVED,16749,1814
49205,RECEIVED,16819,1814
49206,SENDING,16766,1814
49207,RECEIVED,16748,1814
49208,RECEIVED,16764,1814
49209,PENDING,16780,1814
49210,RECEIVED,16765,1814
49211,RECEIVED,16791,1814
49212,RECEIVED,16808,1814
49213,RECEIVED,16824,1814
49214,RECEIVED,16849,1815
49215,RECEIVED,16821,1815
49216,RECEIVED,16831,1815
49217,RECEIVED,16813,1815
49218,SENDING,16756,1815
49219,RECEIVED,16822,1815
49220,RECEIVED,16787,1815
49221,RECEIVED,16793,1815
49222,RECEIVED,16784,1815
49223,RECEIVED,16820,1815
49224,RECEIVED,16747,1815
49225,RECEIVED,16788,1815
49226,RECEIVED,16851,1815
49227,SENDING,16803,1815
49228,RECEIVED,16807,1815
49229,RECEIVED,16761,1815
49230,RECEIVED,16828,1815
49231,RECEIVED,16822,1816
49232,RECEIVED,16824,1816
49233,RECEIVED,16779,1816
49234,RECEIVED,16810,1816
49235,RECEIVED,16842,1816
49236,RECEIVED,16808,1816
49237,RECEIVED,16843,1816
49238,RECEIVED,16746,1816
49239,RECEIVED,16838,1816
49240,RECEIVED,16807,1817
49241,RECEIVED,16792,1817
49242,RECEIVED,16774,1817
49243,SENDING,16787,1817
49244,RECEIVED,16839,1817
49245,RECEIVED,16757,1817
49246,RECEIVED,16768,1817
49247,RECEIVED,16804,1817
49248,RECEIVED,16829,1817
49249,RECEIVED,16782,1817
49250,RECEIVED,16769,1817
49251,RECEIVED,16814,1817
49252,RECEIVED,16761,1817
49253,RECEIVED,16813,1817
49254,RECEIVED,16833,1817
49255,PENDING,16786,1817
49256,RECEIVED,16818,1817
49257,RECEIVED,16796,1817
49258,RECEIVED,16810,1818
49259,RECEIVED,16775,1818
49260,RECEIVED,16766,1818
49261,RECEIVED,16816,1818
49262,PENDING,16757,1818
49263,SENDING,16851,1818
49264,RECEIVED,16836,1818
49265,RECEIVED,16815,1818
49266,RECEIVED,16773,1818
49267,RECEIVED,16931,1819
49268,RECEIVED,16865,1819
49269,SENDING,16924,1819
49270,RECEIVED,16878,1819
49271,PENDING,16908,1819
49272,PENDING,16890,1819
49273,RECEIVED,16901,1820
49274,RECEIVED,16931,1820
49275,PENDING,16853,1820
49276,RECEIVED,16887,1820
49277,RECEIVED,16898,1820
49278,RECEIVED,16915,1820
49279,RECEIVED,16930,1820
49280,RECEIVED,16855,1820
49281,RECEIVED,16896,1821
49282,RECEIVED,16876,1821
49283,RECEIVED,16901,1821
49284,RECEIVED,16930,1821
49285,RECEIVED,16891,1821
49286,RECEIVED,16908,1821
49287,SENDING,16899,1821
49288,RECEIVED,16915,1821
49289,RECEIVED,16912,1821
49290,RECEIVED,16909,1821
49291,RECEIVED,16920,1821
49292,RECEIVED,16907,1821
49293,RECEIVED,16879,1821
49294,RECEIVED,16918,1821
49295,PENDING,16883,1821
49296,SENDING,16882,1821
49297,SENDING,16865,1821
49298,SENDING,16853,1821
49299,RECEIVED,16873,1822
49300,RECEIVED,16902,1822
49301,SENDING,16919,1822
49302,RECEIVED,16887,1822
49303,SENDING,16903,1822
49304,SENDING,16861,1822
49305,RECEIVED,16858,1822
49306,PENDING,16885,1822
49307,RECEIVED,16904,1822
49308,RECEIVED,16890,1822
