id,label,type,limit,business_id
617,Silver,STAMPS_BALANCE,1000,206
618,Gold,MONTHLY_VISITS,5,206
619,Bronze,STAMPS_BALANCE,300,207
620,Silver,STAMPS_BALANCE,1000,207
621,Gold,MONTHLY_VISITS,5,207
622,Bronze,STAMPS_BALANCE,300,208
623,Silver,STAMPS_BALANCE,1000,208
624,Gold,MONTHLY_VISITS,5,208
625,Bronze,STAMPS_BALANCE,300,209
626,Silver,STAMPS_BALANCE,1000,209
627,Gold,MONTHLY_VISITS,5,209
628,Bronze,STAMPS_BALANCE,300,210
629,Silver,STAMPS_BALANCE,1000,210
630,Gold,MONTHLY_VISITS,5,210
631,Bronze,STAMPS_BALANCE,300,211
632,Silver,STAMPS_BALANCE,1000,211
633,Gold,MONTHLY_VISITS,5,211
634,Bronze,STAMPS_BALANCE,300,212
635,Silver,STAMPS_BALANCE,1000,212
636,Gold,MONTHLY_VISITS,5,212
637,Bronze,STAMPS_BALANCE,300,213
638,Silver,STAMPS_BALANCE,1000,213
639,Gold,MONTHLY_VISITS,5,213
640,Bronze,STAMPS_BALANCE,300,214
641,Silver,STAMPS_BALANCE,1000,214
642,Gold,MONTHLY_VISITS,5,214
643,Bronze,STAMPS_BALANCE,300,215
644,Silver,STAMPS_BALANCE,1000,215
645,Gold,MONTHLY_VISITS,5,215
646,Bronze,STAMPS_BALANCE,300,216
647,Silver,STAMPS_BALANCE,1000,216
648,Gold,MONTHLY_VISITS,5,216
649,Bronze,STAMPS_BALANCE,300,217
650,Silver,STAMPS_BALANCE,1000,217
651,Gold,MONTHLY_VISITS,5,217
652,Bronze,STAMPS_BALANCE,300,218
653,Silver,STAMPS_BALANCE,1000,218
654,Gold,MONTHLY_VISITS,5,218
655,Bronze,STAMPS_BALANCE,300,219
656,Silver,STAMPS_BALANCE,1000,219
657,Gold,MONTHLY_VISITS,5,219
658,Bronze,STAMPS_BALANCE,300,220
659,Silver,STAMPS_BALANCE,1000,220
660,Gold,MONTHLY_VISITS,5,220
661,Bronze,STAMPS_BALANCE,300,221
662,Silver,STAMPS_BALANCE,1000,221
663,Gold,MONTHLY_VISITS,5,221
664,Bronze,STAMPS_BALANCE,300,222
665,Silver,STAMPS_BALANCE,1000,222
666,Gold,MONTHLY_VISITS,5,222
667,Bronze,STAMPS_BALANCE,300,223
668,Silver,STAMPS_BALANCE,1000,223
669,Gold,MONTHLY_VISITS,5,223
670,Bronze,STAMPS_BALANCE,300,224
671,Silver,STAMPS_BALANCE,1000,224
672,Gold,MONTHLY_VISITS,5,224
673,Bronze,STAMPS_BALANCE,300,225
674,Silver,STAMPS_BALANCE,1000,225
675,Gold,MONTHLY_VISITS,5,225
676,Bronze,STAMPS_BALANCE,300,226
677,Silver,STAMPS_BALANCE,1000,226
678,Gold,MONTHLY_VISITS,5,226
679,Bronze,STAMPS_BALANCE,300,227
680,Silver,STAMPS_BALANCE,1000,227
681,Gold,MONTHLY_VISITS,5,227
682,Bronze,STAMPS_BALANCE,300,228
683,Silver,STAMPS_BALANCE,1000,228
684,Gold,MONTHLY_VISITS,5,228
685,Bronze,STAMPS_BALANCE,300,229
686,Silver,STAMPS_BALANCE,1000,229
687,Gold,MONTHLY_VISITS,5,229
688,Bronze,STAMPS_BALANCE,300,230
689,Silver,STAMPS_BALANCE,1000,230
690,Gold,MONTHLY_VISITS,5,230
691,Bronze,STAMPS_BALANCE,300,231
692,Silver,STAMPS_BALANCE,1000,231
693,Gold,MONTHLY_VISITS,5,231
694,Bronze,STAMPS_BALANCE,300,232
695,Silver,STAMPS_BALANCE,1000,232
696,Gold,MONTHLY_VISITS,5,232
697,Bronze,STAMPS_BALANCE,300,233
698,Silver,STAMPS_BALANCE,1000,233
699,Gold,MONTHLY_VISITS,5,233
700,Bronze,STAMPS_BALANCE,300,234
701,Silver,STAMPS_BALANCE,1000,234
702,Gold,MONTHLY_VISITS,5,234
703,Bronze,STAMPS_BALANCE,300,235
704,Silver,STAMPS_BALANCE,1000,235
705,Gold,MONTHLY_VISITS,5,235
706,Bronze,STAMPS_BALANCE,300,236
707,Silver,STAMPS_BALANCE,1000,236
708,Gold,MONTHLY_VISITS,5,236
709,Bronze,STAMPS_BALANCE,300,237
710,Silver,STAMPS_BALANCE,1000,237
711,Gold,MONTHLY_VISITS,5,237
712,Bronze,STAMPS_BALANCE,300,238
713,Silver,STAMPS_BALANCE,1000,238
714,Gold,MONTHLY_VISITS,5,238
715,Bronze,STAMPS_BALANCE,300,239
716,Silver,STAMPS_BALANCE,1000,239
717,Gold,MONTHLY_VISITS,5,239
718,Bronze,STAMPS_BALANCE,300,240
719,Silver,STAMPS_BALANCE,1000,240
720,Gold,MONTHLY_VISITS,5,240
721,Bronze,STAMPS_BALANCE,300,241
722,Silver,STAMPS_BALANCE,1000,241
723,Gold,MONTHLY_VISITS,5,241
724,Bronze,STAMPS_BALANCE,300,242
725,Silver,STAMPS_BALANCE,1000,242
726,Gold,MONTHLY_VISITS,5,242
727,Bronze,STAMPS_BALANCE,300,243
728,Silver,STAMPS_BALANCE,1000,243
729,Gold,MONTHLY_VISITS,5,243
730,Bronze,STAMPS_BALANCE,300,244
731,Silver,STAMPS_BALANCE,1000,244
732,Gold,MONTHLY_VISITS,5,244
733,Bronze,STAMPS_BALANCE,300,245
734,Silver,STAMPS_BALANCE,1000,245
735,Gold,MONTHLY_VISITS,5,245
736,Bronze,STAMPS_BALANCE,300,246
737,Silver,STAMPS_BALANCE,1000,246
738,Gold,MONTHLY_VISITS,5,246
739,Bronze,STAMPS_BALANCE,300,247
740,Silver,STAMPS_BALANCE,1000,247
741,Gold,MONTHLY_VISITS,5,247
742,Bronze,STAMPS_BALANCE,300,248
743,Silver,STAMPS_BALANCE,1000,248
744,Gold,MONTHLY_VISITS,5,248
745,Bronze,STAMPS_BALANCE,300,249
746,Silver,STAMPS_BALANCE,1000,249
747,Gold,MONTHLY_VISITS,5,249
748,Bronze,STAMPS_BALANCE,300,250
749,Silver,STAMPS_BALANCE,1000,250
750,Gold,MONTHLY_VISITS,5,250
751,Bronze,STAMPS_BALANCE,300,251
752,Silver,STAMPS_BALANCE,1000,251
753,Gold,MONTHLY_VISITS,5,251
754,Bronze,STAMPS_BALANCE,300,252
755,Silver,STAMPS_BALANCE,1000,252
756,Gold,MONTHLY_VISITS,5,252
757,Bronze,STAMPS_BALANCE,300,253
758,Silver,STAMPS_BALANCE,1000,253
759,Gold,MONTHLY_VISITS,5,253
760,Bronze,STAMPS_BALANCE,300,254
761,Silver,STAMPS_BALANCE,1000,254
762,Gold,MONTHLY_VISITS,5,254
763,Bronze,STAMPS_BALANCE,300,255
764,Silver,STAMPS_BALANCE,1000,255
765,Gold,MONTHLY_VISITS,5,255
766,Bronze,STAMPS_BALANCE,300,256
767,Silver,STAMPS_BALANCE,1000,256
768,Gold,MONTHLY_VISITS,5,256
769,Bronze,STAMPS_BALANCE,300,257
770,Silver,STAMPS_BALANCE,1000,257
771,Gold,MONTHLY_VISITS,5,257
772,Bronze,STAMPS_BALANCE,300,258
773,Silver,STAMPS_BALANCE,1000,258
774,Gold,MONTHLY_VISITS,5,258
775,Bronze,STAMPS_BALANCE,300,259
776,Silver,STAMPS_BALANCE,1000,259
777,Gold,MONTHLY_VISITS,5,259
778,Bronze,STAMPS_BALANCE,300,260
779,Silver,STAMPS_BALANCE,1000,260
780,Gold,MONTHLY_VISITS,5,260
781,Bronze,STAMPS_BALANCE,300,261
782,Silver,STAMPS_BALANCE,1000,261
783,Gold,MONTHLY_VISITS,5,261
784,Bronze,STAMPS_BALANCE,300,262
785,Silver,STAMPS_BALANCE,1000,262
786,Gold,MONTHLY_VISITS,5,262
787,Bronze,STAMPS_BALANCE,300,263
788,Silver,STAMPS_BALANCE,1000,263
789,Gold,MONTHLY_VISITS,5,263
790,Bronze,STAMPS_BALANCE,300,264
791,Silver,STAMPS_BALANCE,1000,264
792,Gold,MONTHLY_VISITS,5,264
793,Bronze,STAMPS_BALANCE,300,265
794,Silver,STAMPS_BALANCE,1000,265
795,Gold,MONTHLY_VISITS,5,265
796,Bronze,STAMPS_BALANCE,300,266
797,Silver,STAMPS_BALANCE,1000,266
798,Gold,MONTHLY_VISITS,5,266
799,Bronze,STAMPS_BALANCE,300,267
800,Silver,STAMPS_BALANCE,1000,267
801,Gold,MONTHLY_VISITS,5,267
802,Bronze,STAMPS_BALANCE,300,268
803,Silver,STAMPS_BALANCE,1000,268
804,Gold,MONTHLY_VISITS,5,268
805,Bronze,STAMPS_BALANCE,300,269
806,Silver,STAMPS_BALANCE,1000,269
807,Gold,MONTHLY_VISITS,5,269
808,Bronze,STAMPS_BALANCE,300,270
809,Silver,STAMPS_BALANCE,1000,270
810,Gold,MONTHLY_VISITS,5,270
811,Bronze,STAMPS_BALANCE,300,271
812,Silver,STAMPS_BALANCE,1000,271
813,Gold,MONTHLY_VISITS,5,271
814,Bronze,STAMPS_BALANCE,300,272
815,Silver,STAMPS_BALANCE,1000,272
816,Gold,MONTHLY_VISITS,5,272
817,Bronze,STAMPS_BALANCE,300,273
818,Silver,STAMPS_BALANCE,1000,273
819,Gold,MONTHLY_VISITS,5,273
820,Bronze,STAMPS_BALANCE,300,274
821,Silver,STAMPS_BALANCE,1000,274
822,Gold,MONTHLY_VISITS,5,274
823,Bronze,STAMPS_BALANCE,300,275
824,Silver,STAMPS_BALANCE,1000,275
825,Gold,MONTHLY_VISITS,5,275
826,Bronze,STAMPS_BALANCE,300,276
827,Silver,STAMPS_BALANCE,1000,276
828,Gold,MONTHLY_VISITS,5,276
829,Bronze,STAMPS_BALANCE,300,277
830,Silver,STAMPS_BALANCE,1000,277
831,Gold,MONTHLY_VISITS,5,277
832,Bronze,STAMPS_BALANCE,300,278
833,Silver,STAMPS_BALANCE,1000,278
834,Gold,MONTHLY_VISITS,5,278
835,Bronze,STAMPS_BALANCE,300,279
836,Silver,STAMPS_BALANCE,1000,279
837,Gold,MONTHLY_VISITS,5,279
838,Bronze,STAMPS_BALANCE,300,280
839,Silver,STAMPS_BALANCE,1000,280
840,Gold,MONTHLY_VISITS,5,280
841,Bronze,STAMPS_BALANCE,300,281
842,Silver,STAMPS_BALANCE,1000,281
843,Gold,MONTHLY_VISITS,5,281
844,Bronze,STAMPS_BALANCE,300,282
845,Silver,STAMPS_BALANCE,1000,282
846,Gold,MONTHLY_VISITS,5,282
847,Bronze,STAMPS_BALANCE,300,283
848,Silver,STAMPS_BALANCE,1000,283
849,Gold,MONTHLY_VISITS,5,283
850,Bronze,STAMPS_BALANCE,300,284
851,Silver,STAMPS_BALANCE,1000,284
852,Gold,MONTHLY_VISITS,5,284
853,Bronze,STAMPS_BALANCE,300,285
854,Silver,STAMPS_BALANCE,1000,285
855,Gold,MONTHLY_VISITS,5,285
856,Bronze,STAMPS_BALANCE,300,286
857,Silver,STAMPS_BALANCE,1000,286
858,Gold,MONTHLY_VISITS,5,286
859,Bronze,STAMPS_BALANCE,300,287
860,Silver,STAMPS_BALANCE,1000,287
861,Gold,MONTHLY_VISITS,5,287
862,Bronze,STAMPS_BALANCE,300,288
863,Silver,STAMPS_BALANCE,1000,288
864,Gold,MONTHLY_VISITS,5,288
865,Bronze,STAMPS_BALANCE,300,289
866,Silver,STAMPS_BALANCE,1000,289
867,Gold,MONTHLY_VISITS,5,289
868,Bronze,STAMPS_BALANCE,300,290
869,Silver,STAMPS_BALANCE,1000,290
870,Gold,MONTHLY_VISITS,5,290
871,Bronze,STAMPS_BALANCE,300,291
872,Silver,STAMPS_BALANCE,1000,291
873,Gold,MONTHLY_VISITS,5,291
874,Bronze,STAMPS_BALANCE,300,292
875,Silver,STAMPS_BALANCE,1000,292
876,Gold,MONTHLY_VISITS,5,292
877,Bronze,STAMPS_BALANCE,300,293
878,Silver,STAMPS_BALANCE,1000,293
879,Gold,MONTHLY_VISITS,5,293
880,Bronze,STAMPS_BALANCE,300,294
881,Silver,STAMPS_BALANCE,1000,294
882,Gold,MONTHLY_VISITS,5,294
883,Bronze,STAMPS_BALANCE,300,295
884,Silver,STAMPS_BALANCE,1000,295
885,Gold,MONTHLY_VISITS,5,295
886,Bronze,STAMPS_BALANCE,300,296
887,Silver,STAMPS_BALANCE,1000,296
888,Gold,MONTHLY_VISITS,5,296
889,Bronze,STAMPS_BALANCE,300,297
890,Silver,STAMPS_BALANCE,1000,297
891,Gold,MONTHLY_VISITS,5,297
892,Bronze,STAMPS_BALANCE,300,298
893,Silver,STAMPS_BALANCE,1000,298
894,Gold,MONTHLY_VISITS,5,298
895,Bronze,STAMPS_BALANCE,300,299
896,Silver,STAMPS_BALANCE,1000,299
897,Gold,MONTHLY_VISITS,5,299
898,Bronze,STAMPS_BALANCE,300,300
899,Silver,STAMPS_BALANCE,1000,300
900,Gold,MONTHLY_VISITS,5,300
901,Bronze,STAMPS_BALANCE,300,301
902,Silver,STAMPS_BALANCE,1000,301
903,Gold,MONTHLY_VISITS,5,301
904,Bronze,STAMPS_BALANCE,300,302
905,Silver,STAMPS_BALANCE,1000,302
906,Gold,MONTHLY_VISITS,5,302
907,Bronze,STAMPS_BALANCE,300,303
908,Silver,STAMPS_BALANCE,1000,303
909,Gold,MONTHLY_VISITS,5,303
910,Bronze,STAMPS_BALANCE,300,304
911,Silver,STAMPS_BALANCE,1000,304
912,Gold,MONTHLY_VISITS,5,304
913,Bronze,STAMPS_BALANCE,300,305
914,Silver,STAMPS_BALANCE,1000,305
915,Gold,MONTHLY_VISITS,5,305
916,Bronze,STAMPS_BALANCE,300,306
917,Silver,STAMPS_BALANCE,1000,306
918,Gold,MONTHLY_VISITS,5,306
919,Bronze,STAMPS_BALANCE,300,307
920,Silver,STAMPS_BALANCE,1000,307
921,Gold,MONTHLY_VISITS,5,307
922,Bronze,STAMPS_BALANCE,300,308
923,Silver,STAMPS_BALANCE,1000,308
924,Gold,MONTHLY_VISITS,5,308
925,Bronze,STAMPS_BALANCE,300,309
926,Silver,STAMPS_BALANCE,1000,309
927,Gold,MONTHLY_VISITS,5,309
928,Bronze,STAMPS_BALANCE,300,310
929,Silver,STAMPS_BALANCE,1000,310
930,Gold,MONTHLY_VISITS,5,310
931,Bronze,STAMPS_BALANCE,300,311
932,Silver,STAMPS_BALANCE,1000,311
933,Gold,MONTHLY_VISITS,5,311
934,Bronze,STAMPS_BALANCE,300,312
935,Silver,STAMPS_BALANCE,1000,312
936,Gold,MONTHLY_VISITS,5,312
937,Bronze,STAMPS_BALANCE,300,313
938,Silver,STAMPS_BALANCE,1000,313
939,Gold,MONTHLY_VISITS,5,313
940,Bronze,STAMPS_BALANCE,300,314
941,Silver,STAMPS_BALANCE,1000,314
942,Gold,MONTHLY_VISITS,5,314
943,Bronze,STAMPS_BALANCE,300,315
944,Silver,STAMPS_BALANCE,1000,315
945,Gold,MONTHLY_VISITS,5,315
946,Bronze,STAMPS_BALANCE,300,316
947,Silver,STAMPS_BALANCE,1000,316
948,Gold,MONTHLY_VISITS,5,316
949,Bronze,STAMPS_BALANCE,300,317
950,Silver,STAMPS_BALANCE,1000,317
951,Gold,MONTHLY_VISITS,5,317
952,Bronze,STAMPS_BALANCE,300,318
953,Silver,STAMPS_BALANCE,1000,318
954,Gold,MONTHLY_VISITS,5,318
955,Bronze,STAMPS_BALANCE,300,319
956,Silver,STAMPS_BALANCE,1000,319
957,Gold,MONTHLY_VISITS,5,319
958,Bronze,STAMPS_BALANCE,300,320
959,Silver,STAMPS_BALANCE,1000,320
960,Gold,MONTHLY_VISITS,5,320
961,Bronze,STAMPS_BALANCE,300,321
962,Silver,STAMPS_BALANCE,1000,321
963,Gold,MONTHLY_VISITS,5,321
964,Bronze,STAMPS_BALANCE,300,322
965,Silver,STAMPS_BALANCE,1000,322
966,Gold,MONTHLY_VISITS,5,322
967,Bronze,STAMPS_BALANCE,300,323
968,Silver,STAMPS_BALANCE,1000,323
969,Gold,MONTHLY_VISITS,5,323
970,Bronze,STAMPS_BALANCE,300,324
971,Silver,STAMPS_BALANCE,1000,324
972,Gold,MONTHLY_VISITS,5,324
973,Bronze,STAMPS_BALANCE,300,325
974,Silver,STAMPS_BALANCE,1000,325
975,Gold,MONTHLY_VISITS,5,325
976,Bronze,STAMPS_BALANCE,300,326
977,Silver,STAMPS_BALANCE,1000,326
978,Gold,MONTHLY_VISITS,5,326
979,Bronze,STAMPS_BALANCE,300,327
980,Silver,STAMPS_BALANCE,1000,327
981,Gold,MONTHLY_VISITS,5,327
982,Bronze,STAMPS_BALANCE,300,328
983,Silver,STAMPS_BALANCE,1000,328
984,Gold,MONTHLY_VISITS,5,328
985,Bronze,STAMPS_BALANCE,300,329
986,Silver,STAMPS_BALANCE,1000,329
987,Gold,MONTHLY_VISITS,5,329
988,Bronze,STAMPS_BALANCE,300,330
989,Silver,STAMPS_BALANCE,1000,330
990,Gold,MONTHLY_VISITS,5,330
991,Bronze,STAMPS_BALANCE,300,331
992,Silver,STAMPS_BALANCE,1000,331
993,Gold,MONTHLY_VISITS,5,331
994,Bronze,STAMPS_BALANCE,300,332
995,Silver,STAMPS_BALANCE,1000,332
996,Gold,MONTHLY_VISITS,5,332
997,Bronze,STAMPS_BALANCE,300,333
998,Silver,STAMPS_BALANCE,1000,333
999,Gold,MONTHLY_VISITS,5,333
1000,Bronze,STAMPS_BALANCE,300,334
1001,Silver,STAMPS_BALANCE,1000,334
1002,Gold,MONTHLY_VISITS,5,334
1003,Bronze,STAMPS_BALANCE,300,335
1004,Silver,STAMPS_BALANCE,1000,335
1005,Gold,MONTHLY_VISITS,5,335
1006,Bronze,STAMPS_BALANCE,300,336
1007,Silver,STAMPS_BALANCE,1000,336
1008,Gold,MONTHLY_VISITS,5,336
1009,Bronze,STAMPS_BALANCE,300,337
1010,Silver,STAMPS_BALANCE,1000,337
1011,Gold,MONTHLY_VISITS,5,337
1012,Bronze,STAMPS_BALANCE,300,338
1013,Silver,STAMPS_BALANCE,1000,338
1014,Gold,MONTHLY_VISITS,5,338
1015,Bronze,STAMPS_BALANCE,300,339
1016,Silver,STAMPS_BALANCE,1000,339
1017,Gold,MONTHLY_VISITS,5,339
1018,Bronze,STAMPS_BALANCE,300,340
1019,Silver,STAMPS_BALANCE,1000,340
1020,Gold,MONTHLY_VISITS,5,340
1021,Bronze,STAMPS_BALANCE,300,341
1022,Silver,STAMPS_BALANCE,1000,341
1023,Gold,MONTHLY_VISITS,5,341
1024,Bronze,STAMPS_BALANCE,300,342
1025,Silver,STAMPS_BALANCE,1000,342
1026,Gold,MONTHLY_VISITS,5,342
1027,Bronze,STAMPS_BALANCE,300,343
1028,Silver,STAMPS_BALANCE,1000,343
1029,Gold,MONTHLY_VISITS,5,343
1030,Bronze,STAMPS_BALANCE,300,344
1031,Silver,STAMPS_BALANCE,1000,344
1032,Gold,MONTHLY_VISITS,5,344
1033,Bronze,STAMPS_BALANCE,300,345
1034,Silver,STAMPS_BALANCE,1000,345
1035,Gold,MONTHLY_VISITS,5,345
1036,Bronze,STAMPS_BALANCE,300,346
1037,Silver,STAMPS_BALANCE,1000,346
1038,Gold,MONTHLY_VISITS,5,346
1039,Bronze,STAMPS_BALANCE,300,347
1040,Silver,STAMPS_BALANCE,1000,347
1041,Gold,MONTHLY_VISITS,5,347
1042,Bronze,STAMPS_BALANCE,300,348
1043,Silver,STAMPS_BALANCE,1000,348
1044,Gold,MONTHLY_VISITS,5,348
1045,Bronze,STAMPS_BALANCE,300,349
1046,Silver,STAMPS_BALANCE,1000,349
1047,Gold,MONTHLY_VISITS,5,349
1048,Bronze,STAMPS_BALANCE,300,350
1049,Silver,STAMPS_BALANCE,1000,350
1050,Gold,MONTHLY_VISITS,5,350
1051,Bronze,STAMPS_BALANCE,300,351
1052,Silver,STAMPS_BALANCE,1000,351
1053,Gold,MONTHLY_VISITS,5,351
1054,Bronze,STAMPS_BALANCE,300,352
1055,Silver,STAMPS_BALANCE,1000,352
1056,Gold,MONTHLY_VISITS,5,352
1057,Bronze,STAMPS_BALANCE,300,353
1058,Silver,STAMPS_BALANCE,1000,353
1059,Gold,MONTHLY_VISITS,5,353
1060,Bronze,STAMPS_BALANCE,300,354
1061,Silver,STAMPS_BALANCE,1000,354
1062,Gold,MONTHLY_VISITS,5,354
1063,Bronze,STAMPS_BALANCE,300,355
1064,Silver,STAMPS_BALANCE,1000,355
1065,Gold,MONTHLY_VISITS,5,355
1066,Bronze,STAMPS_BALANCE,300,356
1067,Silver,STAMPS_BALANCE,1000,356
1068,Gold,MONTHLY_VISITS,5,356
1069,Bronze,STAMPS_BALANCE,300,357
1070,Silver,STAMPS_BALANCE,1000,357
1071,Gold,MONTHLY_VISITS,5,357
1072,Bronze,STAMPS_BALANCE,300,358
1073,Silver,STAMPS_BALANCE,1000,358
1074,Gold,MONTHLY_VISITS,5,358
1075,Bronze,STAMPS_BALANCE,300,359
1076,Silver,STAMPS_BALANCE,1000,359
1077,Gold,MONTHLY_VISITS,5,359
1078,Bronze,STAMPS_BALANCE,300,360
1079,Silver,STAMPS_BALANCE,1000,360
1080,Gold,MONTHLY_VISITS,5,360
1081,Bronze,STAMPS_BALANCE,300,361
1082,Silver,STAMPS_BALANCE,1000,361
1083,Gold,MONTHLY_VISITS,5,361
1084,Bronze,STAMPS_BALANCE,300,362
1085,Silver,STAMPS_BALANCE,1000,362
1086,Gold,MONTHLY_VISITS,5,362
1087,Bronze,STAMPS_BALANCE,300,363
1088,Silver,STAMPS_BALANCE,1000,363
1089,Gold,MONTHLY_VISITS,5,363
1090,Bronze,STAMPS_BALANCE,300,364
1091,Silver,STAMPS_BALANCE,1000,364
1092,Gold,MONTHLY_VISITS,5,364
1093,Bronze,STAMPS_BALANCE,300,365
1094,Silver,STAMPS_BALANCE,1000,365
1095,Gold,MONTHLY_VISITS,5,365
1096,Bronze,STAMPS_BALANCE,300,366
1097,Silver,STAMPS_BALANCE,1000,366
1098,Gold,MONTHLY_VISITS,5,366
1099,Bronze,STAMPS_BALANCE,300,367
1100,Silver,STAMPS_BALANCE,1000,367
1101,Gold,MONTHLY_VISITS,5,367
1102,Bronze,STAMPS_BALANCE,300,368
1103,Silver,STAMPS_BALANCE,1000,368
1104,Gold,MONTHLY_VISITS,5,368
1105,Bronze,STAMPS_BALANCE,300,369
1106,Silver,STAMPS_BALANCE,1000,369
1107,Gold,MONTHLY_VISITS,5,369
1108,Bronze,STAMPS_BALANCE,300,370
1109,Silver,STAMPS_BALANCE,1000,370
1110,Gold,MONTHLY_VISITS,5,370
1111,Bronze,STAMPS_BALANCE,300,371
1112,Silver,STAMPS_BALANCE,1000,371
1113,Gold,MONTHLY_VISITS,5,371
1114,Bronze,STAMPS_BALANCE,300,372
1115,Silver,STAMPS_BALANCE,1000,372
1116,Gold,MONTHLY_VISITS,5,372
1117,Bronze,STAMPS_BALANCE,300,373
1118,Silver,STAMPS_BALANCE,1000,373
1119,Gold,MONTHLY_VISITS,5,373
1120,Bronze,STAMPS_BALANCE,300,374
1121,Silver,STAMPS_BALANCE,1000,374
1122,Gold,MONTHLY_VISITS,5,374
1123,Bronze,STAMPS_BALANCE,300,375
1124,Silver,STAMPS_BALANCE,1000,375
1125,Gold,MONTHLY_VISITS,5,375
1126,Bronze,STAMPS_BALANCE,300,376
1127,Silver,STAMPS_BALANCE,1000,376
1128,Gold,MONTHLY_VISITS,5,376
1129,Bronze,STAMPS_BALANCE,300,377
1130,Silver,STAMPS_BALANCE,1000,377
1131,Gold,MONTHLY_VISITS,5,377
1132,Bronze,STAMPS_BALANCE,300,378
1133,Silver,STAMPS_BALANCE,1000,378
1134,Gold,MONTHLY_VISITS,5,378
1135,Bronze,STAMPS_BALANCE,300,379
1136,Silver,STAMPS_BALANCE,1000,379
1137,Gold,MONTHLY_VISITS,5,379
1138,Bronze,STAMPS_BALANCE,300,380
1139,Silver,STAMPS_BALANCE,1000,380
1140,Gold,MONTHLY_VISITS,5,380
1141,Bronze,STAMPS_BALANCE,300,381
1142,Silver,STAMPS_BALANCE,1000,381
1143,Gold,MONTHLY_VISITS,5,381
1144,Bronze,STAMPS_BALANCE,300,382
1145,Silver,STAMPS_BALANCE,1000,382
1146,Gold,MONTHLY_VISITS,5,382
1147,Bronze,STAMPS_BALANCE,300,383
1148,Silver,STAMPS_BALANCE,1000,383
1149,Gold,MONTHLY_VISITS,5,383
1150,Bronze,STAMPS_BALANCE,300,384
1151,Silver,STAMPS_BALANCE,1000,384
1152,Gold,MONTHLY_VISITS,5,384
1153,Bronze,STAMPS_BALANCE,300,385
1154,Silver,STAMPS_BALANCE,1000,385
1155,Gold,MONTHLY_VISITS,5,385
1156,Bronze,STAMPS_BALANCE,300,386
1157,Silver,STAMPS_BALANCE,1000,386
1158,Gold,MONTHLY_VISITS,5,386
1159,Bronze,STAMPS_BALANCE,300,387
1160,Silver,STAMPS_BALANCE,1000,387
1161,Gold,MONTHLY_VISITS,5,387
1162,Bronze,STAMPS_BALANCE,300,388
1163,Silver,STAMPS_BALANCE,1000,388
1164,Gold,MONTHLY_VISITS,5,388
1165,Bronze,STAMPS_BALANCE,300,389
1166,Silver,STAMPS_BALANCE,1000,389
1167,Gold,MONTHLY_VISITS,5,389
1168,Bronze,STAMPS_BALANCE,300,390
1169,Silver,STAMPS_BALANCE,1000,390
1170,Gold,MONTHLY_VISITS,5,390
1171,Bronze,STAMPS_BALANCE,300,391
1172,Silver,STAMPS_BALANCE,1000,391
1173,Gold,MONTHLY_VISITS,5,391
1174,Bronze,STAMPS_BALANCE,300,392
1175,Silver,STAMPS_BALANCE,1000,392
1176,Gold,MONTHLY_VISITS,5,392
1177,Bronze,STAMPS_BALANCE,300,393
1178,Silver,STAMPS_BALANCE,1000,393
1179,Gold,MONTHLY_VISITS,5,393
1180,Bronze,STAMPS_BALANCE,300,394
1181,Silver,STAMPS_BALANCE,1000,394
1182,Gold,MONTHLY_VISITS,5,394
1183,Bronze,STAMPS_BALANCE,300,395
1184,Silver,STAMPS_BALANCE,1000,395
1185,Gold,MONTHLY_VISITS,5,395
1186,Bronze,STAMPS_BALANCE,300,396
1187,Silver,STAMPS_BALANCE,1000,396
1188,Gold,MONTHLY_VISITS,5,396
1189,Bronze,STAMPS_BALANCE,300,397
1190,Silver,STAMPS_BALANCE,1000,397
1191,Gold,MONTHLY_VISITS,5,397
1192,Bronze,STAMPS_BALANCE,300,398
1193,Silver,STAMPS_BALANCE,1000,398
1194,Gold,MONTHLY_VISITS,5,398
1195,Bronze,STAMPS_BALANCE,300,399
1196,Silver,STAMPS_BALANCE,1000,399
1197,Gold,MONTHLY_VISITS,5,399
1198,Bronze,STAMPS_BALANCE,300,400
1199,Silver,STAMPS_BALANCE,1000,400
1200,Gold,MONTHLY_VISITS,5,400
1201,Bronze,STAMPS_BALANCE,300,401
1202,Silver,STAMPS_BALANCE,1000,401
1203,Gold,MONTHLY_VISITS,5,401
1204,Bronze,STAMPS_BALANCE,300,402
1205,Silver,STAMPS_BALANCE,1000,402
1206,Gold,MONTHLY_VISITS,5,402
1207,Bronze,STAMPS_BALANCE,300,403
1208,Silver,STAMPS_BALANCE,1000,403
1209,Gold,MONTHLY_VISITS,5,403
1210,Bronze,STAMPS_BALANCE,300,404
1211,Silver,STAMPS_BALANCE,1000,404
1212,Gold,MONTHLY_VISITS,5,404
1213,Bronze,STAMPS_BALANCE,300,405
1214,Silver,STAMPS_BALANCE,1000,405
1215,Gold,MONTHLY_VISITS,5,405
1216,Bronze,STAMPS_BALANCE,300,406
1217,Silver,STAMPS_BALANCE,1000,406
1218,Gold,MONTHLY_VISITS,5,406
1219,Bronze,STAMPS_BALANCE,300,407
1220,Silver,STAMPS_BALANCE,1000,407
1221,Gold,MONTHLY_VISITS,5,407
1222,Bronze,STAMPS_BALANCE,300,408
1223,Silver,STAMPS_BALANCE,1000,408
