id,created_at,type,rating,message,business_branch_id,customer_id
1147,2026-03-28 12:12:50.000,REMOTE,5,Will definitely be back!,139,5655
1148,2025-08-20 04:12:27.000,LOCAL,5,Will definitely be back!,141,5671
1149,2025-06-15 13:10:24.000,REMOTE,3,"Decent, but could improve.",141,5676
1150,2025-12-08 18:30:15.000,REMOTE,5,Excellent service! Highly recommended.,139,5683
1151,2026-03-30 09:46:09.000,REMOTE,4,Happy with my visit.,140,5700
1152,2026-02-01 12:33:37.000,REMOTE,3,"Average experience, nothing special.",142,5709
1153,2025-11-25 17:17:31.000,REMOTE,5,Always a pleasure coming here.,142,5713
1154,2025-06-08 14:21:24.000,LOCAL,3,"Average experience, nothing special.",142,5714
1155,2025-06-30 14:22:28.000,LOCAL,2,Product did not meet my expectations.,142,5719
1156,2025-11-14 21:15:20.000,LOCAL,5,Always a pleasure coming here.,142,5724
1157,2026-01-18 23:35:55.000,LOCAL,4,Solid experience overall.,142,5727
1158,2026-04-12 12:21:17.000,LOCAL,4,Great service and friendly staff.,142,5728
1159,2025-11-16 17:21:06.000,REMOTE,4,Happy with my visit.,142,5736
1160,2025-07-22 14:25:55.000,REMOTE,4,Solid experience overall.,142,5737
1161,2025-11-08 06:02:26.000,LOCAL,5,Always a pleasure coming here.,142,5743
1162,2025-09-26 02:09:22.000,REMOTE,5,Always a pleasure coming here.,142,5746
1163,2026-04-15 21:43:36.000,LOCAL,5,Excellent service! Highly recommended.,142,5752
1164,2025-12-22 16:30:56.000,REMOTE,3,OK but not outstanding.,142,5753
1165,2025-11-26 08:36:09.000,LOCAL,4,Happy with my visit.,142,5770
1166,2026-02-27 19:16:59.000,LOCAL,3,Expected a bit more to be honest.,142,5776
1167,2025-06-09 07:04:35.000,REMOTE,4,Solid experience overall.,142,5780
1168,2025-11-18 06:43:50.000,LOCAL,4,Great service and friendly staff.,142,5784
1169,2025-06-13 05:26:13.000,LOCAL,4,Solid experience overall.,142,5786
1170,2025-11-12 13:36:57.000,REMOTE,4,Great service and friendly staff.,142,5799
1171,2025-08-28 23:21:08.000,LOCAL,4,Solid experience overall.,142,5800
1172,2025-12-28 14:56:29.000,REMOTE,3,OK but not outstanding.,142,5815
1173,2026-04-13 19:06:09.000,REMOTE,3,Expected a bit more to be honest.,142,5816
1174,2026-02-05 20:35:29.000,REMOTE,2,Staff could be more attentive.,142,5821
1175,2026-02-02 03:24:29.000,LOCAL,1,Very poor service.,142,5825
1176,2025-05-18 23:28:46.000,REMOTE,4,Great service and friendly staff.,142,5843
1177,2025-10-27 20:57:40.000,REMOTE,4,Great service and friendly staff.,142,5846
1178,2025-08-09 20:30:43.000,LOCAL,3,"Average experience, nothing special.",144,5855
1179,2025-11-17 08:27:06.000,LOCAL,1,Very poor service.,148,5859
1180,2025-11-03 19:01:56.000,REMOTE,3,"Average experience, nothing special.",147,5861
1181,2025-05-29 03:29:25.000,REMOTE,5,"Best in the area, no doubt.",144,5865
1182,2026-03-19 23:20:31.000,REMOTE,5,Always a pleasure coming here.,147,5867
1183,2025-12-10 01:53:34.000,LOCAL,5,"Best in the area, no doubt.",146,5877
1184,2025-08-17 08:05:15.000,LOCAL,5,Always a pleasure coming here.,145,5887
1185,2026-01-21 13:58:21.000,LOCAL,2,Disappointing visit.,147,5890
1186,2025-05-30 18:39:25.000,LOCAL,5,Always a pleasure coming here.,148,5893
1187,2026-02-08 08:50:15.000,REMOTE,4,Great service and friendly staff.,144,5895
1188,2026-03-14 05:40:05.000,LOCAL,3,"Average experience, nothing special.",143,5910
1189,2026-04-02 02:58:57.000,REMOTE,2,Product did not meet my expectations.,143,5915
1190,2025-12-14 09:08:10.000,LOCAL,4,Great service and friendly staff.,145,5923
1191,2025-07-16 23:58:49.000,REMOTE,4,Happy with my visit.,147,5930
1192,2025-11-23 10:52:28.000,LOCAL,4,"Very good, would come again.",147,5932
1193,2026-01-25 19:17:45.000,LOCAL,4,Solid experience overall.,147,5936
1194,2025-06-10 15:56:37.000,REMOTE,1,Will not return.,144,5937
1195,2025-07-05 14:39:56.000,LOCAL,4,Happy with my visit.,148,5953
1196,2026-03-18 18:59:15.000,LOCAL,2,Disappointing visit.,145,5954
1197,2026-01-29 18:26:40.000,LOCAL,1,Will not return.,144,5955
1198,2026-01-31 05:33:56.000,REMOTE,5,Excellent service! Highly recommended.,143,5956
1199,2025-06-25 02:27:48.000,LOCAL,5,Always a pleasure coming here.,145,5963
1200,2025-06-24 08:31:56.000,LOCAL,3,OK but not outstanding.,146,5971
1201,2025-06-18 23:38:20.000,LOCAL,4,Solid experience overall.,144,5974
1202,2026-03-29 20:34:21.000,REMOTE,2,Product did not meet my expectations.,144,5976
1203,2025-06-29 13:11:21.000,LOCAL,4,Solid experience overall.,144,5977
1204,2025-06-27 20:21:07.000,REMOTE,4,Happy with my visit.,143,5988
1205,2026-01-15 17:26:49.000,LOCAL,5,Excellent service! Highly recommended.,144,5991
1206,2025-05-17 15:39:10.000,REMOTE,5,Excellent service! Highly recommended.,146,5992
1207,2025-12-03 09:53:02.000,REMOTE,5,"Best in the area, no doubt.",148,5993
1208,2025-10-17 09:09:22.000,REMOTE,4,"Very good, would come again.",144,5999
1209,2025-08-20 15:34:52.000,REMOTE,4,"Very good, would come again.",150,6016
1210,2025-06-27 21:52:03.000,LOCAL,4,Great service and friendly staff.,149,6023
1211,2025-10-22 10:16:20.000,REMOTE,1,Not what I expected at all.,149,6024
1212,2025-10-02 00:14:54.000,REMOTE,4,"Very good, would come again.",149,6029
1213,2026-04-28 04:02:47.000,REMOTE,5,Excellent service! Highly recommended.,150,6030
1214,2026-04-12 12:24:21.000,REMOTE,4,"Very good, would come again.",149,6031
1215,2026-05-01 22:35:31.000,LOCAL,4,Solid experience overall.,149,6034
1216,2025-09-10 07:27:33.000,REMOTE,3,OK but not outstanding.,150,6037
1217,2026-03-18 23:12:48.000,LOCAL,3,Expected a bit more to be honest.,150,6041
1218,2025-09-24 09:18:55.000,LOCAL,5,Excellent service! Highly recommended.,150,6045
1219,2025-10-25 22:16:53.000,REMOTE,5,Will definitely be back!,149,6055
1220,2025-06-27 04:36:22.000,LOCAL,5,Always a pleasure coming here.,150,6057
1221,2026-05-01 09:10:21.000,REMOTE,4,Great service and friendly staff.,151,6063
1222,2026-02-24 07:08:13.000,REMOTE,3,"Decent, but could improve.",151,6065
1223,2025-11-04 03:55:10.000,REMOTE,4,Solid experience overall.,151,6066
1224,2026-05-02 19:59:28.000,LOCAL,2,Service was quite slow today.,151,6079
1225,2025-11-27 17:13:26.000,REMOTE,5,Excellent service! Highly recommended.,151,6080
1226,2026-03-02 17:52:47.000,LOCAL,5,"Best in the area, no doubt.",151,6082
1227,2026-04-01 07:03:36.000,REMOTE,3,OK but not outstanding.,151,6083
1228,2025-12-01 21:06:14.000,LOCAL,3,"Decent, but could improve.",151,6089
1229,2025-08-11 15:34:49.000,LOCAL,1,Very poor service.,154,6104
1230,2025-07-07 01:14:37.000,REMOTE,4,"Very good, would come again.",152,6118
1231,2026-04-07 14:59:28.000,LOCAL,3,Expected a bit more to be honest.,153,6121
1232,2025-07-03 00:32:37.000,REMOTE,5,Will definitely be back!,153,6122
1233,2025-07-26 02:04:14.000,REMOTE,1,Completely disappointed.,153,6125
1234,2025-12-18 06:07:52.000,REMOTE,5,Excellent service! Highly recommended.,152,6138
1235,2026-01-28 17:53:00.000,REMOTE,5,Excellent service! Highly recommended.,154,6139
1236,2025-07-19 00:58:47.000,REMOTE,4,Solid experience overall.,154,6144
1237,2025-08-09 06:03:41.000,LOCAL,4,Happy with my visit.,153,6147
1238,2025-09-15 17:40:43.000,REMOTE,5,Always a pleasure coming here.,152,6148
1239,2025-05-16 22:48:39.000,LOCAL,2,Disappointing visit.,153,6155
1240,2026-02-19 23:37:38.000,LOCAL,4,Solid experience overall.,154,6156
1241,2025-07-03 20:34:29.000,REMOTE,4,"Very good, would come again.",156,6162
1242,2025-10-27 17:39:07.000,REMOTE,4,Great service and friendly staff.,156,6166
1243,2026-01-05 10:21:55.000,LOCAL,3,Expected a bit more to be honest.,155,6170
1244,2025-07-09 03:55:28.000,LOCAL,4,Solid experience overall.,155,6171
1245,2025-11-17 20:31:57.000,REMOTE,5,Always a pleasure coming here.,156,6172
1246,2025-12-19 09:16:53.000,LOCAL,3,OK but not outstanding.,155,6175
1247,2026-04-23 09:30:51.000,REMOTE,4,Great service and friendly staff.,156,6179
1248,2025-10-09 05:57:24.000,REMOTE,4,Great service and friendly staff.,155,6182
1249,2025-10-08 06:27:56.000,LOCAL,4,Great service and friendly staff.,155,6183
1250,2026-03-19 13:55:12.000,LOCAL,5,"Best in the area, no doubt.",155,6187
1251,2025-11-27 10:47:49.000,REMOTE,4,Happy with my visit.,155,6188
1252,2025-08-02 21:48:25.000,REMOTE,5,"Best in the area, no doubt.",158,6202
1253,2026-03-29 21:10:16.000,LOCAL,5,"Best in the area, no doubt.",157,6205
1254,2026-03-30 05:11:04.000,LOCAL,4,Great service and friendly staff.,157,6211
1255,2026-04-16 21:05:03.000,REMOTE,5,Excellent service! Highly recommended.,158,6213
1256,2025-09-20 18:34:45.000,LOCAL,3,OK but not outstanding.,158,6218
1257,2025-09-04 17:55:13.000,LOCAL,3,"Average experience, nothing special.",157,6219
1258,2025-07-19 03:11:00.000,LOCAL,5,"Best in the area, no doubt.",158,6224
1259,2025-07-05 17:39:13.000,LOCAL,5,Always a pleasure coming here.,159,6229
1260,2025-09-22 23:22:10.000,LOCAL,4,Happy with my visit.,159,6230
1261,2026-03-06 14:02:22.000,REMOTE,3,"Decent, but could improve.",159,6234
1262,2026-02-19 11:37:08.000,LOCAL,5,"Best in the area, no doubt.",159,6240
1263,2025-10-15 10:22:08.000,LOCAL,4,Great service and friendly staff.,159,6243
1264,2025-09-02 20:09:28.000,LOCAL,5,Will definitely be back!,159,6245
1265,2025-07-08 11:05:42.000,REMOTE,5,Will definitely be back!,159,6248
1266,2026-04-10 15:46:09.000,LOCAL,4,Great service and friendly staff.,159,6257
1267,2025-07-28 18:11:48.000,REMOTE,3,OK but not outstanding.,161,6266
1268,2025-08-13 22:05:28.000,LOCAL,4,"Very good, would come again.",161,6271
1269,2025-10-27 10:35:14.000,REMOTE,4,Happy with my visit.,162,6281
1270,2025-07-04 10:06:34.000,REMOTE,5,Excellent service! Highly recommended.,163,6283
1271,2025-12-12 06:56:21.000,LOCAL,5,Will definitely be back!,163,6288
1272,2025-12-28 15:11:06.000,LOCAL,4,"Very good, would come again.",160,6292
1273,2025-06-26 13:29:09.000,LOCAL,3,OK but not outstanding.,161,6301
1274,2026-01-05 21:49:39.000,LOCAL,3,"Average experience, nothing special.",160,6312
1275,2026-01-03 14:23:20.000,LOCAL,5,Excellent service! Highly recommended.,161,6335
1276,2025-08-27 07:00:25.000,REMOTE,2,Staff could be more attentive.,160,6337
1277,2025-12-25 13:16:41.000,LOCAL,3,"Decent, but could improve.",160,6345
1278,2025-07-10 11:45:57.000,LOCAL,2,Product did not meet my expectations.,162,6347
1279,2025-05-21 09:14:29.000,REMOTE,4,"Very good, would come again.",160,6349
1280,2025-08-02 03:17:44.000,LOCAL,1,Very poor service.,160,6352
1281,2025-10-22 05:44:04.000,LOCAL,5,Always a pleasure coming here.,161,6355
1282,2026-04-05 12:11:11.000,LOCAL,1,Not what I expected at all.,163,6356
1283,2025-12-30 05:28:07.000,LOCAL,5,Will definitely be back!,162,6357
1284,2025-08-30 17:19:02.000,LOCAL,3,Expected a bit more to be honest.,160,6365
1285,2025-10-17 16:02:39.000,LOCAL,5,Will definitely be back!,163,6375
1286,2025-08-15 04:23:38.000,REMOTE,3,"Average experience, nothing special.",160,6384
1287,2025-06-09 19:54:13.000,LOCAL,1,Very poor service.,162,6386
1288,2025-05-15 14:32:49.000,REMOTE,4,"Very good, would come again.",161,6388
1289,2026-03-21 11:24:35.000,LOCAL,1,Not what I expected at all.,162,6396
1290,2025-10-11 11:57:51.000,REMOTE,5,Will definitely be back!,161,6398
1291,2025-12-02 05:49:38.000,LOCAL,5,"Best in the area, no doubt.",160,6407
1292,2026-03-03 04:35:07.000,LOCAL,2,Service was quite slow today.,163,6410
1293,2025-11-07 06:12:36.000,REMOTE,4,"Very good, would come again.",163,6414
1294,2025-12-05 02:35:10.000,LOCAL,2,Product did not meet my expectations.,163,6418
1295,2026-03-26 18:02:20.000,REMOTE,3,OK but not outstanding.,163,6420
1296,2025-08-23 06:13:31.000,REMOTE,3,"Decent, but could improve.",163,6430
1297,2026-01-29 21:21:37.000,REMOTE,3,"Decent, but could improve.",162,6440
1298,2025-06-03 00:39:08.000,LOCAL,2,Disappointing visit.,161,6445
1299,2025-12-04 15:17:50.000,REMOTE,4,"Very good, would come again.",164,6447
1300,2025-05-30 15:27:22.000,REMOTE,5,"Best in the area, no doubt.",166,6459
1301,2025-11-03 18:02:17.000,LOCAL,4,Great service and friendly staff.,167,6460
1302,2025-11-29 18:45:16.000,REMOTE,3,"Decent, but could improve.",166,6475
1303,2026-04-11 23:20:34.000,REMOTE,4,Solid experience overall.,165,6484
1304,2025-10-05 10:14:33.000,LOCAL,3,"Decent, but could improve.",166,6486
1305,2025-12-25 04:41:47.000,REMOTE,3,"Decent, but could improve.",170,6503
1306,2025-09-12 02:58:30.000,LOCAL,4,Solid experience overall.,170,6507
1307,2025-12-31 00:23:11.000,REMOTE,5,"Best in the area, no doubt.",169,6508
1308,2025-10-29 15:07:51.000,REMOTE,5,"Best in the area, no doubt.",171,6515
1309,2025-05-25 11:43:40.000,LOCAL,5,Always a pleasure coming here.,170,6521
1310,2025-05-14 06:51:55.000,LOCAL,1,Will not return.,170,6522
1311,2025-08-29 18:26:42.000,LOCAL,4,Great service and friendly staff.,171,6528
1312,2026-04-05 06:04:44.000,REMOTE,5,"Best in the area, no doubt.",171,6532
1313,2026-02-21 00:04:54.000,REMOTE,4,Solid experience overall.,170,6533
1314,2025-10-03 18:26:12.000,REMOTE,4,"Very good, would come again.",170,6539
1315,2025-10-04 07:50:57.000,REMOTE,5,"Best in the area, no doubt.",171,6548
1316,2026-01-28 00:21:54.000,LOCAL,2,Staff could be more attentive.,169,6551
1317,2025-07-01 09:43:38.000,REMOTE,2,Disappointing visit.,171,6562
1318,2026-05-01 22:01:07.000,LOCAL,3,Expected a bit more to be honest.,171,6571
1319,2026-02-09 00:58:09.000,LOCAL,4,"Very good, would come again.",171,6577
1320,2025-10-22 21:06:16.000,REMOTE,4,Happy with my visit.,171,6580
1321,2026-01-16 13:31:51.000,LOCAL,5,Excellent service! Highly recommended.,171,6582
1322,2025-07-08 12:39:03.000,REMOTE,4,"Very good, would come again.",171,6591
1323,2025-10-02 23:41:30.000,REMOTE,5,Excellent service! Highly recommended.,168,6594
1324,2025-10-09 17:09:27.000,REMOTE,3,"Average experience, nothing special.",171,6595
1325,2025-09-27 03:00:40.000,REMOTE,4,Happy with my visit.,169,6600
1326,2026-01-30 11:47:30.000,LOCAL,5,Will definitely be back!,168,6603
1327,2025-09-22 19:02:37.000,REMOTE,5,Excellent service! Highly recommended.,171,6610
1328,2025-05-27 19:45:42.000,LOCAL,4,"Very good, would come again.",168,6611
1329,2025-12-05 10:30:20.000,REMOTE,5,Excellent service! Highly recommended.,168,6613
1330,2025-11-05 07:05:14.000,LOCAL,5,Always a pleasure coming here.,171,6618
1331,2025-08-03 17:54:30.000,REMOTE,1,Completely disappointed.,169,6626
1332,2026-05-02 13:12:09.000,LOCAL,1,Very poor service.,168,6630
1333,2025-11-10 23:25:23.000,LOCAL,4,"Very good, would come again.",168,6631
1334,2025-11-13 05:13:47.000,LOCAL,3,"Decent, but could improve.",169,6637
1335,2025-08-02 14:00:01.000,LOCAL,5,Excellent service! Highly recommended.,168,6638
1336,2026-01-15 15:05:56.000,LOCAL,5,Will definitely be back!,171,6642
1337,2025-09-18 22:13:32.000,LOCAL,4,"Very good, would come again.",168,6646
1338,2026-03-18 10:22:53.000,REMOTE,4,Happy with my visit.,170,6653
1339,2025-06-11 06:12:43.000,REMOTE,3,Expected a bit more to be honest.,170,6655
1340,2026-01-26 12:25:41.000,REMOTE,5,"Best in the area, no doubt.",170,6663
1341,2026-04-20 07:28:35.000,REMOTE,1,Very poor service.,170,6667
1342,2026-01-27 22:35:35.000,LOCAL,5,Always a pleasure coming here.,168,6670
1343,2025-06-29 04:37:52.000,REMOTE,4,Happy with my visit.,169,6672
1344,2026-03-06 07:58:58.000,REMOTE,1,Not what I expected at all.,168,6673
1345,2025-08-18 07:18:09.000,LOCAL,4,"Very good, would come again.",173,6681
1346,2025-12-23 17:45:39.000,REMOTE,3,OK but not outstanding.,173,6685
1347,2026-03-19 00:40:54.000,LOCAL,4,Solid experience overall.,172,6689
1348,2026-02-03 23:44:45.000,LOCAL,4,"Very good, would come again.",173,6692
1349,2026-01-05 00:11:44.000,LOCAL,2,Product did not meet my expectations.,173,6702
1350,2025-06-14 03:40:12.000,REMOTE,4,Solid experience overall.,173,6703
1351,2026-04-04 13:39:25.000,REMOTE,5,Will definitely be back!,173,6705
1352,2026-05-08 08:54:00.000,LOCAL,5,Will definitely be back!,172,6719
1353,2025-12-31 20:55:04.000,LOCAL,2,Service was quite slow today.,172,6722
1354,2025-07-02 20:07:53.000,LOCAL,3,"Decent, but could improve.",172,6724
1355,2025-12-06 05:09:16.000,LOCAL,5,"Best in the area, no doubt.",173,6726
1356,2025-11-07 14:39:36.000,LOCAL,5,"Best in the area, no doubt.",172,6730
1357,2025-11-15 16:04:46.000,LOCAL,1,Will not return.,172,6733
1358,2026-03-23 03:01:51.000,REMOTE,4,Solid experience overall.,173,6735
1359,2025-11-18 23:27:18.000,REMOTE,2,Disappointing visit.,173,6743
1360,2025-12-23 14:27:49.000,REMOTE,4,Solid experience overall.,172,6746
1361,2025-08-31 19:24:41.000,REMOTE,1,Will not return.,172,6750
1362,2025-11-02 06:58:29.000,LOCAL,3,"Average experience, nothing special.",173,6752
1363,2025-11-09 06:16:25.000,LOCAL,5,Will definitely be back!,172,6761
1364,2025-10-25 07:54:54.000,REMOTE,5,"Best in the area, no doubt.",172,6762
1365,2025-07-07 11:32:53.000,REMOTE,4,Happy with my visit.,172,6764
1366,2026-01-26 15:45:28.000,LOCAL,3,"Average experience, nothing special.",173,6766
1367,2026-02-24 01:59:43.000,LOCAL,3,OK but not outstanding.,172,6770
1368,2026-03-09 10:20:26.000,REMOTE,4,Happy with my visit.,172,6779
1369,2026-04-06 09:06:04.000,REMOTE,5,"Best in the area, no doubt.",173,6780
1370,2025-10-08 21:38:24.000,REMOTE,3,"Decent, but could improve.",172,6781
1371,2025-10-01 00:42:02.000,LOCAL,4,Great service and friendly staff.,173,6786
1372,2026-01-29 16:26:28.000,REMOTE,5,Always a pleasure coming here.,172,6790
1373,2026-04-08 21:17:16.000,LOCAL,3,"Average experience, nothing special.",173,6791
1374,2025-06-17 10:17:33.000,LOCAL,5,Will definitely be back!,172,6793
1375,2025-09-30 09:04:10.000,LOCAL,4,"Very good, would come again.",173,6797
1376,2026-04-26 00:53:50.000,REMOTE,5,"Best in the area, no doubt.",173,6798
1377,2025-05-11 18:37:36.000,LOCAL,2,Product did not meet my expectations.,172,6816
1378,2025-06-25 05:09:56.000,REMOTE,5,Always a pleasure coming here.,173,6817
1379,2025-07-01 14:15:16.000,REMOTE,5,Always a pleasure coming here.,173,6819
1380,2026-04-27 00:01:48.000,REMOTE,4,Solid experience overall.,172,6821
1381,2025-05-29 14:10:31.000,LOCAL,4,Happy with my visit.,172,6828
1382,2025-05-22 16:16:25.000,REMOTE,5,"Best in the area, no doubt.",172,6829
1383,2025-10-30 14:13:26.000,LOCAL,5,Will definitely be back!,173,6835
1384,2026-02-18 10:40:48.000,LOCAL,5,Will definitely be back!,172,6842
1385,2025-11-22 22:33:45.000,REMOTE,2,Staff could be more attentive.,173,6846
1386,2026-03-08 09:22:49.000,LOCAL,5,"Best in the area, no doubt.",173,6852
1387,2025-11-09 22:55:58.000,LOCAL,5,Excellent service! Highly recommended.,174,6866
1388,2026-03-20 08:38:08.000,LOCAL,4,Great service and friendly staff.,175,6875
1389,2025-08-25 16:42:16.000,REMOTE,1,Will not return.,174,6876
1390,2025-05-10 07:06:22.000,LOCAL,5,"Best in the area, no doubt.",179,6878
1391,2025-09-06 09:17:39.000,LOCAL,4,Happy with my visit.,179,6883
1392,2026-02-17 08:21:05.000,REMOTE,5,Will definitely be back!,180,6890
1393,2025-08-18 14:14:04.000,LOCAL,4,"Very good, would come again.",179,6902
1394,2025-10-18 04:02:18.000,LOCAL,4,"Very good, would come again.",179,6909
1395,2026-03-16 20:33:50.000,LOCAL,2,Staff could be more attentive.,176,6911
1396,2026-02-15 19:53:36.000,REMOTE,3,OK but not outstanding.,176,6912
1397,2025-07-22 15:29:55.000,REMOTE,1,Completely disappointed.,174,6917
1398,2025-11-12 19:26:08.000,REMOTE,4,Solid experience overall.,178,6923
1399,2025-07-20 02:25:30.000,REMOTE,5,"Best in the area, no doubt.",180,6924
1400,2026-04-28 13:29:42.000,LOCAL,4,Solid experience overall.,177,6925
1401,2025-11-29 21:36:52.000,REMOTE,4,"Very good, would come again.",175,6927
1402,2025-10-16 01:43:42.000,LOCAL,4,"Very good, would come again.",177,6935
1403,2025-10-21 21:20:30.000,REMOTE,5,Excellent service! Highly recommended.,178,6939
1404,2026-03-17 15:31:13.000,REMOTE,5,Will definitely be back!,175,6940
1405,2025-07-26 08:08:47.000,REMOTE,2,Service was quite slow today.,177,6943
1406,2026-04-17 02:59:31.000,LOCAL,5,Excellent service! Highly recommended.,179,6947
1407,2026-04-25 18:50:05.000,REMOTE,4,Happy with my visit.,177,6951
1408,2025-10-10 21:45:37.000,LOCAL,2,Product did not meet my expectations.,179,6952
1409,2026-01-05 02:24:53.000,LOCAL,1,Very poor service.,179,6955
1410,2025-09-05 05:09:53.000,REMOTE,5,Excellent service! Highly recommended.,177,6960
1411,2026-03-19 12:43:06.000,LOCAL,5,Always a pleasure coming here.,174,6964
1412,2026-01-07 12:18:37.000,LOCAL,5,Will definitely be back!,174,6965
1413,2026-01-18 19:06:08.000,REMOTE,4,Great service and friendly staff.,180,6977
1414,2026-02-25 17:59:19.000,REMOTE,4,Happy with my visit.,175,6980
1415,2025-11-24 05:46:55.000,LOCAL,5,Will definitely be back!,180,6986
1416,2025-10-04 04:52:23.000,LOCAL,5,Will definitely be back!,175,6989
1417,2025-12-13 06:53:40.000,LOCAL,4,"Very good, would come again.",181,6992
1418,2025-11-22 14:01:56.000,LOCAL,5,Excellent service! Highly recommended.,182,6996
1419,2026-01-30 09:14:40.000,LOCAL,3,"Decent, but could improve.",182,6998
1420,2026-03-03 19:25:53.000,LOCAL,5,Always a pleasure coming here.,181,6999
1421,2026-01-24 15:26:41.000,REMOTE,1,Not what I expected at all.,182,7004
1422,2026-01-17 06:58:28.000,REMOTE,4,Happy with my visit.,181,7009
1423,2025-10-28 16:31:23.000,LOCAL,1,Not what I expected at all.,182,7010
1424,2025-12-31 16:05:22.000,LOCAL,2,Staff could be more attentive.,182,7025
1425,2025-10-04 07:08:54.000,LOCAL,5,"Best in the area, no doubt.",182,7026
1426,2026-01-25 21:41:14.000,REMOTE,1,Completely disappointed.,182,7027
1427,2025-09-14 03:33:36.000,REMOTE,4,Great service and friendly staff.,181,7029
1428,2026-04-05 17:00:11.000,LOCAL,4,Solid experience overall.,185,7032
1429,2026-04-11 15:50:07.000,REMOTE,3,OK but not outstanding.,186,7035
1430,2026-02-11 20:33:42.000,LOCAL,3,OK but not outstanding.,185,7044
1431,2026-01-12 09:15:22.000,LOCAL,4,"Very good, would come again.",183,7046
1432,2026-02-20 06:45:33.000,LOCAL,5,Will definitely be back!,185,7049
1433,2025-09-15 23:25:28.000,REMOTE,4,Great service and friendly staff.,185,7050
1434,2025-10-12 14:29:37.000,LOCAL,5,"Best in the area, no doubt.",186,7051
1435,2025-12-30 15:42:57.000,REMOTE,1,Completely disappointed.,185,7053
1436,2025-06-18 16:23:05.000,REMOTE,5,Will definitely be back!,184,7063
1437,2025-08-10 01:05:37.000,REMOTE,1,Very poor service.,186,7064
1438,2025-09-21 05:23:50.000,LOCAL,5,Always a pleasure coming here.,183,7066
1439,2026-04-29 02:34:17.000,LOCAL,4,Happy with my visit.,183,7071
1440,2025-05-11 12:08:42.000,LOCAL,4,Solid experience overall.,184,7080
1441,2025-06-04 20:10:54.000,REMOTE,4,Solid experience overall.,186,7083
1442,2026-03-18 11:32:46.000,REMOTE,5,Will definitely be back!,186,7106
1443,2026-04-09 00:56:35.000,LOCAL,1,Very poor service.,184,7109
1444,2025-11-27 09:27:18.000,LOCAL,5,Excellent service! Highly recommended.,183,7110
1445,2025-08-14 00:35:42.000,LOCAL,5,Always a pleasure coming here.,184,7113
1446,2025-07-26 15:14:09.000,LOCAL,5,Will definitely be back!,186,7115
1447,2025-11-10 12:12:13.000,LOCAL,5,Always a pleasure coming here.,183,7123
1448,2025-11-27 09:01:13.000,LOCAL,1,Will not return.,184,7127
1449,2026-01-11 19:17:06.000,REMOTE,2,Staff could be more attentive.,186,7134
1450,2025-05-13 12:35:47.000,LOCAL,5,Will definitely be back!,183,7139
1451,2026-03-26 21:01:28.000,REMOTE,3,Expected a bit more to be honest.,183,7140
1452,2025-09-10 11:17:33.000,LOCAL,4,"Very good, would come again.",183,7141
1453,2025-07-31 09:24:32.000,LOCAL,5,Excellent service! Highly recommended.,185,7142
1454,2025-10-05 00:35:22.000,LOCAL,3,"Decent, but could improve.",185,7145
1455,2025-08-10 23:47:01.000,REMOTE,2,Staff could be more attentive.,184,7146
1456,2025-11-30 12:41:16.000,REMOTE,1,Very poor service.,186,7149
1457,2025-10-12 23:38:46.000,LOCAL,2,Disappointing visit.,185,7153
1458,2025-08-13 01:24:48.000,LOCAL,4,Great service and friendly staff.,185,7160
1459,2025-12-13 17:14:06.000,REMOTE,5,Excellent service! Highly recommended.,186,7165
1460,2025-07-21 19:37:00.000,LOCAL,2,Product did not meet my expectations.,185,7166
1461,2025-09-10 21:41:45.000,REMOTE,5,Excellent service! Highly recommended.,184,7168
1462,2025-12-17 02:20:10.000,LOCAL,3,"Average experience, nothing special.",184,7176
1463,2026-03-11 03:13:13.000,LOCAL,5,"Best in the area, no doubt.",186,7180
1464,2026-02-20 16:08:18.000,REMOTE,1,Completely disappointed.,183,7184
1465,2026-01-30 07:10:40.000,REMOTE,3,"Average experience, nothing special.",185,7190
1466,2025-11-04 22:04:11.000,LOCAL,5,Excellent service! Highly recommended.,183,7204
1467,2026-05-06 08:51:03.000,LOCAL,5,Will definitely be back!,184,7211
1468,2025-12-14 07:12:16.000,REMOTE,5,Will definitely be back!,186,7212
1469,2025-07-17 13:42:57.000,LOCAL,5,Excellent service! Highly recommended.,183,7214
1470,2025-12-10 04:19:24.000,REMOTE,4,Happy with my visit.,186,7219
1471,2025-11-19 12:27:21.000,LOCAL,2,Service was quite slow today.,186,7224
1472,2025-11-29 05:44:51.000,REMOTE,5,"Best in the area, no doubt.",183,7228
1473,2025-10-15 23:19:45.000,REMOTE,3,OK but not outstanding.,185,7238
1474,2025-12-29 10:12:33.000,REMOTE,5,Always a pleasure coming here.,185,7240
1475,2025-07-03 05:49:56.000,LOCAL,4,Great service and friendly staff.,185,7241
1476,2026-02-06 08:22:34.000,REMOTE,5,Always a pleasure coming here.,185,7245
1477,2026-03-03 03:21:17.000,REMOTE,4,Solid experience overall.,185,7247
1478,2025-12-07 11:05:25.000,REMOTE,5,Will definitely be back!,183,7254
1479,2025-07-31 18:07:34.000,LOCAL,4,"Very good, would come again.",184,7264
1480,2025-08-20 20:46:23.000,LOCAL,4,Great service and friendly staff.,186,7267
1481,2026-03-21 23:25:00.000,LOCAL,5,"Best in the area, no doubt.",186,7269
