id,reference,created_at,total,transaction_id,integration_id,business_id,business_branch_id
1630,TKT-FA763297,2025-07-16 14:25:42.000,192.93,554933,4,249,692
1631,TKT-E20DFF2E,2025-11-18 12:34:42.000,213.79,554993,4,249,691
1632,TKT-59B1D492,2025-11-26 07:19:20.000,456.84,554748,4,249,691
1633,TKT-E6612C2C,2025-09-20 19:16:45.000,328.4,554710,4,249,691
1634,TKT-3F46252B,2026-01-03 05:17:52.000,335.67,553911,4,249,692
1635,TKT-7AF631DB,2025-11-13 15:08:32.000,295.99,553738,4,249,691
1636,TKT-FED43516,2025-07-25 12:46:24.000,761.52,,4,249,692
1637,TKT-7E13DF6E,2025-11-10 04:19:37.000,142.6,553564,4,249,692
1638,TKT-796D0FD3,2026-02-20 06:51:11.000,220.44,554988,4,249,691
1639,TKT-EBEFB284,2025-09-15 23:33:31.000,234.08,554588,4,249,691
1640,TKT-90EBE275,2026-01-12 21:57:55.000,752.32,554749,4,249,691
1641,TKT-A0CF8418,2025-08-11 10:46:21.000,6.33,553794,4,249,692
1642,TKT-E29DB1E6,2026-04-22 12:06:59.000,487.32,,4,249,691
1643,TKT-FE18F851,2025-12-04 13:12:17.000,57.72,554790,4,249,692
1644,TKT-B5912579,2025-11-24 17:51:45.000,310.61,554254,4,249,691
1645,TKT-3472358C,2025-10-28 08:22:19.000,111.12,553831,4,249,691
1646,TKT-5D9BC5CC,2025-11-22 14:00:42.000,46.45,554422,4,249,691
1647,TKT-0A282934,2025-10-19 01:39:44.000,311.98,554552,4,249,691
1648,TKT-92814D0E,2026-04-14 10:59:06.000,195.66,,4,249,692
1649,TKT-2A4F60BE,2026-03-05 08:09:12.000,45.1,554499,4,249,692
1650,TKT-31806B20,2026-02-23 05:33:13.000,499.1,,4,249,692
1651,TKT-7C35A57A,2025-10-26 02:48:33.000,203.65,,4,249,691
1652,TKT-2DEB65FD,2025-10-10 20:25:19.000,535.93,554727,4,249,692
1653,TKT-8990370C,2025-07-13 09:37:55.000,209.62,554032,4,249,692
1654,TKT-A214442E,2026-04-27 07:01:12.000,516.31,554925,4,249,691
1655,TKT-949433DF,2026-03-29 08:35:38.000,49.53,553899,4,249,692
1656,TKT-FF314DE3,2025-11-20 17:19:36.000,109.33,553922,4,249,691
1657,TKT-9333B24E,2025-08-14 01:30:01.000,893.22,554510,4,249,692
1658,TKT-5E1B7018,2025-12-24 13:01:26.000,245.93,,4,249,691
1659,TKT-B2FA3B0A,2026-04-24 04:01:46.000,536.19,,4,249,691
1660,TKT-F11E8465,2026-01-08 02:08:38.000,71.95,,4,249,692
1661,TKT-42E4A834,2025-08-02 20:10:40.000,471.93,554142,4,249,691
1662,TKT-51D07C55,2026-03-04 12:09:18.000,17.92,553871,4,249,692
1663,TKT-04A5ED33,2026-03-30 02:32:41.000,851.02,,4,249,691
1664,TKT-402EB77F,2025-09-01 07:54:17.000,373.65,580070,2,258,722
1665,TKT-75C6E173,2025-07-29 20:11:41.000,668.81,579789,2,258,721
1666,TKT-53785257,2025-10-23 03:50:31.000,76.35,583853,2,258,721
1667,TKT-BF09755E,2026-03-23 22:39:26.000,200.59,586293,2,258,723
1668,TKT-42C9CA93,2025-11-04 05:20:47.000,200.76,581332,2,258,718
1669,TKT-5D993328,2026-03-25 20:10:44.000,676.34,,2,258,718
1670,TKT-3B76399E,2026-03-12 20:40:27.000,409.44,578395,2,258,724
1671,TKT-872C5608,2026-02-16 13:04:07.000,423.97,579642,2,258,724
1672,TKT-C46F116E,2025-09-23 16:59:25.000,204.52,584247,2,258,718
1673,TKT-8EEEEDB3,2025-12-14 19:52:39.000,163.12,582584,2,258,718
1674,TKT-5042D2DF,2025-11-08 07:39:26.000,319.95,,2,258,720
1675,TKT-F9DAA9A9,2025-11-26 10:36:20.000,27.03,582838,2,258,723
1676,TKT-88B392BA,2025-09-10 14:16:14.000,426.6,,2,258,724
1677,TKT-FEF8976F,2025-09-10 11:26:35.000,430.93,580845,2,258,719
1678,TKT-409D4538,2026-04-14 09:27:34.000,95.82,579047,2,258,719
1679,TKT-4558A26A,2025-12-05 16:51:06.000,264.21,584654,2,258,720
1680,TKT-6F890784,2025-10-13 05:02:11.000,165.94,586068,2,258,720
1681,TKT-473511FA,2026-02-18 17:31:53.000,364.05,585471,2,258,721
1682,TKT-0B713F83,2026-04-26 01:16:33.000,350.04,,2,258,723
1683,TKT-53C5696D,2025-08-24 23:26:49.000,257.79,579164,2,258,720
1684,TKT-3D848C01,2026-03-20 22:07:23.000,133.34,,2,258,721
1685,TKT-DFEAA1F2,2025-10-17 09:19:22.000,596.99,,2,258,724
1686,TKT-B144411C,2026-04-19 18:25:19.000,606.2,,2,258,721
1687,TKT-D4678358,2026-03-15 21:12:59.000,337.76,583328,2,258,718
1688,TKT-0A9D65CD,2026-03-30 21:39:49.000,565.06,582304,2,258,721
1689,TKT-48C74DCD,2025-09-02 01:17:54.000,266.5,580371,2,258,718
1690,TKT-7E02B5D3,2025-08-23 22:48:24.000,56.1,,2,258,723
1691,TKT-3C31969D,2026-02-26 15:32:09.000,60.92,583947,2,258,719
1692,TKT-2F3EF930,2025-10-14 06:09:42.000,494.03,,2,258,723
1693,TKT-23E42430,2025-11-29 18:58:42.000,138.64,586471,2,258,720
1694,TKT-967FD948,2025-10-22 08:22:12.000,631.97,583790,2,258,719
1695,TKT-3C77FD45,2026-04-01 12:25:46.000,57.1,247996,5,117,317
1696,TKT-EB6BB964,2025-12-01 00:09:52.000,561.03,,5,117,318
1697,TKT-7E0F1694,2025-11-04 20:46:03.000,169.65,,5,117,318
1698,TKT-32522CA5,2026-04-08 01:26:18.000,656.06,,5,117,316
1699,TKT-EF96FF8B,2026-01-22 19:53:26.000,123.93,,5,117,316
1700,TKT-40882C18,2025-10-16 13:20:41.000,79.88,246941,5,117,318
1701,TKT-3F0797A5,2025-12-10 17:01:39.000,105.03,246825,5,117,317
1702,TKT-A0023C7D,2026-03-31 03:21:40.000,274.35,247654,5,117,317
1703,TKT-56DD9A98,2026-03-05 16:28:22.000,297.6,248201,5,117,318
1704,TKT-DBB670C3,2025-07-23 11:56:21.000,387.72,248599,5,117,317
1705,TKT-E4DC6C0F,2025-11-01 15:56:29.000,773.16,,5,117,317
1706,TKT-109CF7EE,2026-02-24 12:23:38.000,45.97,,5,117,317
1707,TKT-D0C64DB7,2025-12-30 01:53:12.000,316.03,247117,5,117,316
1708,TKT-F9761AB3,2025-11-20 04:01:45.000,684.39,247629,5,117,316
1709,TKT-B544F29A,2025-12-28 00:51:33.000,490.36,246763,5,117,316
1710,TKT-D59AEB6C,2026-03-15 02:47:32.000,167.16,,2,396,1061
1711,TKT-19BDD322,2026-03-01 10:31:40.000,272.75,849903,2,396,1061
1712,TKT-8A523C7E,2025-08-14 23:41:35.000,111.4,849096,2,396,1062
1713,TKT-081F676F,2025-10-13 19:28:37.000,134.08,848578,2,396,1061
1714,TKT-482BCE75,2026-04-01 12:42:27.000,254.04,,2,396,1061
1715,TKT-AD87BC85,2026-03-14 12:47:39.000,733.83,849397,2,396,1062
1716,TKT-57D49826,2025-10-01 18:58:31.000,9.08,848727,2,396,1063
1717,TKT-7F0E8CEF,2025-09-11 13:17:00.000,478.51,848970,2,396,1060
1718,TKT-FB2DF7EF,2026-03-30 03:24:01.000,292.07,849512,2,396,1061
1719,TKT-226B22C2,2026-05-04 16:28:41.000,114.22,849213,2,396,1063
1720,TKT-830D8DED,2025-08-16 21:54:57.000,619.49,,2,396,1061
1721,TKT-60767A8B,2025-07-18 13:01:17.000,1040.12,849036,2,396,1060
1722,TKT-0242BB0A,2025-08-21 19:00:28.000,189.15,848805,2,396,1063
1723,TKT-801B6DFC,2026-04-08 09:30:00.000,116.1,849937,2,396,1060
1724,TKT-5C128EA1,2025-10-22 15:57:14.000,150.12,848685,2,396,1062
1725,TKT-FF7A6C8F,2026-05-03 22:32:54.000,110.86,848421,2,396,1061
1726,TKT-5F47D64E,2025-08-08 22:32:00.000,440.29,849804,2,396,1061
1727,TKT-94914544,2025-08-09 03:02:17.000,337.34,849991,2,396,1062
1728,TKT-37568971,2026-04-18 14:33:52.000,225.64,848798,2,396,1062
1729,TKT-3D0739A1,2026-01-08 13:55:46.000,588.57,849336,2,396,1061
1730,TKT-91D493E4,2025-08-16 17:54:48.000,104.19,,2,396,1060
1731,TKT-E8415745,2025-11-17 15:29:38.000,39.28,849057,2,396,1063
1732,TKT-791FCE47,2025-10-15 12:13:38.000,762.42,,2,396,1063
1733,TKT-5356384A,2026-02-15 10:41:28.000,32.14,849451,2,396,1061
1734,TKT-6B865CFD,2026-02-10 11:21:56.000,22.68,849083,2,396,1060
1735,TKT-614A3476,2026-03-23 15:39:56.000,328.6,,2,396,1063
1736,TKT-85A60B42,2025-08-08 04:18:55.000,345.84,,2,396,1062
1737,TKT-F5B95940,2026-03-23 15:50:01.000,271.81,849966,2,396,1061
1738,TKT-57E2832A,2026-04-29 16:56:01.000,99.58,849746,2,396,1061
1739,TKT-A20AA471,2025-08-29 14:45:12.000,280.42,847925,2,396,1063
1740,TKT-AF36A96B,2026-03-08 10:21:15.000,312.71,849998,2,396,1060
1741,TKT-C06863E7,2026-03-27 17:13:43.000,368.17,848325,2,396,1062
1742,TKT-E9F07399,2025-12-03 15:34:56.000,67.64,,2,396,1061
1743,TKT-6F944F88,2026-04-09 21:56:01.000,557.82,849892,2,396,1061
1744,TKT-26B3D4BB,2026-03-09 09:13:52.000,485.6,848884,2,396,1060
1745,TKT-49C7A2D9,2025-11-18 15:49:10.000,260.36,,2,396,1062
1746,TKT-544C7DC7,2025-10-04 01:16:31.000,735.61,,2,396,1060
1747,TKT-46111EB5,2026-01-13 15:21:26.000,124.28,848121,2,396,1063
1748,TKT-DC1B156A,2025-11-27 13:26:15.000,386.55,849999,2,396,1060
1749,TKT-0018F347,2025-08-01 18:07:43.000,130.8,849810,2,396,1060
1750,TKT-C332DB32,2025-07-18 14:46:45.000,82.36,848869,2,396,1063
1751,TKT-2F611D24,2026-04-22 03:15:47.000,624.99,849901,2,396,1060
1752,TKT-D6DE7EF0,2025-07-16 04:11:37.000,241.68,849196,2,396,1060
1753,TKT-DA2F0F3A,2026-02-01 16:52:13.000,236.6,849351,2,396,1061
1754,TKT-BD6B086C,2026-01-07 07:53:02.000,249.04,,2,396,1061
1755,TKT-03642A54,2025-07-24 23:30:00.000,241.08,849993,2,396,1060
1756,TKT-C1730D31,2026-03-23 10:02:57.000,192.15,,2,396,1061
1757,TKT-4E533891,2026-03-03 23:46:44.000,473.0,,2,396,1063
1758,TKT-6B7664CB,2025-10-22 10:02:58.000,538.53,848534,2,396,1062
1759,TKT-04FB09A5,2026-01-22 12:44:07.000,357.38,849055,2,396,1063
1760,TKT-851D72BF,2025-10-17 23:43:58.000,35.7,848663,2,396,1062
1761,TKT-EA619A03,2025-10-07 13:15:02.000,262.36,847962,2,396,1060
1762,TKT-FACEEDDC,2025-09-25 01:28:58.000,380.24,,2,396,1063
1763,TKT-47378121,2026-04-16 10:19:36.000,259.15,338711,5,158,424
1764,TKT-4FD102BF,2025-08-19 17:04:34.000,193.24,,5,158,424
1765,TKT-DDA71A1E,2025-07-19 22:14:18.000,504.33,339717,5,158,424
1766,TKT-61DAC12E,2025-11-05 21:04:03.000,868.7,339237,5,158,424
1767,TKT-052C40EF,2025-10-22 01:27:24.000,156.57,337978,5,158,424
1768,TKT-FBC020A2,2025-11-22 01:28:28.000,465.26,338923,5,158,424
1769,TKT-ACDB38D2,2025-11-01 18:37:24.000,172.76,338761,5,158,424
1770,TKT-D55E245C,2026-01-12 04:36:07.000,179.85,338377,5,158,424
1771,TKT-0DA1986A,2025-08-05 08:25:42.000,258.73,,5,158,424
1772,TKT-6A36F143,2025-10-27 03:58:18.000,350.47,338319,5,158,424
1773,TKT-7B3D1C17,2025-10-12 15:01:40.000,581.2,339459,5,158,424
1774,TKT-59A886E7,2026-01-01 09:34:25.000,228.99,338723,5,158,424
1775,TKT-75E22745,2026-04-01 21:22:04.000,574.12,,5,158,424
1776,TKT-6DBD32E2,2026-03-29 17:35:10.000,157.25,338664,5,158,424
1777,TKT-3FBE63AE,2025-08-14 11:50:49.000,298.16,,5,158,424
1778,TKT-63EDE508,2026-04-30 18:05:52.000,62.93,339656,5,158,424
1779,TKT-1310F64B,2025-12-29 12:58:03.000,230.46,337933,5,158,424
1780,TKT-2483FA0C,2025-09-30 07:19:45.000,916.01,338408,5,158,424
1781,TKT-C6E6A092,2026-04-30 22:14:41.000,297.98,339393,5,158,424
1782,TKT-4044F78C,2025-08-04 05:12:06.000,346.31,338290,5,158,424
1783,TKT-D33425F3,2026-04-18 23:50:13.000,267.38,,5,158,424
1784,TKT-44B9840A,2026-04-04 11:42:08.000,365.02,338688,5,158,424
1785,TKT-9C0D5E39,2026-04-10 09:31:44.000,179.95,,5,158,424
1786,TKT-D809AB84,2025-07-23 07:34:49.000,54.24,339718,5,158,424
1787,TKT-891C7854,2026-02-22 18:33:43.000,695.63,338627,5,158,424
1788,TKT-6B5D21D3,2026-01-01 20:25:44.000,217.79,337801,5,158,424
1789,TKT-A4F4E3DF,2025-08-22 16:58:18.000,179.26,,5,158,424
1790,TKT-96482A8F,2026-05-05 03:40:53.000,16.41,,5,158,424
1791,TKT-A8D7CF23,2025-08-19 12:59:02.000,94.39,,5,158,424
1792,TKT-C19DDA75,2026-01-06 04:00:56.000,26.57,339002,5,158,424
1793,TKT-9B4F30B8,2026-05-03 02:19:08.000,459.05,,5,158,424
1794,TKT-2F494303,2026-04-24 16:00:42.000,553.52,,5,158,424
1795,TKT-788EF5D7,2026-03-12 02:12:01.000,112.62,,5,158,424
1796,TKT-3D327733,2026-01-28 03:56:17.000,502.84,,5,158,424
1797,TKT-0AC7703F,2025-11-14 17:30:43.000,397.81,339572,5,158,424
1798,TKT-C2EB1BF1,2026-02-14 19:20:59.000,188.66,338624,5,158,424
1799,TKT-5E22055B,2025-09-06 14:27:25.000,120.18,338554,5,158,424
1800,TKT-731775EA,2025-08-20 02:57:40.000,367.3,338342,5,158,424
1801,TKT-135D1923,2025-09-15 23:56:44.000,536.58,338351,5,158,424
1802,TKT-BAF0206C,2025-12-29 12:48:52.000,386.96,338977,5,158,424
1803,TKT-3B7BD200,2025-09-26 10:38:22.000,215.48,,5,158,424
1804,TKT-234EC348,2026-01-27 04:45:23.000,103.98,339709,5,158,424
1805,TKT-E4446C02,2025-07-27 13:17:43.000,171.63,338675,5,158,424
1806,TKT-341D9887,2025-10-20 04:44:54.000,252.84,338098,5,158,424
1807,TKT-04ABF231,2025-11-20 04:08:31.000,564.35,338522,5,158,424
1808,TKT-CD570846,2025-10-18 16:21:10.000,32.7,338199,5,158,424
1809,TKT-1200A432,2026-04-12 07:25:20.000,89.57,338137,5,158,424
1810,TKT-2EA7AA20,2025-07-29 22:17:59.000,601.86,338360,5,158,424
1811,TKT-D8A1D976,2025-07-19 01:27:47.000,507.13,935337,1,442,1171
1812,TKT-31FF1F6C,2025-07-15 09:01:35.000,452.49,934195,1,442,1171
1813,TKT-6E8AD41D,2026-04-06 03:49:13.000,354.27,934341,1,442,1171
1814,TKT-0AEB7082,2025-08-27 21:07:50.000,16.16,934588,1,442,1171
1815,TKT-189661B5,2026-02-10 04:26:34.000,175.83,934024,1,442,1169
1816,TKT-D0BE75C6,2026-01-23 20:28:46.000,33.31,934361,1,442,1171
1817,TKT-9AF4DB9B,2025-11-14 07:03:44.000,39.32,934245,1,442,1170
1818,TKT-10B9E17F,2025-08-06 12:46:09.000,681.33,,1,442,1169
1819,TKT-090FE763,2025-07-26 07:41:39.000,426.31,933974,1,442,1169
1820,TKT-FBA0E706,2026-04-24 13:21:14.000,526.86,933871,1,442,1171
1821,TKT-B2956801,2025-07-23 09:06:46.000,49.54,935380,1,442,1169
1822,TKT-4FBAAE1E,2026-02-20 11:30:31.000,189.04,935178,1,442,1169
1823,TKT-81C2412C,2025-12-14 03:00:49.000,147.64,,1,442,1170
1824,TKT-6BC60D0B,2025-09-14 15:55:07.000,63.68,,1,442,1169
1825,TKT-1B5AFE98,2025-09-16 00:24:59.000,275.9,934425,1,442,1170
1826,TKT-1B79A28A,2025-10-20 02:56:27.000,155.42,935145,1,442,1169
1827,TKT-6DD7589B,2026-02-11 00:37:40.000,135.1,934416,1,442,1170
1828,TKT-DB6F7D4B,2026-03-28 19:25:30.000,578.51,934293,1,442,1171
1829,TKT-F498F251,2025-08-06 10:24:06.000,267.99,,1,325,901
1830,TKT-223BEC5F,2026-04-14 02:30:08.000,353.19,,1,325,902
1831,TKT-66AB29C9,2026-01-27 16:25:03.000,440.01,725677,1,325,901
1832,TKT-11ABD75D,2025-08-01 13:16:57.000,798.95,724880,1,325,902
1833,TKT-2CAD9F84,2026-04-07 00:49:44.000,423.33,725590,1,325,901
1834,TKT-56BC7E4A,2025-12-23 02:51:38.000,506.46,,1,325,902
1835,TKT-EBBA1C1D,2026-04-05 10:55:23.000,341.82,725115,1,325,901
1836,TKT-E6258B65,2025-09-14 14:07:37.000,493.63,,1,325,902
1837,TKT-7CF80C8A,2026-03-19 06:35:13.000,29.39,,1,325,901
1838,TKT-DC301DA8,2025-11-24 03:50:54.000,134.55,725008,1,325,901
1839,TKT-5DDFA568,2026-01-21 10:47:47.000,172.59,,1,325,901
1840,TKT-1C6BB920,2025-10-09 11:10:01.000,215.81,725017,1,325,901
1841,TKT-B16BB2F5,2025-08-02 23:31:41.000,539.63,,1,30,82
1842,TKT-7D3914E3,2026-05-03 15:59:48.000,71.81,63364,1,30,80
1843,TKT-2AC88E49,2026-02-07 10:33:29.000,297.9,62101,1,30,80
1844,TKT-7107037A,2025-10-28 08:33:46.000,346.23,62528,1,30,81
1845,TKT-715E84DF,2025-11-22 07:57:01.000,19.18,,1,30,80
1846,TKT-C3AD0A0D,2025-09-04 05:15:06.000,667.02,,1,30,82
1847,TKT-DBD7BE47,2026-05-08 15:01:09.000,754.74,64109,1,30,81
1848,TKT-96FA3822,2026-02-25 15:31:23.000,478.41,,1,30,82
1849,TKT-EF9D6EA7,2026-04-21 05:58:12.000,431.13,,1,30,81
1850,TKT-E87F13CC,2025-12-21 21:00:01.000,331.57,62909,1,30,80
1851,TKT-5ACF8944,2025-12-23 12:19:57.000,95.58,63349,1,30,82
1852,TKT-AD69A11E,2026-01-27 09:55:38.000,639.06,62625,1,30,80
1853,TKT-BC8C3AEA,2026-03-03 08:06:12.000,368.42,63305,1,30,82
1854,TKT-3DE5330C,2025-11-28 11:29:03.000,171.64,63879,1,30,80
1855,TKT-D3F0999C,2025-08-10 09:04:45.000,57.28,,1,30,80
1856,TKT-4F8AE727,2025-11-09 18:04:17.000,202.52,63608,1,30,82
1857,TKT-AAFBB442,2026-02-25 14:28:39.000,403.16,61699,1,30,81
1858,TKT-9E4C921F,2025-09-25 08:48:57.000,95.04,,1,30,80
1859,TKT-F94AA000,2026-04-25 07:11:28.000,29.0,62399,1,30,81
1860,TKT-354534D6,2025-11-04 03:01:31.000,360.13,,1,30,81
1861,TKT-626311F0,2026-01-15 20:27:56.000,319.62,,1,30,81
1862,TKT-2BC57DE7,2025-09-12 15:33:13.000,396.19,,1,30,81
1863,TKT-DDF92F6C,2026-02-10 22:29:18.000,308.33,66155,1,30,81
1864,TKT-991D71D2,2025-07-20 14:44:21.000,360.21,65974,1,30,81
1865,TKT-A6DC7EE8,2025-12-16 18:54:07.000,214.6,,1,30,80
1866,TKT-DE94EA5C,2026-04-18 01:12:32.000,157.28,,1,30,82
1867,TKT-9AE6E121,2025-09-03 01:16:12.000,205.09,64899,1,30,82
1868,TKT-44A06333,2026-02-12 11:30:24.000,216.82,,1,30,82
1869,TKT-9AEB9BA9,2026-02-24 08:56:02.000,232.9,66062,1,30,82
1870,TKT-8CEA57CF,2025-12-09 03:54:57.000,619.73,63458,1,30,80
1871,TKT-1C6A8C5D,2025-08-06 00:28:17.000,74.88,,1,30,81
1872,TKT-114A100B,2026-01-10 22:46:17.000,167.76,62956,1,30,81
1873,TKT-D68080DC,2025-07-29 21:42:27.000,186.24,64030,1,30,81
1874,TKT-EE77EC98,2025-12-01 03:27:35.000,572.94,65789,1,30,80
1875,TKT-94D7BFCD,2026-02-03 08:30:02.000,416.3,64698,1,30,80
1876,TKT-939EA903,2025-11-10 15:23:45.000,483.56,62872,1,30,80
1877,TKT-F2E3CF35,2026-04-16 22:33:22.000,108.27,62190,1,30,80
1878,TKT-7E6DEA74,2025-09-14 14:21:06.000,561.88,64923,1,30,81
1879,TKT-A8B21397,2025-10-11 09:21:59.000,15.56,65005,1,30,80
1880,TKT-096AB37F,2026-04-10 17:49:07.000,404.8,64313,1,30,80
1881,TKT-B9351194,2026-01-10 04:44:12.000,321.23,66202,1,30,82
1882,TKT-072568EC,2026-02-10 04:06:34.000,426.8,,1,30,82
1883,TKT-EAA53033,2026-03-19 21:48:51.000,726.71,,1,30,81
1884,TKT-C249B73D,2025-08-06 15:45:25.000,510.0,62428,1,30,81
1885,TKT-ABD5D8B8,2026-04-23 20:22:39.000,10.45,,1,30,80
1886,TKT-3658FC81,2025-12-17 06:23:52.000,352.35,64840,1,30,82
1887,TKT-9C7B3691,2025-10-29 03:32:59.000,65.73,,1,30,80
1888,TKT-83304039,2026-02-16 05:49:41.000,100.92,,1,30,80
1889,TKT-00906158,2025-08-31 17:35:53.000,383.91,64418,1,30,81
1890,TKT-F09E5C25,2026-01-23 03:29:34.000,10.56,,1,30,81
1891,TKT-0265FAC3,2025-12-04 22:17:22.000,478.54,65648,1,30,80
1892,TKT-9F34495F,2026-03-23 09:27:47.000,584.85,,1,30,82
1893,TKT-AC0FE75B,2025-11-18 10:31:47.000,455.42,62759,1,30,81
1894,TKT-A1205F34,2025-10-27 17:41:57.000,145.65,61894,1,30,82
1895,TKT-AF9017D5,2026-01-17 22:32:40.000,220.0,61020,1,30,80
1896,TKT-0D3120EA,2025-10-16 10:17:26.000,495.38,,1,30,81
1897,TKT-194CFA2C,2026-03-16 04:39:01.000,442.37,62620,1,30,80
1898,TKT-8DF62E8D,2025-09-09 16:29:23.000,907.22,62033,1,30,81
1899,TKT-41439CA7,2025-09-12 19:36:43.000,788.73,,1,30,82
1900,TKT-9D4484C2,2026-04-20 09:08:43.000,238.94,66061,1,30,81
1901,TKT-55823DC1,2026-04-10 15:27:14.000,524.24,,4,91,251
1902,TKT-4D914EAA,2025-11-07 00:06:38.000,610.8,198484,4,91,250
1903,TKT-BDE2008B,2025-10-16 04:18:18.000,413.76,,4,91,250
1904,TKT-2CD9B77F,2026-02-24 15:52:28.000,14.64,197601,4,91,250
1905,TKT-190477DC,2026-04-23 19:17:42.000,121.32,,4,91,250
1906,TKT-B697EB65,2026-04-27 16:22:09.000,7.4,197165,4,91,251
1907,TKT-634677AB,2026-04-29 00:22:28.000,567.0,198564,4,91,249
1908,TKT-4DEA3562,2026-01-21 09:03:46.000,82.9,198069,4,91,251
1909,TKT-E7BABEAA,2026-04-11 10:30:18.000,563.78,197149,4,91,249
1910,TKT-587C06C7,2026-04-11 08:07:55.000,373.5,198578,4,91,250
1911,TKT-F7D2CC62,2025-10-19 21:09:17.000,21.05,197757,4,91,249
1912,TKT-BB2CC6D4,2025-11-13 01:20:50.000,454.36,197758,4,91,250
1913,TKT-A09AB11E,2025-08-28 07:40:38.000,203.65,,4,91,249
1914,TKT-BA33A225,2025-11-13 00:35:38.000,103.86,198191,4,91,249
1915,TKT-918DD297,2026-03-17 18:39:41.000,197.7,198382,4,91,251
1916,TKT-254F80B9,2026-04-23 15:40:11.000,212.19,,4,91,250
1917,TKT-B9EEA0B2,2026-01-10 15:39:08.000,317.65,,4,91,249
1918,TKT-157EB1CD,2025-10-18 12:15:40.000,512.22,,4,91,250
1919,TKT-12EE5215,2025-10-16 13:27:00.000,168.42,198370,4,91,251
1920,TKT-22886A84,2026-02-10 18:14:10.000,84.23,198074,4,91,250
1921,TKT-EF3DDABE,2025-09-30 18:58:32.000,545.84,198083,4,91,250
1922,TKT-BF5D8360,2025-08-20 21:42:46.000,518.81,198958,4,91,251
1923,TKT-861FD5FE,2025-10-20 19:03:34.000,58.84,198705,4,91,251
1924,TKT-D493ACB4,2026-03-21 09:14:33.000,619.71,197916,4,91,249
1925,TKT-4ECAEB3A,2025-07-27 22:39:13.000,519.44,,4,91,250
1926,TKT-4214FFF5,2025-11-20 03:27:59.000,54.46,198055,4,91,249
1927,TKT-44B128AA,2025-12-29 16:11:06.000,340.02,,4,91,250
1928,TKT-EDF88AB5,2026-04-06 00:23:44.000,712.99,198006,4,91,249
1929,TKT-68A53552,2025-10-26 08:07:23.000,445.83,198410,4,91,249
1930,TKT-5E515AC0,2025-12-02 23:14:57.000,682.13,,4,91,249
1931,TKT-21D1A26C,2026-01-26 20:32:38.000,52.21,197176,4,91,250
1932,TKT-CC96A058,2026-02-15 06:05:02.000,214.4,197474,4,91,249
1933,TKT-EF63C4B9,2026-03-01 16:56:41.000,212.78,197130,4,91,250
1934,TKT-30C2BE66,2025-10-29 03:25:56.000,130.74,198436,4,91,251
1935,TKT-83DDBB7F,2026-01-01 18:46:26.000,545.27,198704,4,91,251
1936,TKT-B83A68E9,2026-04-11 05:14:04.000,332.04,198112,4,91,249
1937,TKT-3157C7F6,2026-01-20 06:12:15.000,404.28,198201,4,91,251
1938,TKT-7C43FF3F,2025-09-04 00:11:51.000,473.95,199001,4,91,250
1939,TKT-4838B690,2025-10-24 08:24:32.000,344.75,198177,4,91,250
1940,TKT-73393FB9,2026-05-07 10:50:51.000,320.63,198517,4,91,250
1941,TKT-DA91FD69,2026-01-22 00:22:01.000,394.22,,5,296,824
1942,TKT-4D902523,2026-02-13 17:10:10.000,106.72,656635,5,296,825
1943,TKT-670D743B,2026-02-16 22:22:29.000,452.94,657342,5,296,824
1944,TKT-23400EBE,2025-10-14 02:04:17.000,238.23,656406,5,296,824
1945,TKT-12B98BCD,2026-02-04 07:53:50.000,457.28,,5,296,824
1946,TKT-2C4303C2,2026-04-05 07:43:42.000,207.4,653964,5,296,824
1947,TKT-342D3DA3,2025-11-24 09:59:38.000,552.25,654603,5,296,824
1948,TKT-4A0A2544,2026-02-19 23:04:24.000,403.94,653601,5,296,825
1949,TKT-C605EA4E,2025-10-11 06:19:11.000,450.08,654868,5,296,825
1950,TKT-F8D6C2F2,2025-10-05 01:58:11.000,209.78,656106,5,296,824
1951,TKT-518A100F,2025-12-06 11:24:35.000,642.23,656696,5,296,825
1952,TKT-CBD5D985,2025-07-27 21:05:02.000,792.23,657343,5,296,824
1953,TKT-C6A4A5FC,2026-03-05 05:32:12.000,394.77,214198,2,99,272
1954,TKT-4F04621E,2026-02-10 07:10:26.000,79.85,,2,99,272
1955,TKT-CD24F2C4,2026-03-26 09:34:15.000,98.24,215739,2,99,270
1956,TKT-90E897A0,2025-11-07 21:51:55.000,58.03,214996,2,99,272
1957,TKT-E08F3FD8,2026-02-20 04:42:46.000,341.85,214846,2,99,271
1958,TKT-F1EA20DF,2025-08-16 22:40:38.000,400.98,214267,2,99,271
1959,TKT-C5639E0A,2026-05-04 02:01:59.000,251.51,215219,2,99,270
1960,TKT-AACAA691,2025-08-08 21:56:11.000,194.34,215890,2,99,271
1961,TKT-62BB59BA,2026-03-01 05:57:25.000,85.22,215641,2,99,270
1962,TKT-0A0CA15A,2025-10-17 00:07:46.000,328.63,214159,2,99,271
1963,TKT-F7017312,2025-08-22 19:23:30.000,70.14,,2,99,270
1964,TKT-C7EE95E9,2026-05-07 01:27:58.000,606.22,215452,2,99,270
1965,TKT-21969748,2026-02-26 12:03:53.000,7.98,214946,2,99,271
1966,TKT-9186B826,2025-10-15 08:54:47.000,537.54,216078,2,99,272
1967,TKT-33D30566,2026-03-30 04:13:15.000,26.79,214239,2,99,272
